,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 40_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,,
9,10,1998,1998-11-15,10,11,23.345,DET,,CHI,W 26-3,*,16,21,76.19,253,1,0,131.6,1,7,12.05,13.00,4,5,1.25,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
10,11,1998,1998-11-22,11,12,23.352,DET,@,TAM,W 28-25,*,14,23,60.87,195,2,0,117.1,1,7,8.48,10.22,2,8,4.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
11,12,1998,1998-11-26,12,13,23.356,DET,,PIT,W 19-16,*,16,23,69.57,236,1,0,117.3,4,32,10.26,11.13,1,3,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
12,13,1998,1998-12-06,13,14,24.001,DET,@,JAX,L 22-37,*,14,33,42.42,250,2,0,89.2,5,38,7.58,8.79,2,17,8.50,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
13,14,1998,1998-12-14,14,15,24.009,DET,@,SFO,L 13-35,*,3,9,33.33,35,0,0,46.1,1,5,3.89,3.89,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
14,15,1998,1998-12-20,15,16,,DET,,ATL,L 17-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Charlie Batch,BatcCh00
15,16,1998,1998-12-27,16,17,,DET,@,BAL,L 10-19,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Charlie Batch,BatcCh00
16,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Charlie Batch,BatcCh00
17,17,1999,1999-09-12,1,1,24.281,DET,@,SEA,W 28-20,*,16,26,61.54,216,3,1,110.4,5,14,8.31,8.88,3,-3,-1.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
18,18,1999,1999-09-19,2,2,24.288,DET,,GNB,W 23-15,*,9,16,56.25,219,2,2,101.0,4,23,13.69,10.56,3,9,3.00,1,1,6,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
19,19,1999,1999-09-26,3,3,24.295,DET,@,KAN,L 21-31,*,16,34,47.06,213,2,2,62.5,4,20,6.26,4.79,4,12,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
20,20,1999,1999-10-10,4,5,24.309,DET,,SDG,L 10-20,*,21,38,55.26,230,1,1,71.2,6,38,6.05,5.39,5,20,4.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
21,21,1999,1999-10-17,5,6,24.316,DET,,MIN,W 25-23,*,9,16,56.25,70,0,0,67.2,1,1,4.38,4.38,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
22,22,1999,1999-10-24,6,7,24.323,DET,@,CAR,W 24-9,*,16,27,59.26,210,2,1,93.1,0,0,7.78,7.59,5,13,2.60,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
23,23,1999,1999-10-31,7,8,24.330,DET,,TAM,W 20-3,*,10,19,52.63,128,0,0,74.0,3,19,6.74,6.74,5,15,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
24,24,1999,1999-11-07,8,9,24.337,DET,,STL,W 31-27,*,10,20,50.00,148,1,0,91.2,3,12,7.40,8.40,0,0,,0,0,0,1,0,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
25,25,1999,1999-11-14,9,10,,DET,@,ARI,L 19-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Charlie Batch,BatcCh00
26,26,1999,1999-11-21,10,11,,DET,@,GNB,L 17-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Charlie Batch,BatcCh00
27,27,1999,1999-11-25,11,12,,DET,,CHI,W 21-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Charlie Batch,BatcCh00
28,28,1999,1999-12-05,12,13,,DET,,WAS,W 33-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Charlie Batch,BatcCh00
29,29,1999,1999-12-12,13,14,,DET,@,TAM,L 16-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Charlie Batch,BatcCh00
30,30,1999,1999-12-19,14,15,25.014,DET,@,CHI,L 10-28,,6,10,60.00,95,0,0,91.7,2,14,9.50,9.50,1,12,12.00,1,1,6,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
31,31,1999,1999-12-25,15,16,25.020,DET,,DEN,L 7-17,*,21,40,52.50,267,1,0,82.0,5,25,6.68,7.18,2,9,4.50,0,0,0,2,0,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
32,32,1999,2000-01-02,16,17,25.028,DET,@,MIN,L 17-24,*,17,24,70.83,161,1,0,103.0,3,20,6.71,7.54,0,0,,0,0,0,1,1,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
33,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Charlie Batch,BatcCh00
34,33,2000,2000-09-03,1,1,,DET,@,NOR,W 14-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Charlie Batch,BatcCh00
35,34,2000,2000-09-10,2,2,25.280,DET,,WAS,W 15-10,*,16,31,51.61,194,0,2,44.3,2,12,6.26,3.35,2,-3,-1.50,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
36,35,2000,2000-09-17,3,3,25.287,DET,,TAM,L 10-31,*,26,36,72.22,277,1,2,80.4,7,51,7.69,5.75,2,4,2.00,0,0,0,1,0,0,0,-5,0,,,,,,,,Charlie Batch,BatcCh00
37,36,2000,2000-09-24,4,4,25.294,DET,@,CHI,W 21-14,*,20,37,54.05,207,2,1,77.2,3,13,5.59,5.46,4,2,0.50,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
38,37,2000,2000-10-01,5,5,25.301,DET,,MIN,L 24-31,*,25,44,56.82,239,1,1,70.2,2,13,5.43,4.86,1,5,5.00,1,1,6,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
39,38,2000,2000-10-08,6,6,25.308,DET,,GNB,W 31-24,*,13,26,50.00,199,3,1,98.1,3,20,7.65,8.23,2,6,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
40,39,2000,2000-10-19,7,8,25.319,DET,@,TAM,W 28-14,*,13,31,41.94,144,0,0,56.4,7,37,4.65,4.65,3,16,5.33,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
41,40,2000,2000-10-29,8,9,25.329,DET,@,IND,L 18-30,*,18,39,46.15,190,1,2,48.0,3,16,4.87,3.08,4,62,15.50,0,0,0,1,1,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
42,41,2000,2000-11-05,9,10,25.336,DET,,MIA,L 8-23,*,8,16,50.00,95,0,0,68.5,3,8,5.94,5.94,2,6,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
43,42,2000,2000-11-12,10,11,25.343,DET,,ATL,W 13-10,*,12,27,44.44,128,0,1,43.4,2,13,4.74,3.07,3,4,1.33,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
44,43,2000,2000-11-19,11,12,25.350,DET,@,NYG,W 31-21,*,20,32,62.50,225,3,1,101.7,1,6,7.03,7.50,4,30,7.50,0,0,0,1,1,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
45,44,2000,2000-11-23,12,13,25.354,DET,,NWE,W 34-9,*,16,24,66.67,194,1,0,105.2,2,15,8.08,8.92,4,17,4.25,1,1,6,2,1,0,1,0,0,,,,,,,,Charlie Batch,BatcCh00
46,45,2000,2000-11-30,13,14,25.361,DET,@,MIN,L 17-24,*,2,3,66.67,16,0,0,79.9,0,0,5.33,5.33,1,3,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
47,46,2000,2000-12-10,14,15,26.005,DET,@,GNB,L 13-26,*,17,33,51.52,190,0,3,31.1,0,0,5.76,1.67,8,35,4.38,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
48,47,2000,2000-12-17,15,16,26.012,DET,@,NYJ,W 10-7,*,8,18,44.44,110,0,1,41.4,5,32,6.11,3.61,4,12,3.00,0,0,0,1,0,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
49,48,2000,2000-12-24,16,17,26.019,DET,,CHI,L 20-23,*,7,15,46.67,81,1,0,85.7,1,6,5.40,6.73,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Charlie Batch,BatcCh00
51,49,2001,2001-09-09,1,1,26.278,DET,@,GNB,L 6-28,*,20,39,51.28,276,0,2,52.9,7,44,7.08,4.77,2,9,4.50,0,0,0,1,1,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
52,50,2001,2001-09-23,2,2,,DET,@,CLE,L 14-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Charlie Batch,BatcCh00
53,51,2001,2001-10-08,3,4,26.307,DET,,STL,L 0-35,,11,16,68.75,113,0,1,62.8,3,16,7.06,4.25,1,7,7.00,0,0,0,1,1,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
54,52,2001,2001-10-14,4,5,26.313,DET,@,MIN,L 26-31,*,31,41,75.61,345,3,0,124.5,4,17,8.41,9.88,1,0,0.00,0,0,0,1,1,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
55,53,2001,2001-10-21,5,6,26.320,DET,,TEN,L 24-27,*,25,42,59.52,338,3,1,99.1,4,16,8.05,8.40,2,3,1.50,0,0,0,0,,0,1,0,0,,,,,,,,Charlie Batch,BatcCh00
56,54,2001,2001-10-28,6,7,26.327,DET,,CIN,L 27-31,*,20,35,57.14,239,2,2,73.4,4,24,6.83,5.40,1,12,12.00,0,0,0,2,1,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
57,55,2001,2001-11-04,7,8,26.334,DET,@,SFO,L 13-21,*,8,20,40.00,74,0,0,50.8,2,8,3.70,3.70,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
58,56,2001,2001-11-11,8,9,26.341,DET,,TAM,L 17-20,*,21,39,53.85,239,1,2,59.7,5,21,6.13,4.33,1,3,3.00,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
59,57,2001,2001-11-18,9,10,26.348,DET,@,ARI,L 38-45,*,36,62,58.06,436,3,3,75.7,1,7,7.03,5.82,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Charlie Batch,BatcCh00
