,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Unnamed: 36_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 48_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,,
72,69,2003,2003-10-05,5,5,33.223,SFO,,DET,W 24-17,*,15,27,55.56,192,2,1,87.3,2,9,7.11,6.93,11,35,3.18,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,,1,0,0,1,-3,0,,Jeff Garcia,GarcJe00
73,70,2003,2003-10-12,6,6,33.230,SFO,@,SEA,L 19-20,*,16,27,59.26,168,0,0,77.4,4,18,6.22,6.22,3,4,1.33,1,0,0,0,,0,0.0%,,,1,6,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
74,71,2003,2003-10-19,7,7,33.237,SFO,,TAM,W 24-7,*,15,29,51.72,253,2,1,90.2,1,7,8.72,8.55,5,17,3.40,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,1,0,0,0,0,,Jeff Garcia,GarcJe00
75,72,2003,2003-10-26,8,8,33.244,SFO,@,ARI,L 13-16,*,13,24,54.17,153,0,0,73.8,2,6,6.38,6.38,4,44,11.00,1,0,0,0,,0,0.0%,,,1,6,0.0,1,0,1,0,,1,0,0,0,0,0,,Jeff Garcia,GarcJe00
76,73,2003,2003-11-02,9,9,,SFO,,STL,W 30-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
77,74,2003,2003-11-17,10,11,,SFO,,PIT,W 30-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
78,75,2003,2003-11-23,11,12,,SFO,@,GNB,L 10-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
79,76,2003,2003-11-30,12,13,33.279,SFO,@,BAL,L 6-44,*,14,29,48.28,112,0,4,18.8,0,0,3.86,-2.34,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
80,77,2003,2003-12-07,13,14,33.286,SFO,,ARI,W 50-14,*,19,28,67.86,252,4,0,135.7,1,3,9.00,11.86,5,32,6.40,2,0,0,0,,0,0.0%,,,2,12,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
81,78,2003,2003-12-14,14,15,33.293,SFO,@,CIN,L 38-41,*,26,33,78.79,344,2,0,130.3,1,13,10.42,11.64,4,51,12.75,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,0,,2,1,0,1,0,0,,Jeff Garcia,GarcJe00
82,79,2003,2003-12-21,15,16,33.300,SFO,@,PHI,W 31-28,*,15,29,51.72,225,2,0,100.5,2,14,7.76,9.14,7,14,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,1,0,0,0,0,,Jeff Garcia,GarcJe00
83,80,2003,2003-12-27,16,17,33.306,SFO,,SEA,L 17-24,*,22,38,57.89,248,2,1,84.1,3,17,6.53,6.39,2,15,7.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Garcia,GarcJe00
85,81,2004,2004-09-12,1,1,34.201,CLE,,BAL,W 20-3,*,15,24,62.50,180,1,0,99.3,2,15,7.50,8.33,3,13,4.33,1,0,0,0,,0,0.0%,,,1,6,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
86,82,2004,2004-09-19,2,2,34.208,CLE,@,DAL,L 12-19,*,8,27,29.63,71,0,3,0.0,1,5,2.63,-2.37,4,34,8.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
87,83,2004,2004-09-26,3,3,34.215,CLE,@,NYG,L 10-27,*,21,31,67.74,180,1,1,80.0,4,19,5.81,5.00,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,,Jeff Garcia,GarcJe00
88,84,2004,2004-10-03,4,4,34.222,CLE,,WAS,W 17-13,*,14,21,66.67,195,1,0,112.2,3,11,9.29,10.24,3,-5,-1.67,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
89,85,2004,2004-10-10,5,5,34.229,CLE,@,PIT,L 23-34,*,16,34,47.06,210,1,0,76.8,2,3,6.18,6.76,6,41,6.83,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,1,0,0,-9,0,,Jeff Garcia,GarcJe00
90,86,2004,2004-10-17,6,6,34.236,CLE,,CIN,W 34-17,*,16,23,69.57,310,4,2,115.5,1,0,13.48,13.04,6,1,0.17,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,1,0,0,0,0,,Jeff Garcia,GarcJe00
91,87,2004,2004-10-24,7,7,34.243,CLE,,PHI,L 31-34,*,21,32,65.63,236,1,1,84.9,3,7,7.38,6.59,4,21,5.25,1,0,0,0,,0,0.0%,,,1,6,0.0,,,,,,1,0,0,0,0,0,,Jeff Garcia,GarcJe00
92,88,2004,2004-11-07,8,9,34.257,CLE,@,BAL,L 13-27,*,15,26,57.69,146,0,1,57.5,3,20,5.62,3.88,2,25,12.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,2,1,0,0,0,0,,Jeff Garcia,GarcJe00
93,89,2004,2004-11-14,9,10,34.264,CLE,,PIT,L 10-24,*,7,16,43.75,110,0,1,41.1,4,14,6.88,4.06,4,30,7.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,2,1,0,0,0,0,,Jeff Garcia,GarcJe00
94,90,2004,2004-11-21,10,11,34.271,CLE,,NYJ,L 7-10,*,10,17,58.82,88,1,0,92.3,0,0,5.18,6.35,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
95,91,2004,2004-11-28,11,12,,CLE,@,CIN,L 48-58,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
96,92,2004,2004-12-05,12,13,,CLE,,NWE,L 15-42,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
97,93,2004,2004-12-12,13,14,34.292,CLE,@,BUF,L 7-37,,1,1,100.00,5,0,0,87.5,1,5,5.00,5.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,,1,1,0,0,0,0,,Jeff Garcia,GarcJe00
98,94,2004,2004-12-19,14,15,,CLE,,SDG,L 0-21,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Garcia,GarcJe00
99,95,2004,2004-12-26,15,16,,CLE,@,MIA,L 7-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Garcia,GarcJe00
100,96,2004,2005-01-02,16,17,,CLE,@,HOU,W 22-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Garcia,GarcJe00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Garcia,GarcJe00
102,97,2005,2005-09-11,1,1,,DET,,GNB,W 17-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
103,98,2005,2005-09-18,2,2,,DET,@,CHI,L 6-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
104,99,2005,2005-10-02,3,4,,DET,@,TAM,L 13-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
105,100,2005,2005-10-09,4,5,,DET,,BAL,W 35-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
106,101,2005,2005-10-16,5,6,,DET,,CAR,L 20-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
107,102,2005,2005-10-23,6,7,35.241,DET,@,CLE,W 13-10,*,22,34,64.71,210,0,0,81.7,0,0,6.18,6.18,4,1,0.25,1,0,0,0,,0,0.0%,,,1,6,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
108,103,2005,2005-10-30,7,8,35.248,DET,,CHI,L 13-19,*,23,35,65.71,197,0,1,68.4,2,12,5.63,4.34,4,6,1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
109,104,2005,2005-11-06,8,9,,DET,@,MIN,L 14-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
110,105,2005,2005-11-13,9,10,,DET,,ARI,W 29-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
111,106,2005,2005-11-20,10,11,,DET,@,DAL,L 7-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
112,107,2005,2005-11-24,11,12,35.273,DET,,ATL,L 7-27,,14,24,58.33,154,1,1,74.0,2,10,6.42,5.38,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
113,108,2005,2005-12-04,12,13,35.283,DET,,MIN,L 16-21,*,17,35,48.57,126,0,1,45.7,1,8,3.60,2.31,3,12,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,-3,0,,Jeff Garcia,GarcJe00
114,109,2005,2005-12-11,13,14,35.290,DET,@,GNB,L 13-16,*,13,24,54.17,112,1,0,80.6,0,0,4.67,5.50,4,25,6.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
115,110,2005,2005-12-18,14,15,35.297,DET,,CIN,L 17-41,*,13,21,61.90,138,1,3,57.3,1,4,6.57,1.10,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
116,111,2005,2005-12-24,15,16,,DET,@,NOR,W 13-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
117,112,2005,2006-01-01,16,17,,DET,@,PIT,L 21-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Garcia,GarcJe00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Garcia,GarcJe00
119,113,2006,2006-09-10,1,1,,PHI,@,HOU,W 24-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
120,114,2006,2006-09-17,2,2,,PHI,,NYG,L 24-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
121,115,2006,2006-09-24,3,3,,PHI,@,SFO,W 38-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
122,116,2006,2006-10-02,4,4,36.220,PHI,,GNB,W 31-9,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,-6,0,,Jeff Garcia,GarcJe00
123,117,2006,2006-10-08,5,5,,PHI,,DAL,W 38-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
124,118,2006,2006-10-15,6,6,,PHI,@,NOR,L 24-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
125,119,2006,2006-10-22,7,7,,PHI,@,TAM,L 21-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
126,120,2006,2006-10-29,8,8,,PHI,,JAX,L 6-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
127,121,2006,2006-11-12,9,10,,PHI,,WAS,W 27-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Garcia,GarcJe00
128,122,2006,2006-11-19,10,11,36.268,PHI,,TEN,L 13-31,,26,48,54.17,189,1,0,70.6,0,0,3.94,4.35,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,,Jeff Garcia,GarcJe00
129,123,2006,2006-11-26,11,12,36.275,PHI,@,IND,L 21-45,*,19,23,82.61,140,2,0,121.0,1,0,6.09,7.83,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,1,0,0,0,0,,Jeff Garcia,GarcJe00
130,124,2006,2006-12-04,12,13,36.283,PHI,,CAR,W 27-24,*,21,39,53.85,312,3,0,105.9,1,8,8.00,9.54,5,12,2.40,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,,Jeff Garcia,GarcJe00
131,125,2006,2006-12-10,13,14,36.289,PHI,@,WAS,W 21-19,*,15,23,65.22,164,2,0,115.1,0,0,7.13,8.87,4,7,1.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
132,126,2006,2006-12-17,14,15,36.296,PHI,@,NYG,W 36-22,*,19,28,67.86,237,1,1,90.9,2,16,8.46,7.57,3,16,5.33,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,1,0,0,0,0,,Jeff Garcia,GarcJe00
133,127,2006,2006-12-25,15,16,36.304,PHI,@,DAL,W 23-7,*,15,23,65.22,238,1,1,95.9,2,16,10.35,9.26,7,43,6.14,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,1,0,0,0,0,0,,Jeff Garcia,GarcJe00
134,128,2006,2006-12-31,16,17,36.310,PHI,,ATL,W 24-17,*,1,3,33.33,29,0,0,70.1,0,0,9.67,9.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Garcia,GarcJe00
136,129,2007,2007-09-09,1,1,37.197,TAM,@,SEA,L 6-20,*,19,27,70.37,201,0,0,91.7,3,11,7.44,7.44,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,,,,,0,,0,0,0,0,,Jeff Garcia,GarcJe00
