,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 47_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,,
12,13,2008,2008-12-07,13,14,23.326,BAL,,WAS,W 24-10,*,10,21,47.62,134,1,1,64.4,0,0,6.38,5.19,4,11,2.75,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-8,0,,,,,,,,Joe Flacco,FlacJo00
13,14,2008,2008-12-14,14,15,23.333,BAL,,PIT,L 9-13,*,11,28,39.29,115,0,2,22.2,2,25,4.11,0.89,1,5,5.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
14,15,2008,2008-12-20,15,16,23.339,BAL,@,DAL,W 33-24,*,17,25,68.00,149,1,0,96.9,5,26,5.96,6.76,4,4,1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
15,16,2008,2008-12-28,16,17,23.347,BAL,,JAX,W 27-7,*,17,23,73.91,297,0,0,115.8,2,17,12.91,12.91,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
16,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Joe Flacco,FlacJo00
17,17,2009,2009-09-13,1,1,24.240,BAL,,KAN,W 38-24,*,26,43,60.47,307,3,1,95.8,1,4,7.14,7.49,5,18,3.60,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,,Joe Flacco,FlacJo00
18,18,2009,2009-09-20,2,2,24.247,BAL,@,SDG,W 31-26,*,17,26,65.38,190,2,1,96.6,1,9,7.31,7.12,5,3,0.60,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,,Joe Flacco,FlacJo00
19,19,2009,2009-09-27,3,3,24.254,BAL,,CLE,W 34-3,*,25,35,71.43,342,1,0,111.8,1,9,9.77,10.34,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
20,20,2009,2009-10-04,4,4,24.261,BAL,@,NWE,L 21-27,*,27,47,57.45,264,2,1,78.7,2,17,5.62,5.51,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
21,21,2009,2009-10-11,5,5,24.268,BAL,,CIN,L 14-17,*,22,31,70.97,186,1,2,70.1,2,11,6.00,3.74,1,9,9.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
22,22,2009,2009-10-18,6,6,24.275,BAL,@,MIN,L 31-33,*,28,43,65.12,385,2,0,109.2,3,18,8.95,9.88,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,,Joe Flacco,FlacJo00
23,23,2009,2009-11-01,7,8,24.289,BAL,,DEN,W 30-7,*,20,25,80.00,175,1,0,109.2,2,8,7.00,7.80,5,5,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
24,24,2009,2009-11-08,8,9,24.296,BAL,@,CIN,L 7-17,*,18,32,56.25,195,0,2,48.3,4,35,6.09,3.28,2,3,1.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
25,25,2009,2009-11-16,9,10,24.304,BAL,@,CLE,W 16-0,*,13,18,72.22,155,0,0,98.1,2,9,8.61,8.61,1,-6,-6.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
26,26,2009,2009-11-22,10,11,24.310,BAL,,IND,L 15-17,*,23,35,65.71,256,0,1,75.4,0,0,7.31,6.03,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
27,27,2009,2009-11-29,11,12,24.317,BAL,,PIT,W 20-17,*,23,35,65.71,289,1,0,100.8,5,28,8.26,8.83,1,-2,-2.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
28,28,2009,2009-12-07,12,13,24.325,BAL,@,GNB,L 14-27,*,15,36,41.67,137,1,3,27.2,3,18,3.81,0.61,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
29,29,2009,2009-12-13,13,14,24.331,BAL,,DET,W 48-3,*,13,20,65.00,230,1,0,120.8,0,0,11.50,12.50,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
30,30,2009,2009-12-20,14,15,24.338,BAL,,CHI,W 31-7,*,21,29,72.41,234,4,0,135.6,2,22,8.07,10.83,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
31,31,2009,2009-12-27,15,16,24.345,BAL,@,PIT,L 20-23,*,13,25,52.00,166,2,1,83.1,4,18,6.64,6.44,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
32,32,2009,2010-01-03,16,17,24.352,BAL,@,OAK,W 21-13,*,11,19,57.89,102,0,0,72.7,4,12,5.37,5.37,4,-2,-0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
33,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Joe Flacco,FlacJo00
34,33,2010,2010-09-13,1,1,25.240,BAL,@,NYJ,W 10-9,*,20,38,52.63,248,0,1,62.2,2,15,6.53,5.34,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
35,34,2010,2010-09-19,2,2,25.246,BAL,@,CIN,L 10-15,*,17,39,43.59,154,1,4,23.8,1,4,3.95,-0.15,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
36,35,2010,2010-09-26,3,3,25.253,BAL,,CLE,W 24-17,*,22,31,70.97,262,3,0,128.7,0,0,8.45,10.39,4,-4,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
37,36,2010,2010-10-03,4,4,25.260,BAL,@,PIT,W 17-14,*,24,37,64.86,256,1,1,82.7,1,6,6.92,6.24,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
38,37,2010,2010-10-10,5,5,25.267,BAL,,DEN,W 31-17,*,14,25,56.00,196,0,0,81.4,1,14,7.84,7.84,5,20,4.00,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
39,38,2010,2010-10-17,6,6,25.274,BAL,@,NWE,L 20-23,*,27,35,77.14,285,2,0,119.3,3,7,8.14,9.29,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,,Joe Flacco,FlacJo00
40,39,2010,2010-10-24,7,7,25.281,BAL,,BUF,W 37-34,*,16,31,51.61,250,3,0,111.0,2,21,8.06,10.00,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-5,0,,,,,,,,Joe Flacco,FlacJo00
41,40,2010,2010-11-07,8,9,25.295,BAL,,MIA,W 26-10,*,20,27,74.07,266,2,0,129.6,4,23,9.85,11.33,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
42,41,2010,2010-11-11,9,10,25.299,BAL,@,ATL,L 21-26,*,22,34,64.71,215,3,1,99.5,2,11,6.32,6.76,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
43,42,2010,2010-11-21,10,11,25.309,BAL,@,CAR,W 37-13,*,24,33,72.73,301,1,0,110.8,3,23,9.12,9.73,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,-3,0,,,,,,,,Joe Flacco,FlacJo00
44,43,2010,2010-11-28,11,12,25.316,BAL,,TAM,W 17-10,*,25,35,71.43,289,2,1,103.2,4,32,8.26,8.11,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
45,44,2010,2010-12-05,12,13,25.323,BAL,,PIT,L 10-13,*,17,33,51.52,266,1,0,88.7,4,40,8.06,8.67,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
46,45,2010,2010-12-13,13,14,25.331,BAL,@,HOU,W 34-28,*,22,33,66.67,235,2,0,107.5,5,45,7.12,8.33,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
47,46,2010,2010-12-19,14,15,25.337,BAL,,NOR,W 30-24,*,10,20,50.00,172,2,0,112.9,3,24,8.60,10.60,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
48,47,2010,2010-12-26,15,16,25.344,BAL,@,CLE,W 20-10,*,12,19,63.16,102,2,1,90.2,1,5,5.37,5.11,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
49,48,2010,2011-01-02,16,17,25.351,BAL,,CIN,W 13-7,*,14,19,73.68,125,0,1,69.0,4,24,6.58,4.21,3,1,0.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Joe Flacco,FlacJo00
51,49,2011,2011-09-11,1,1,26.238,BAL,,PIT,W 35-7,*,17,29,58.62,224,3,0,117.6,1,9,7.72,9.79,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
52,50,2011,2011-09-18,2,2,26.245,BAL,@,TEN,L 13-26,*,15,32,46.88,197,1,2,51.2,3,13,6.16,3.97,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,,,,,,,Joe Flacco,FlacJo00
53,51,2011,2011-09-25,3,3,26.252,BAL,@,STL,W 37-7,*,27,48,56.25,389,3,0,103.6,2,4,8.10,9.35,8,27,3.38,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,,,,,,,,Joe Flacco,FlacJo00
54,52,2011,2011-10-02,4,4,26.259,BAL,,NYJ,W 34-17,*,10,31,32.26,163,0,1,37.4,2,8,5.26,3.81,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
55,53,2011,2011-10-16,5,6,26.273,BAL,,HOU,W 29-14,*,20,33,60.61,305,0,1,78.5,2,16,9.24,7.88,3,-1,-0.33,1,0,0,0,,0,0.0%,,1,6,1,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
56,54,2011,2011-10-24,6,7,26.281,BAL,@,JAX,L 7-12,*,21,38,55.26,137,1,1,61.0,3,25,3.61,2.95,0,0,,0,1,1,-8,-8.00,0,100.0%,-8.00,0,0,1,0,0,1,0,0,,,,,,,,Joe Flacco,FlacJo00
57,55,2011,2011-10-30,7,8,26.287,BAL,,ARI,W 30-27,*,31,51,60.78,336,0,1,72.0,3,38,6.59,5.71,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
58,56,2011,2011-11-06,8,9,26.294,BAL,@,PIT,W 23-20,*,28,47,59.57,300,1,0,85.4,3,11,6.38,6.81,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
59,57,2011,2011-11-13,9,10,26.301,BAL,@,SEA,L 17-22,*,29,52,55.77,255,1,1,67.4,1,8,4.90,4.42,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
60,58,2011,2011-11-20,10,11,26.308,BAL,,CIN,W 31-24,*,17,27,62.96,270,2,1,105.5,1,2,10.00,9.81,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-7,0,,,,,,,,Joe Flacco,FlacJo00
61,59,2011,2011-11-24,11,12,26.312,BAL,,SFO,W 16-6,*,15,23,65.22,161,1,0,100.1,0,0,7.00,7.87,6,2,0.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
62,60,2011,2011-12-04,12,13,26.322,BAL,@,CLE,W 24-10,*,10,23,43.48,158,0,0,66.9,1,0,6.87,6.87,4,-1,-0.25,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
63,61,2011,2011-12-11,13,14,26.329,BAL,,IND,W 24-10,*,23,31,74.19,227,2,1,102.5,2,15,7.32,7.16,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
64,62,2011,2011-12-18,14,15,26.336,BAL,@,SDG,L 14-34,*,23,34,67.65,226,2,2,81.3,5,40,6.65,5.18,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
65,63,2011,2011-12-24,15,16,26.342,BAL,,CLE,W 20-14,*,11,24,45.83,132,2,1,73.6,1,10,5.50,5.29,4,30,7.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
66,64,2011,2012-01-01,16,17,26.350,BAL,@,CIN,W 24-16,*,15,19,78.95,130,1,0,112.7,1,4,6.84,7.89,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,,,,,,,Joe Flacco,FlacJo00
