,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,,
29,25,1960,1960-10-23,5,5,30.038,PIT,@,WAS,T 27-27,*,14,28,50.00,265,2,0,107.0,,,9.46,10.89,1,-6,-6.00,0,0,0,Rudy Bukich,BukiRu00
30,26,1960,1960-10-30,6,6,30.045,PIT,,GNB,L 13-19,*,0,2,0.00,0,0,0,39.6,1,10,0.00,0.00,,,,,0,0,Rudy Bukich,BukiRu00
31,27,1960,1960-11-06,7,7,30.052,PIT,@,PHI,L 7-34,,5,8,62.50,12,0,1,27.1,,,1.50,-4.13,,,,,0,0,Rudy Bukich,BukiRu00
32,28,1960,1960-12-18,12,13,30.094,PIT,@,STL,L 7-38,*,6,12,50.00,81,0,2,32.3,,17,6.75,-0.75,1,0,0.00,0,0,0,Rudy Bukich,BukiRu00
33,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Rudy Bukich,BukiRu00
34,29,1961,1961-09-24,2,2,31.009,PIT,,NYG,L 14-17,,1,1,100.00,28,0,0,118.7,1,12,28.00,28.00,,,,,0,0,Rudy Bukich,BukiRu00
35,30,1961,1961-10-01,3,3,31.016,PIT,@,RAM,L 14-24,,11,20,55.00,124,1,3,50.8,1,11,6.20,0.45,4,-10,-2.50,0,0,0,Rudy Bukich,BukiRu00
36,31,1961,1961-10-08,4,4,31.023,PIT,@,PHI,L 16-21,*,18,28,64.29,171,1,1,78.1,5,47,6.11,5.21,5,20,4.00,1,1,6,Rudy Bukich,BukiRu00
37,32,1961,1961-10-15,5,5,31.030,PIT,,WAS,W 20-0,*,6,14,42.86,66,2,2,57.4,2,25,4.71,1.14,,,,,0,0,Rudy Bukich,BukiRu00
38,33,1961,1961-10-22,6,6,31.037,PIT,,CLE,L 28-30,*,15,24,62.50,275,2,1,112.3,5,53,11.46,11.25,,,,,0,0,Rudy Bukich,BukiRu00
39,34,1961,1961-10-29,7,7,31.044,PIT,,SFO,W 20-10,*,6,11,54.55,56,1,1,61.2,1,8,5.09,2.82,1,0,0.00,0,0,0,Rudy Bukich,BukiRu00
40,35,1961,1961-11-05,8,8,31.051,PIT,@,CLE,W 17-13,*,12,18,66.67,203,1,2,83.6,1,7,11.28,7.39,2,0,0.00,1,1,6,Rudy Bukich,BukiRu00
41,36,1961,1961-11-12,9,9,31.058,PIT,,DAL,W 37-7,*,9,20,45.00,191,2,1,91.9,2,16,9.55,9.30,2,-6,-3.00,0,0,0,Rudy Bukich,BukiRu00
42,37,1961,1961-11-19,10,10,31.065,PIT,@,NYG,L 21-42,*,10,17,58.82,115,1,3,59.3,2,14,6.76,0.00,,,,,0,0,Rudy Bukich,BukiRu00
43,38,1961,1961-12-03,12,12,31.079,PIT,,PHI,L 24-35,*,1,3,33.33,24,0,2,23.6,,,8.00,-22.00,,,,,0,0,Rudy Bukich,BukiRu00
44,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Rudy Bukich,BukiRu00
45,39,1962,1962-09-23,2,2,32.008,CHI,@,RAM,W 27-23,,0,2,0.00,0,0,0,39.6,,,0.00,0.00,,,,,0,0,Rudy Bukich,BukiRu00
46,40,1962,1962-09-30,3,3,32.015,CHI,@,GNB,L 0-49,,0,2,0.00,0,0,2,0.0,,,0.00,-45.00,,,,,0,0,Rudy Bukich,BukiRu00
47,41,1962,1962-10-28,7,7,32.043,CHI,@,DET,L 3-11,,0,1,0.00,0,0,1,0.0,,,0.00,-45.00,,,,,0,0,Rudy Bukich,BukiRu00
48,42,1962,1962-11-04,8,8,32.050,CHI,,GNB,L 7-38,,0,1,0.00,0,0,1,0.0,,,0.00,-45.00,,,,,0,0,Rudy Bukich,BukiRu00
49,43,1962,1962-11-25,11,11,32.071,CHI,@,BAL,W 57-0,,3,7,42.86,79,1,0,124.4,,,11.29,14.14,,,,,0,0,Rudy Bukich,BukiRu00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Rudy Bukich,BukiRu00
