,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Punting,Punting,Punting,Punting,Unnamed: 46_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,,
147,139,1994,1994-11-13,10,11,31.231,PHI,,CLE,L 7-26,*,22,38,57.89,196,0,1,60.9,3,20,5.16,3.97,7,46,6.57,0,0,0,0,,0,0.0%,,,0,0,4,1,0,1,-15,0,0,0,,0,,Randall Cunningham,CunnRa00
148,140,1994,1994-11-20,11,12,31.238,PHI,@,ARI,L 6-12,*,17,44,38.64,151,0,1,39.1,4,41,3.43,2.41,1,18,18.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
149,141,1994,1994-11-27,12,13,31.245,PHI,@,ATL,L 21-28,*,19,36,52.78,248,0,1,63.2,5,45,6.89,5.64,4,14,3.50,1,0,0,0,,0,0.0%,,,1,6,1,0,0,1,0,0,0,0,,0,,Randall Cunningham,CunnRa00
150,142,1994,1994-12-04,13,14,31.252,PHI,,DAL,L 19-31,*,29,46,63.04,327,2,1,89.7,5,42,7.11,7.00,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
151,143,1994,1994-12-11,14,15,31.259,PHI,@,PIT,L 3-14,*,9,27,33.33,59,0,1,26.9,3,25,2.19,0.52,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
152,144,1994,1994-12-18,15,16,,PHI,,NYG,L 13-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
153,145,1994,1994-12-24,16,17,,PHI,@,CIN,L 30-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
154,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Randall Cunningham,CunnRa00
155,146,1995,1995-09-03,1,1,32.160,PHI,,TAM,L 6-21,*,25,36,69.44,191,0,1,70.5,5,29,5.31,4.06,3,42,14.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
156,147,1995,1995-09-10,2,2,32.167,PHI,@,ARI,W 31-19,*,3,8,37.50,29,0,1,8.9,1,4,3.63,-2.00,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
157,148,1995,1995-09-17,3,3,32.174,PHI,,SDG,L 21-27,*,23,39,58.97,196,3,1,87.1,1,10,5.03,5.41,4,15,3.75,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
158,149,1995,1995-09-24,4,4,32.181,PHI,@,OAK,L 17-48,*,11,19,57.89,102,0,1,50.8,5,36,5.37,3.00,2,17,8.50,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,0,0,0,0,,0,,Randall Cunningham,CunnRa00
159,150,1995,1995-10-01,5,5,,PHI,@,NOR,W 15-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
160,151,1995,1995-10-08,6,6,,PHI,,WAS,W 37-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
161,152,1995,1995-10-15,7,7,32.202,PHI,@,NYG,W 17-14,,3,9,33.33,26,0,1,2.8,0,0,2.89,-2.11,6,16,2.67,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-5,0,0,0,,0,,Randall Cunningham,CunnRa00
162,153,1995,1995-10-29,8,9,,PHI,,STL,W 20-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
163,154,1995,1995-11-06,9,10,,PHI,@,DAL,L 12-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
164,155,1995,1995-11-12,10,11,,PHI,,DEN,W 31-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
165,156,1995,1995-11-19,11,12,32.237,PHI,,NYG,W 28-19,,4,7,57.14,61,0,0,86.0,1,0,8.71,8.71,4,2,0.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
166,157,1995,1995-11-26,12,13,32.244,PHI,@,WAS,W 14-7,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
167,158,1995,1995-12-03,13,14,,PHI,@,SEA,L 14-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
168,159,1995,1995-12-10,14,15,,PHI,,DAL,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
169,160,1995,1995-12-17,15,16,,PHI,,ARI,W 21-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
170,161,1995,1995-12-24,16,17,,PHI,@,CHI,L 14-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
171,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Randall Cunningham,CunnRa00
172,162,1997,1997-08-31,1,1,34.157,MIN,@,BUF,W 34-13,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,4,170,42.50,0,,Randall Cunningham,CunnRa00
173,163,1997,1997-09-07,2,2,34.164,MIN,@,CHI,W 27-24,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,4,104,26.00,0,,Randall Cunningham,CunnRa00
174,164,1997,1997-09-14,3,3,,MIN,,TAM,L 14-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
175,165,1997,1997-09-21,4,4,,MIN,@,GNB,L 32-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
176,166,1997,1997-09-28,5,5,,MIN,,PHI,W 28-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
177,167,1997,1997-10-05,6,6,,MIN,@,ARI,W 20-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
178,168,1997,1997-10-12,7,7,,MIN,,CAR,W 21-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
179,169,1997,1997-10-26,8,9,,MIN,@,TAM,W 10-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
180,170,1997,1997-11-02,9,10,,MIN,,NWE,W 23-18,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
181,171,1997,1997-11-09,10,11,,MIN,,CHI,W 29-22,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
182,172,1997,1997-11-16,11,12,,MIN,@,DET,L 15-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
183,173,1997,1997-11-23,12,13,,MIN,@,NYJ,L 21-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
184,174,1997,1997-12-01,13,14,34.249,MIN,,GNB,L 11-27,,6,12,50.00,72,0,0,68.7,0,0,6.00,6.00,3,39,13.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
185,175,1997,1997-12-07,14,15,34.255,MIN,@,SFO,L 17-28,*,16,31,51.61,178,2,1,77.1,4,17,5.74,5.58,4,18,4.50,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,0,0,0,0,,0,,Randall Cunningham,CunnRa00
186,176,1997,1997-12-14,15,16,34.262,MIN,,DET,L 13-14,*,9,18,50.00,77,0,0,61.6,2,34,4.28,4.28,6,71,11.83,0,0,0,0,,0,0.0%,,,0,0,2,0,0,1,0,0,0,0,,0,,Randall Cunningham,CunnRa00
187,177,1997,1997-12-21,16,17,34.269,MIN,,IND,W 39-28,*,13,27,48.15,174,4,3,69.1,1,9,6.44,4.41,6,-1,-0.17,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
188,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Randall Cunningham,CunnRa00
189,178,1998,1998-09-06,1,1,,MIN,,TAM,W 31-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
190,179,1998,1998-09-13,2,2,35.170,MIN,@,STL,W 38-31,,3,6,50.00,41,1,0,111.8,1,8,6.83,10.17,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
191,180,1998,1998-09-20,3,3,35.177,MIN,,DET,W 29-6,*,20,35,57.14,220,1,0,85.4,2,9,6.29,6.86,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
192,181,1998,1998-09-27,4,4,35.184,MIN,@,CHI,W 31-28,*,16,25,64.00,275,4,0,140.8,3,17,11.00,14.20,5,6,1.20,0,1,1,-3,-3.00,0,100.0%,-3.00,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
193,182,1998,1998-10-05,5,5,35.192,MIN,@,GNB,W 37-24,*,20,32,62.50,442,4,0,145.8,0,0,13.81,16.31,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
194,183,1998,1998-10-18,6,7,35.205,MIN,,WAS,W 41-7,*,20,34,58.82,259,2,0,102.5,0,0,7.62,8.79,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
195,184,1998,1998-10-25,7,8,35.212,MIN,@,DET,W 34-13,*,17,30,56.67,190,2,2,70.1,3,18,6.33,4.67,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
196,185,1998,1998-11-01,8,9,35.219,MIN,@,TAM,L 24-27,*,21,25,84.00,291,2,1,125.2,2,21,11.64,11.44,4,15,3.75,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
197,186,1998,1998-11-08,9,10,35.226,MIN,,NOR,W 31-24,*,0,2,0.00,0,0,0,39.6,1,5,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
198,187,1998,1998-11-15,10,11,35.233,MIN,,CIN,W 24-3,*,13,20,65.00,224,1,2,80.0,2,12,11.20,7.70,2,13,6.50,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
199,188,1998,1998-11-22,11,12,35.240,MIN,,GNB,W 28-14,*,20,30,66.67,264,2,1,102.6,2,16,8.80,8.63,4,20,5.00,0,0,0,0,,0,0.0%,,1,0,2,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
200,189,1998,1998-11-26,12,13,35.244,MIN,@,DAL,W 46-36,*,17,35,48.57,359,4,1,111.5,1,6,10.26,11.26,3,8,2.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
201,190,1998,1998-12-06,13,14,35.254,MIN,,CHI,W 48-22,*,21,31,67.74,349,4,1,131.6,0,0,11.26,12.39,1,19,19.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
202,191,1998,1998-12-13,14,15,35.261,MIN,@,BAL,W 38-28,*,32,55,58.18,345,2,1,81.2,2,13,6.27,6.18,3,12,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
203,192,1998,1998-12-20,15,16,35.268,MIN,,JAX,W 50-10,*,16,30,53.33,210,3,0,109.0,1,7,7.00,9.00,1,22,22.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
204,193,1998,1998-12-26,16,17,35.274,MIN,@,TEN,W 26-16,*,23,35,65.71,235,2,1,92.0,0,0,6.71,6.57,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
205,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Randall Cunningham,CunnRa00
206,194,1999,1999-09-12,1,1,36.169,MIN,@,ATL,W 17-14,*,22,33,66.67,184,1,0,91.0,0,0,5.58,6.18,3,12,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
207,195,1999,1999-09-19,2,2,36.176,MIN,,OAK,L 17-22,*,23,39,58.97,364,2,2,85.8,6,44,9.33,8.05,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-1,0,0,0,,0,,Randall Cunningham,CunnRa00
208,196,1999,1999-09-26,3,3,36.183,MIN,@,GNB,L 20-23,*,18,32,56.25,244,1,2,65.1,2,13,7.63,5.44,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
209,197,1999,1999-10-03,4,4,36.190,MIN,,TAM,W 21-14,*,26,34,76.47,296,3,1,119.2,0,0,8.71,9.15,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
210,198,1999,1999-10-10,5,5,36.197,MIN,,CHI,L 22-24,*,25,47,53.19,309,1,3,54.3,4,30,6.57,4.13,3,42,14.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
211,199,1999,1999-10-17,6,6,36.204,MIN,@,DET,L 23-25,*,10,15,66.67,78,0,1,51.5,3,14,5.20,2.20,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
212,200,1999,1999-10-24,7,7,,MIN,,SFO,W 40-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
213,201,1999,1999-10-31,8,8,,MIN,@,DEN,W 23-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
