,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Punting,Punting,Punting,Punting,Unnamed: 46_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,,
83,79,1990,1990-12-16,14,15,27.264,PHI,,GNB,W 31-0,*,13,27,48.15,241,1,0,91.7,1,8,8.93,9.67,4,56,14.00,1,,0,0,,0,,,,1,6,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
84,80,1990,1990-12-23,15,16,27.271,PHI,,DAL,W 17-3,*,16,28,57.14,144,0,2,41.4,5,64,5.14,1.93,4,54,13.50,0,,0,0,,0,,,,0,0,2,,0,1,0,0,0,0,,0,,Randall Cunningham,CunnRa00
85,81,1990,1990-12-29,16,17,27.277,PHI,@,PHO,W 23-21,*,13,19,68.42,172,3,1,114.5,0,0,9.05,9.84,4,60,15.00,0,,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
86,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Randall Cunningham,CunnRa00
87,82,1991,1991-09-01,1,1,28.158,PHI,@,GNB,W 20-3,*,1,4,25.00,19,0,0,46.9,2,16,4.75,4.75,0,0,,0,,0,0,,0,,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
88,83,1991,1991-09-08,2,2,,PHI,,PHO,L 10-26,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
89,84,1991,1991-09-15,3,3,,PHI,@,DAL,W 24-0,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
90,85,1991,1991-09-22,4,4,,PHI,,PIT,W 23-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
91,86,1991,1991-09-30,5,5,,PHI,@,WAS,L 0-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
92,87,1991,1991-10-06,6,6,,PHI,@,TAM,L 13-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
93,88,1991,1991-10-13,7,7,,PHI,,NOR,L 6-13,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
94,89,1991,1991-10-27,8,9,,PHI,,SFO,L 7-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
95,90,1991,1991-11-04,9,10,,PHI,,NYG,W 30-7,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
96,91,1991,1991-11-10,10,11,,PHI,@,CLE,W 32-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
97,92,1991,1991-11-17,11,12,,PHI,,CIN,W 17-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
98,93,1991,1991-11-24,12,13,,PHI,@,PHO,W 34-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
99,94,1991,1991-12-02,13,14,,PHI,@,HOU,W 13-6,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
100,95,1991,1991-12-08,14,15,,PHI,@,NYG,W 19-14,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
101,96,1991,1991-12-15,15,16,,PHI,,DAL,L 13-25,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
102,97,1991,1991-12-22,16,17,,PHI,,WAS,W 24-22,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Randall Cunningham,CunnRa00
103,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Randall Cunningham,CunnRa00
104,98,1992,1992-09-06,1,1,29.163,PHI,,NOR,W 15-13,*,18,25,72.00,167,2,0,116.6,6,31,6.68,8.28,6,22,3.67,0,,0,0,,0,0.0%,,,0,0,3,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
105,99,1992,1992-09-13,2,2,29.170,PHI,@,PHO,W 31-14,*,17,22,77.27,267,3,0,156.6,4,32,12.14,14.86,6,15,2.50,0,,0,0,,0,0.0%,,,0,0,2,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
106,100,1992,1992-09-20,3,3,29.177,PHI,,DEN,W 30-0,*,18,25,72.00,270,3,0,146.7,2,12,10.80,13.20,8,46,5.75,0,,0,0,,0,0.0%,,,0,0,1,,0,1,0,0,0,0,,0,,Randall Cunningham,CunnRa00
107,101,1992,1992-10-05,4,5,29.192,PHI,,DAL,W 31-7,*,11,19,57.89,124,0,1,55.6,2,18,6.53,4.16,7,43,6.14,1,,0,0,,0,0.0%,,,1,6,1,,0,1,0,0,0,0,,0,,Randall Cunningham,CunnRa00
108,102,1992,1992-10-11,5,6,29.198,PHI,@,KAN,L 17-24,*,16,27,59.26,168,2,2,71.2,6,39,6.22,4.37,12,81,6.75,0,,0,0,,0,0.0%,,,0,0,2,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
109,103,1992,1992-10-18,6,7,29.205,PHI,@,WAS,L 12-16,*,22,40,55.00,207,1,1,67.4,5,36,5.18,4.55,5,39,7.80,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
110,104,1992,1992-10-25,7,8,29.212,PHI,,PHO,W 7-3,*,9,20,45.00,121,1,1,60.6,5,37,6.05,4.80,5,20,4.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
111,105,1992,1992-11-01,8,9,29.219,PHI,@,DAL,L 10-20,*,3,8,37.50,13,0,1,6.2,1,11,1.63,-4.00,1,3,3.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
112,106,1992,1992-11-08,9,10,,PHI,,RAI,W 31-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Randall Cunningham,CunnRa00
113,107,1992,1992-11-15,10,11,29.233,PHI,@,GNB,L 24-27,*,14,23,60.87,169,1,0,97.9,3,16,7.35,8.22,2,31,15.50,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
114,108,1992,1992-11-22,11,12,29.240,PHI,@,NYG,W 47-34,*,10,21,47.62,209,2,3,75.4,4,28,9.95,5.43,5,14,2.80,0,,0,0,,0,0.0%,,,0,0,1,,0,1,0,0,0,0,,0,,Randall Cunningham,CunnRa00
115,109,1992,1992-11-29,12,13,29.247,PHI,@,SFO,L 14-20,*,28,42,66.67,257,2,0,99.0,3,23,6.12,7.07,3,13,4.33,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
116,110,1992,1992-12-06,13,14,29.254,PHI,,MIN,W 28-17,*,16,23,69.57,164,0,0,89.8,4,29,7.13,7.13,12,121,10.08,2,1,0,0,,0,0.0%,0.00,,2,12,2,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
117,111,1992,1992-12-13,14,15,29.261,PHI,@,SEA,W 20-17,*,27,44,61.36,365,0,1,78.3,10,89,8.30,7.27,8,38,4.75,1,,0,0,,0,0.0%,,,1,6,1,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
118,112,1992,1992-12-20,15,16,29.268,PHI,,WAS,W 17-13,*,13,24,54.17,149,1,1,69.6,1,9,6.21,5.17,3,28,9.33,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
119,113,1992,1992-12-27,16,17,29.275,PHI,,NYG,W 20-10,*,11,21,52.38,125,1,0,86.4,4,27,5.95,6.90,4,35,8.75,1,,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
120,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Randall Cunningham,CunnRa00
121,114,1993,1993-09-05,1,1,30.162,PHI,,PHO,W 23-17,*,18,29,62.07,192,0,1,67.0,0,0,6.62,5.07,10,49,4.90,1,,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
122,115,1993,1993-09-12,2,2,30.169,PHI,@,GNB,W 20-17,*,23,29,79.31,209,2,1,105.3,3,18,7.21,7.03,3,12,4.00,0,,0,0,,0,0.0%,,,0,0,3,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
123,116,1993,1993-09-19,3,3,30.176,PHI,,WAS,W 34-31,*,25,39,64.10,360,3,2,98.2,4,15,9.23,8.46,5,49,9.80,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
124,117,1993,1993-10-03,4,5,30.190,PHI,@,NYJ,W 35-30,*,10,13,76.92,89,0,1,62.7,0,0,6.85,3.38,0,0,,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
125,118,1993,1993-10-10,5,6,,PHI,,CHI,L 6-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
126,119,1993,1993-10-17,6,7,,PHI,@,NYG,L 10-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
127,120,1993,1993-10-31,7,9,,PHI,,DAL,L 10-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
128,121,1993,1993-11-07,8,10,,PHI,@,PHO,L 3-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
129,122,1993,1993-11-14,9,11,,PHI,,MIA,L 14-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
130,123,1993,1993-11-21,10,12,,PHI,,NYG,L 3-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
131,124,1993,1993-11-28,11,13,,PHI,@,WAS,W 17-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
132,125,1993,1993-12-06,12,14,,PHI,@,DAL,L 17-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
133,126,1993,1993-12-12,13,15,,PHI,,BUF,L 7-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
134,127,1993,1993-12-19,14,16,,PHI,@,IND,W 20-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
135,128,1993,1993-12-26,15,17,,PHI,,NOR,W 37-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
136,129,1993,1994-01-03,16,18,,PHI,@,SFO,W 37-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Randall Cunningham,CunnRa00
137,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Randall Cunningham,CunnRa00
138,130,1994,1994-09-04,1,1,31.161,PHI,@,NYG,L 23-28,*,20,39,51.28,344,2,0,98.7,5,27,8.82,9.85,5,35,7.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
139,131,1994,1994-09-12,2,2,31.169,PHI,,CHI,W 30-22,*,24,36,66.67,311,3,0,121.4,0,0,8.64,10.31,7,2,0.29,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
140,132,1994,1994-09-18,3,3,31.175,PHI,,GNB,W 13-7,*,20,43,46.51,204,0,1,50.9,3,22,4.74,3.70,7,26,3.71,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
141,133,1994,1994-10-02,4,5,31.189,PHI,@,SFO,W 40-8,*,20,29,68.97,246,2,0,117.9,0,0,8.48,9.86,6,14,2.33,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
142,134,1994,1994-10-09,5,6,31.196,PHI,,WAS,W 21-17,*,22,39,56.41,261,1,2,64.2,3,23,6.69,4.90,6,23,3.83,1,0,0,0,,0,0.0%,,,1,6,1,0,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
143,135,1994,1994-10-16,6,7,31.203,PHI,@,DAL,L 13-24,*,17,34,50.00,198,1,4,38.2,4,28,5.82,1.12,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,1,80,80.00,0,,Randall Cunningham,CunnRa00
144,136,1994,1994-10-24,7,8,31.211,PHI,,HOU,W 21-6,*,13,24,54.17,310,2,1,109.7,4,23,12.92,12.71,5,3,0.60,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
145,137,1994,1994-10-30,8,9,31.217,PHI,@,WAS,W 31-29,*,18,31,58.06,173,1,0,84.5,1,8,5.58,6.23,3,14,4.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
146,138,1994,1994-11-06,9,10,31.224,PHI,,ARI,W 17-7,*,15,24,62.50,201,2,0,116.8,3,29,8.38,10.04,8,63,7.88,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,Randall Cunningham,CunnRa00
