,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
43,40,1992,1992-09-20,3,3,26.275,MIN,,TAM,W 26-20,*,3,6,50.00,57,1,1,83.3,0,0,9.50,5.33,1,2,2.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
44,41,1992,1992-09-27,4,4,26.282,MIN,@,CIN,W 42-7,*,25,32,78.13,318,4,0,147.7,5,33,9.94,12.44,4,23,5.75,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Rich Gannon,GannRi00
45,42,1992,1992-10-04,5,5,26.289,MIN,,CHI,W 21-20,*,20,25,80.00,187,1,2,77.8,0,0,7.48,4.68,7,26,3.71,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
46,43,1992,1992-10-15,6,7,26.300,MIN,,DET,W 31-14,*,8,10,80.00,146,2,0,158.3,2,4,14.60,18.60,0,0,,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
47,44,1992,1992-10-25,7,8,26.310,MIN,,WAS,L 13-15,*,16,29,55.17,177,0,1,59.1,4,34,6.10,4.55,3,13,4.33,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Rich Gannon,GannRi00
48,45,1992,1992-11-02,8,9,26.318,MIN,@,CHI,W 38-10,*,7,15,46.67,157,1,0,106.8,2,17,10.47,11.80,5,31,6.20,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Rich Gannon,GannRi00
49,46,1992,1992-11-08,9,10,26.324,MIN,@,TAM,W 35-7,*,16,21,76.19,168,0,2,59.3,3,14,8.00,3.71,6,26,4.33,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Rich Gannon,GannRi00
50,47,1992,1992-11-15,10,11,26.331,MIN,,HOU,L 13-17,*,9,28,32.14,111,0,0,45.4,2,11,3.96,3.96,3,4,1.33,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
51,48,1992,1992-11-22,11,12,26.338,MIN,,CLE,W 17-13,*,5,12,41.67,26,0,2,9.7,0,0,2.17,-5.33,2,3,1.50,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Rich Gannon,GannRi00
52,49,1992,1992-11-29,12,13,,MIN,@,RAM,W 31-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
53,50,1992,1992-12-06,13,14,,MIN,@,PHI,L 17-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
54,51,1992,1992-12-13,14,15,26.359,MIN,,SFO,L 17-20,*,9,21,42.86,102,0,1,38.2,3,31,4.86,2.71,7,22,3.14,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
55,52,1992,1992-12-20,15,16,,MIN,@,PIT,W 6-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
56,53,1992,1992-12-27,16,17,,MIN,,GNB,W 27-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
57,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Rich Gannon,GannRi00
58,54,1993,1993-09-06,1,1,,WAS,,DAL,W 35-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Rich Gannon,GannRi00
59,55,1993,1993-09-12,2,2,,WAS,,PHO,L 10-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Rich Gannon,GannRi00
60,56,1993,1993-09-19,3,3,,WAS,@,PHI,L 31-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
61,57,1993,1993-10-04,4,5,27.288,WAS,@,MIA,L 10-17,,5,12,41.67,49,1,1,46.9,1,5,4.08,2.00,3,11,3.67,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
62,58,1993,1993-10-10,5,6,27.294,WAS,,NYG,L 7-41,,5,8,62.50,40,0,2,35.4,1,5,5.00,-6.25,3,20,6.67,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
63,59,1993,1993-10-17,6,7,27.301,WAS,@,PHO,L 6-36,,1,1,100.00,12,0,0,116.7,2,8,12.00,12.00,0,0,,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Rich Gannon,GannRi00
64,60,1993,1993-11-01,7,9,,WAS,@,BUF,L 10-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Rich Gannon,GannRi00
65,61,1993,1993-11-07,8,10,,WAS,,IND,W 30-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Rich Gannon,GannRi00
66,62,1993,1993-11-14,9,11,,WAS,@,NYG,L 6-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Rich Gannon,GannRi00
67,63,1993,1993-11-21,10,12,27.336,WAS,@,RAM,L 6-10,*,24,39,61.54,170,0,1,60.8,3,11,4.36,3.21,2,18,9.00,0,,0,0,,0,0.0%,,,0,0,1,,0,0,0,0,,Rich Gannon,GannRi00
68,64,1993,1993-11-28,11,13,27.343,WAS,,PHI,L 14-17,*,20,31,64.52,279,2,2,88.0,5,27,9.00,7.39,4,25,6.25,0,,0,0,,0,0.0%,,,0,0,1,,0,1,0,0,,Rich Gannon,GannRi00
69,65,1993,1993-12-05,12,14,27.350,WAS,@,TAM,W 23-17,*,9,16,56.25,71,0,1,41.4,1,8,4.44,1.63,7,12,1.71,1,,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Rich Gannon,GannRi00
70,66,1993,1993-12-11,13,15,27.356,WAS,,NYJ,L 0-3,*,7,15,46.67,62,0,0,58.2,2,16,4.13,4.13,1,-1,-1.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
71,67,1993,1993-12-19,14,16,,WAS,,ATL,W 30-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
72,68,1993,1993-12-26,15,17,28.006,WAS,@,DAL,L 3-38,,3,3,100.00,21,0,0,95.8,1,7,7.00,7.00,1,3,3.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
73,69,1993,1993-12-31,16,18,,WAS,,MIN,L 9-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
74,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Rich Gannon,GannRi00
75,70,1995,1995-09-03,1,1,29.257,KAN,@,SEA,W 34-10,,0,0,,0,0,0,,0,,,,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Rich Gannon,GannRi00
76,71,1995,1995-09-10,2,2,,KAN,,NYG,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
77,72,1995,1995-09-17,3,3,,KAN,,OAK,W 23-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rich Gannon,GannRi00
