,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Punting,Punting,Punting,Punting,Unnamed: 46_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,,
185,175,1994,1994-11-20,11,12,34.145,DEN,,ATL,W 32-28,*,27,42,64.29,382,2,1,99.5,5,46,9.10,8.98,6,17,2.83,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
186,176,1994,1994-11-27,12,13,34.152,DEN,,CIN,W 15-13,*,21,38,55.26,239,1,0,83.1,4,33,6.29,6.82,5,11,2.20,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,0,0,,0,,John Elway,ElwaJo00
187,177,1994,1994-12-04,13,14,34.159,DEN,@,KAN,W 20-17,*,18,22,81.82,256,1,0,130.3,4,20,11.64,12.55,7,20,2.86,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
188,178,1994,1994-12-11,14,15,,DEN,@,RAI,L 13-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,John Elway,ElwaJo00
189,179,1994,1994-12-17,15,16,34.172,DEN,@,SFO,L 19-42,*,10,18,55.56,106,0,1,49.8,6,37,5.89,3.39,0,0,,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
190,180,1994,1994-12-24,16,17,,DEN,,NOR,L 28-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,John Elway,ElwaJo00
191,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,John Elway,ElwaJo00
192,181,1995,1995-09-03,1,1,35.067,DEN,,BUF,W 22-7,*,22,41,53.66,317,0,1,68.9,2,18,7.73,6.63,4,29,7.25,0,0,0,0,,0,0.0%,,,0,0,2,0,0,0,-2,0,0,0,,0,,John Elway,ElwaJo00
193,182,1995,1995-09-10,2,2,35.074,DEN,@,DAL,L 21-31,*,11,24,45.83,152,2,1,77.1,2,22,6.33,6.13,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
194,183,1995,1995-09-17,3,3,35.081,DEN,,WAS,W 38-31,*,30,47,63.83,327,2,0,98.4,1,9,6.96,7.81,6,22,3.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
195,184,1995,1995-09-24,4,4,35.088,DEN,@,SDG,L 6-17,*,19,34,55.88,186,0,0,71.4,1,5,5.47,5.47,3,18,6.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
196,185,1995,1995-10-01,5,5,35.095,DEN,@,SEA,L 10-27,*,19,37,51.35,209,1,0,77.4,0,0,5.65,6.19,3,11,3.67,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
197,186,1995,1995-10-08,6,6,35.102,DEN,@,NWE,W 37-3,*,21,34,61.76,287,2,1,96.1,1,5,8.44,8.29,5,20,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
198,187,1995,1995-10-16,7,7,35.110,DEN,,OAK,W 27-0,*,23,46,50.00,324,2,0,87.6,2,20,7.04,7.91,3,29,9.67,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
199,188,1995,1995-10-22,8,8,35.116,DEN,,KAN,L 7-21,*,21,40,52.50,214,1,2,55.6,3,14,5.35,3.60,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,-5,0,0,0,,0,,John Elway,ElwaJo00
200,189,1995,1995-11-05,9,10,35.130,DEN,,ARI,W 38-6,*,16,21,76.19,256,3,0,156.0,1,10,12.19,15.05,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
201,190,1995,1995-11-12,10,11,35.137,DEN,@,PHI,L 13-31,*,2,3,66.67,54,1,0,149.3,0,0,18.00,24.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
202,191,1995,1995-11-19,11,12,35.144,DEN,,SDG,W 30-27,*,19,34,55.88,290,2,2,79.3,0,0,8.53,7.06,1,-3,-3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
203,192,1995,1995-11-26,12,13,35.151,DEN,@,HOU,L 33-42,*,27,41,65.85,332,2,2,86.6,0,0,8.10,6.88,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
204,193,1995,1995-12-03,13,14,35.158,DEN,,JAX,W 31-23,*,22,34,64.71,286,4,1,118.0,0,0,8.41,9.44,5,25,5.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
205,194,1995,1995-12-10,14,15,35.165,DEN,,SEA,L 27-31,*,16,29,55.17,174,1,3,45.0,4,26,6.00,2.03,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
206,195,1995,1995-12-17,15,16,35.172,DEN,@,KAN,L 17-20,*,24,36,66.67,242,1,0,94.9,3,38,6.72,7.28,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
207,196,1995,1995-12-24,16,17,35.179,DEN,@,OAK,W 31-28,*,24,41,58.54,320,2,1,89.5,2,13,7.80,7.68,4,10,2.50,0,0,0,0,,0,0.0%,,1,0,2,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
208,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,John Elway,ElwaJo00
209,197,1996,1996-09-01,1,1,36.065,DEN,,NYJ,W 31-6,*,16,33,48.48,183,2,2,60.5,2,16,5.55,4.03,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
210,198,1996,1996-09-08,2,2,36.072,DEN,@,SEA,W 30-20,*,18,28,64.29,209,2,0,110.6,5,15,7.46,8.89,3,22,7.33,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
211,199,1996,1996-09-15,3,3,36.079,DEN,,TAM,W 27-23,*,25,34,73.53,180,1,2,70.7,0,0,5.29,3.24,4,3,0.75,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
212,200,1996,1996-09-22,4,4,36.086,DEN,@,KAN,L 14-17,*,14,30,46.67,156,0,2,34.9,2,18,5.20,2.20,3,21,7.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
213,201,1996,1996-09-29,5,5,36.093,DEN,@,CIN,W 14-10,*,23,37,62.16,335,2,1,98.4,5,47,9.05,8.92,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
214,202,1996,1996-10-06,6,6,36.100,DEN,,SDG,W 28-17,*,32,41,78.05,323,4,1,121.8,1,11,7.88,8.73,8,37,4.63,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
215,203,1996,1996-10-20,7,8,36.114,DEN,,BAL,W 45-34,*,25,39,64.10,326,3,1,105.3,0,0,8.36,8.74,2,11,5.50,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
216,204,1996,1996-10-27,8,9,36.121,DEN,,KAN,W 34-7,*,16,31,51.61,286,3,1,102.4,0,0,9.23,9.71,8,62,7.75,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,0,0,,0,,John Elway,ElwaJo00
217,205,1996,1996-11-04,9,10,36.129,DEN,@,OAK,W 22-21,*,16,33,48.48,182,2,1,73.0,2,22,5.52,5.36,9,70,7.78,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
218,206,1996,1996-11-10,10,11,36.135,DEN,,CHI,W 17-12,*,19,32,59.38,198,1,0,87.8,1,6,6.19,6.81,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
219,207,1996,1996-11-17,11,12,36.142,DEN,@,NWE,W 34-8,*,14,23,60.87,175,1,1,80.9,1,6,7.61,6.52,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
220,208,1996,1996-11-24,12,13,36.149,DEN,@,MIN,W 21-17,*,27,36,75.00,334,2,1,110.2,3,25,9.28,9.14,2,8,4.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,-4,0,0,0,,0,,John Elway,ElwaJo00
221,209,1996,1996-12-01,13,14,36.156,DEN,,SEA,W 34-7,*,17,27,62.96,189,2,0,108.4,1,4,7.00,8.48,2,7,3.50,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
222,210,1996,1996-12-08,14,15,,DEN,@,GNB,L 6-41,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,John Elway,ElwaJo00
223,211,1996,1996-12-15,15,16,36.170,DEN,,OAK,W 24-19,*,19,31,61.29,206,1,1,78.2,2,20,6.65,5.84,4,2,0.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
224,212,1996,1996-12-22,16,17,36.177,DEN,@,SDG,L 10-16,*,6,11,54.55,46,0,0,65.0,1,4,4.18,4.18,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
225,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,John Elway,ElwaJo00
226,213,1997,1997-08-31,1,1,37.064,DEN,,KAN,W 19-3,*,17,28,60.71,246,0,0,89.3,2,14,8.79,8.79,4,24,6.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
227,214,1997,1997-09-07,2,2,37.071,DEN,@,SEA,W 35-14,*,18,26,69.23,197,2,0,117.0,2,9,7.58,9.12,4,14,3.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
228,215,1997,1997-09-14,3,3,37.078,DEN,,STL,W 35-14,*,16,28,57.14,247,4,1,111.2,1,14,8.82,10.07,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,2,1,0,0,-11,0,0,0,,0,,John Elway,ElwaJo00
229,216,1997,1997-09-21,4,4,37.085,DEN,,CIN,W 38-20,*,14,26,53.85,162,3,1,95.4,2,12,6.23,6.81,1,5,5.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
230,217,1997,1997-09-28,5,5,37.092,DEN,@,ATL,W 29-21,*,18,33,54.55,243,3,1,95.9,3,15,7.36,7.82,3,21,7.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
231,218,1997,1997-10-06,6,6,37.100,DEN,,NWE,W 34-13,*,13,27,48.15,196,0,2,41.6,1,8,7.26,3.93,3,-1,-0.33,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
232,219,1997,1997-10-19,7,8,37.113,DEN,@,OAK,L 25-28,*,26,46,56.52,309,1,0,84.4,3,15,6.72,7.15,5,48,9.60,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
233,220,1997,1997-10-26,8,9,37.120,DEN,@,BUF,W 23-20,*,16,30,53.33,133,0,2,37.2,5,17,4.43,1.43,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
234,221,1997,1997-11-02,9,10,37.127,DEN,,SEA,W 30-27,*,19,30,63.33,252,2,0,112.1,1,7,8.40,9.73,7,24,3.43,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-2,0,0,0,,0,,John Elway,ElwaJo00
235,222,1997,1997-11-09,10,11,37.134,DEN,,CAR,W 34-0,*,14,23,60.87,227,1,0,108.4,3,15,9.87,10.74,8,11,1.38,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,-2,0,0,0,,0,,John Elway,ElwaJo00
236,223,1997,1997-11-16,11,12,37.141,DEN,@,KAN,L 22-24,*,18,31,58.06,232,1,0,92.4,6,38,7.48,8.13,4,21,5.25,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
237,224,1997,1997-11-24,12,13,37.149,DEN,,OAK,W 31-3,*,21,32,65.63,280,1,0,103.6,2,13,8.75,9.38,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-8,0,0,0,,0,,John Elway,ElwaJo00
238,225,1997,1997-11-30,13,14,37.155,DEN,@,SDG,W 38-28,*,20,33,60.61,240,3,0,113.2,0,0,7.27,9.09,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
239,226,1997,1997-12-07,14,15,37.162,DEN,@,PIT,L 24-35,*,17,42,40.48,248,2,1,66.4,2,17,5.90,5.79,2,23,11.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
240,227,1997,1997-12-15,15,16,37.170,DEN,@,SFO,L 17-34,*,16,41,39.02,150,0,2,29.5,1,9,3.66,1.46,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
241,228,1997,1997-12-21,16,17,37.176,DEN,,SDG,W 38-3,*,17,26,65.38,273,4,1,123.9,0,0,10.50,11.85,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
242,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,John Elway,ElwaJo00
243,229,1998,1998-09-07,1,1,38.071,DEN,,NWE,W 27-21,*,22,34,64.71,257,1,0,97.3,1,9,7.56,8.15,5,12,2.40,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
244,230,1998,1998-09-13,2,2,38.077,DEN,,DAL,W 42-23,*,16,22,72.73,268,2,0,143.7,0,0,12.18,14.00,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
245,231,1998,1998-09-20,3,3,38.084,DEN,@,OAK,W 34-17,*,6,10,60.00,71,1,0,115.0,1,9,7.10,9.10,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
246,232,1998,1998-09-27,4,4,,DEN,@,WAS,W 38-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,John Elway,ElwaJo00
247,233,1998,1998-10-04,5,5,,DEN,,PHI,W 41-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,John Elway,ElwaJo00
248,234,1998,1998-10-11,6,6,38.105,DEN,@,SEA,W 21-16,*,13,27,48.15,185,2,2,64.6,3,14,6.85,5.00,4,-6,-1.50,0,0,0,0,,0,0.0%,,,0,0,2,0,0,2,-13,0,0,0,,0,,John Elway,ElwaJo00
249,235,1998,1998-10-25,7,8,38.119,DEN,,JAX,W 37-24,*,21,35,60.00,295,1,0,96.7,0,0,8.43,9.00,2,16,8.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
250,236,1998,1998-11-01,8,9,38.126,DEN,@,CIN,W 33-26,*,15,26,57.69,213,2,1,93.9,2,11,8.19,8.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
251,237,1998,1998-11-08,9,10,38.133,DEN,,SDG,W 27-10,,1,3,33.33,12,0,0,46.5,1,9,4.00,4.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
252,238,1998,1998-11-16,10,11,,DEN,@,KAN,W 30-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,John Elway,ElwaJo00
253,239,1998,1998-11-22,11,12,38.147,DEN,,OAK,W 40-14,*,17,25,68.00,197,3,0,131.2,1,10,7.88,10.28,4,2,0.50,0,1,1,14,14.00,0,100.0%,14.00,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
254,240,1998,1998-11-29,12,13,38.154,DEN,@,SDG,W 31-16,*,19,34,55.88,239,4,3,80.4,1,13,7.03,5.41,4,6,1.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
255,241,1998,1998-12-06,13,14,38.161,DEN,,KAN,W 35-31,*,22,32,68.75,400,2,1,119.3,2,17,12.50,12.34,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
256,242,1998,1998-12-13,14,15,38.168,DEN,@,NYG,L 16-20,*,19,36,52.78,180,0,1,55.3,3,21,5.00,3.75,3,12,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
257,243,1998,1998-12-21,15,16,38.176,DEN,@,MIA,L 21-31,*,13,36,36.11,151,0,2,26.5,1,0,4.19,1.69,5,39,7.80,0,0,0,0,,0,0.0%,,,0,0,2,0,0,0,-5,0,0,0,,0,,John Elway,ElwaJo00
258,244,1998,1998-12-27,16,17,38.182,DEN,,SEA,W 28-21,*,26,36,72.22,338,4,0,138.4,2,22,9.39,11.61,4,8,2.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,0,0,,0,,John Elway,ElwaJo00
259,,,234 Games,,,,,,,149-84-1,,4123,7250,56.87,51475,300,226,79.9,516,3785,7.10,6.52,774,3407,4.40,33,2,3,61,20.33,1,,30.50,1,34,206,84,27,0,17,-65,0,7,253,36.14,0,,John Elway,ElwaJo00
