,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
21,20,1990,1990-10-21,7,7,25.009,TAM,,DAL,L 13-17,,1,3,33.33,23,0,1,22.2,1,2,7.67,-7.33,0,0,,0,,0,0,,0,,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
22,21,1990,1990-10-28,8,8,25.016,TAM,@,SDG,L 10-41,*,13,26,50.00,148,1,4,40.7,4,29,5.69,-0.46,2,-1,-0.50,0,,0,0,,0,,,,0,0,3,,0,1,0,0,,Chris Chandler,ChanCh00
23,22,1990,1990-11-11,10,10,25.030,TAM,@,NOR,L 7-35,*,5,7,71.43,44,0,0,87.8,1,9,6.29,6.29,2,20,10.00,1,,0,0,,0,,,,1,6,0,,0,0,0,0,,Chris Chandler,ChanCh00
24,23,1990,1990-11-18,11,11,25.037,TAM,@,SFO,L 7-31,*,13,29,44.83,125,0,1,43.0,7,47,4.31,2.76,6,44,7.33,0,,0,0,,0,,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
25,24,1990,1990-12-16,14,15,25.065,TAM,,MIN,W 26-13,,1,1,100.00,10,0,0,108.3,0,0,10.00,10.00,0,0,,0,,0,0,,0,,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
26,25,1990,1990-12-23,15,16,25.072,TAM,@,CHI,L 14-27,,2,4,50.00,24,0,0,68.7,1,1,6.00,6.00,2,8,4.00,0,,0,0,,0,,,,0,0,1,,0,0,-2,0,,Chris Chandler,ChanCh00
27,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Chris Chandler,ChanCh00
28,26,1991,1991-09-01,1,1,,TAM,@,NYJ,L 13-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chris Chandler,ChanCh00
29,27,1991,1991-09-08,2,2,25.331,TAM,,CHI,L 20-21,,2,3,66.67,24,1,0,130.6,1,8,8.00,14.67,1,8,8.00,0,,0,0,,0,,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
30,28,1991,1991-09-15,3,3,,TAM,@,GNB,L 13-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chris Chandler,ChanCh00
31,29,1991,1991-09-22,4,4,25.345,TAM,,BUF,L 10-17,,15,27,55.56,137,0,1,54.1,1,10,5.07,3.41,4,13,3.25,0,,0,0,,0,,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
32,30,1991,1991-09-29,5,5,25.352,TAM,@,DET,L 3-31,*,10,26,38.46,64,0,1,30.6,1,12,2.46,0.73,6,56,9.33,0,,0,0,,0,,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
33,31,1991,1991-10-06,6,6,25.359,TAM,,PHI,W 14-13,,7,11,63.64,105,2,2,94.9,0,0,9.55,5.00,3,-3,-1.00,0,,0,0,,0,,,,0,0,0,,0,0,0,0,,Chris Chandler,ChanCh00
34,32,1991,1991-10-20,7,8,26.008,TAM,@,NOR,L 7-23,*,17,31,54.84,211,1,2,60.0,6,38,6.81,4.55,4,5,1.25,0,,0,0,,0,,,,0,0,2,,0,1,0,0,,Chris Chandler,ChanCh00
35,33,1991,1991-10-27,8,9,26.015,TAM,,GNB,L 0-27,*,2,6,33.33,16,0,2,2.8,1,8,2.67,-12.33,0,0,,0,,0,0,,0,,,,0,0,1,,0,0,0,0,,Chris Chandler,ChanCh00
36,34,1991,1991-11-03,9,10,,TAM,@,MIN,L 13-28,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chris Chandler,ChanCh00
37,35,1991,1991-11-10,11,11,,PHO,,NYG,L 14-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chris Chandler,ChanCh00
