,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
25,25,1991,1991-11-24,12,13,23.351,IND,@,GNB,L 10-14,*,21,40,52.50,184,1,1,62.9,7,67,4.60,3.98,3,8,2.67,0,0,0,2,,0,1,-4,0,,Jeff George,GeorJe00
26,26,1991,1991-12-01,13,14,23.358,IND,,CLE,L 0-31,*,10,21,47.62,100,0,2,22.0,6,72,4.76,0.48,0,0,,0,0,0,1,,0,0,0,0,,Jeff George,GeorJe00
27,27,1991,1991-12-08,14,15,24.000,IND,@,NWE,L 17-23,*,15,24,62.50,159,1,0,95.7,3,12,6.63,7.46,2,1,0.50,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
28,28,1991,1991-12-15,15,16,24.007,IND,,BUF,L 7-35,*,7,11,63.64,83,0,0,86.6,2,25,7.55,7.55,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
29,29,1991,1991-12-22,16,17,24.014,IND,@,TAM,L 3-17,*,20,37,54.05,203,0,0,70.0,5,37,5.49,5.49,2,13,6.50,0,0,0,1,,0,1,0,0,,Jeff George,GeorJe00
30,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff George,GeorJe00
31,30,1992,1992-09-06,1,1,,IND,,CLE,W 14-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff George,GeorJe00
32,31,1992,1992-09-13,2,2,,IND,,HOU,L 10-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff George,GeorJe00
33,32,1992,1992-09-20,3,3,,IND,@,BUF,L 0-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff George,GeorJe00
34,33,1992,1992-10-04,4,5,24.301,IND,@,TAM,W 24-14,*,15,33,45.45,234,2,3,51.8,1,10,7.09,4.21,1,0,0.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
35,34,1992,1992-10-11,5,6,24.308,IND,,NYJ,W 6-3,*,19,39,48.72,194,0,1,52.7,3,22,4.97,3.82,2,2,1.00,0,0,0,1,,0,0,0,0,,Jeff George,GeorJe00
36,35,1992,1992-10-18,6,7,24.315,IND,,SDG,L 14-34,*,27,39,69.23,318,2,2,89.5,4,24,8.15,6.87,1,4,4.00,0,0,0,1,,0,0,0,0,,Jeff George,GeorJe00
37,36,1992,1992-10-25,7,8,24.322,IND,@,MIA,W 31-20,*,18,33,54.55,179,0,1,57.5,3,26,5.42,4.06,2,-1,-0.50,1,1,6,0,,0,0,0,0,,Jeff George,GeorJe00
38,37,1992,1992-11-01,8,9,24.329,IND,@,SDG,L 0-26,*,7,18,38.89,53,0,1,23.8,6,32,2.94,0.44,1,2,2.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
39,38,1992,1992-11-08,9,10,24.336,IND,,MIA,L 0-28,*,15,26,57.69,113,0,2,36.2,2,13,4.35,0.88,2,18,9.00,0,0,0,1,,0,0,0,0,,Jeff George,GeorJe00
40,39,1992,1992-11-15,10,11,24.343,IND,,NWE,L 34-37,*,18,35,51.43,330,2,3,67.6,0,0,9.43,6.71,2,-1,-0.50,0,0,0,1,,0,1,-1,0,,Jeff George,GeorJe00
41,40,1992,1992-11-22,11,12,,IND,@,PIT,L 14-30,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff George,GeorJe00
42,41,1992,1992-11-29,12,13,,IND,,BUF,W 16-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff George,GeorJe00
43,42,1992,1992-12-06,13,14,,IND,@,NWE,W 6-0,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff George,GeorJe00
44,43,1992,1992-12-13,14,15,25.005,IND,@,NYJ,W 10-6,*,16,30,53.33,168,0,1,56.0,5,29,5.60,4.10,1,3,3.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
45,44,1992,1992-12-20,15,16,25.012,IND,,PHO,W 16-13,*,25,41,60.98,328,1,1,84.2,1,9,8.00,7.39,1,-1,-1.00,0,0,0,1,,0,0,0,0,,Jeff George,GeorJe00
46,45,1992,1992-12-27,16,17,25.019,IND,@,CIN,W 21-17,*,7,12,58.33,46,0,0,66.7,2,23,3.83,3.83,1,0,0.00,0,0,0,1,,0,0,-1,0,,Jeff George,GeorJe00
47,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff George,GeorJe00
48,46,1993,1993-09-05,1,1,,IND,,MIA,L 20-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff George,GeorJe00
49,47,1993,1993-09-12,2,2,,IND,@,CIN,W 9-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff George,GeorJe00
50,48,1993,1993-09-26,3,4,25.292,IND,,CLE,W 23-10,,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0,,,0,0,0,,Jeff George,GeorJe00
51,49,1993,1993-10-03,4,5,25.299,IND,@,DEN,L 13-35,,3,8,37.50,27,0,1,7.8,0,0,3.38,-2.25,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
52,50,1993,1993-10-10,5,6,,IND,,DAL,L 3-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff George,GeorJe00
53,51,1993,1993-10-24,6,8,25.320,IND,@,MIA,L 27-41,*,27,44,61.36,260,2,3,64.6,4,26,5.91,3.75,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
54,52,1993,1993-10-31,7,9,25.327,IND,,NWE,W 9-6,*,18,26,69.23,200,0,0,91.8,2,21,7.69,7.69,4,-2,-0.50,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
55,53,1993,1993-11-07,8,10,25.334,IND,@,WAS,L 24-30,*,37,59,62.71,376,3,1,90.8,2,20,6.37,6.63,1,5,5.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
56,54,1993,1993-11-14,9,11,25.341,IND,,NYJ,L 17-31,*,14,27,51.85,144,1,0,79.9,3,21,5.33,6.07,1,8,8.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
57,55,1993,1993-11-21,10,12,25.348,IND,@,BUF,L 9-23,*,21,41,51.22,262,0,1,61.2,2,10,6.39,5.29,3,5,1.67,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
58,56,1993,1993-11-29,11,13,25.356,IND,,SDG,L 0-31,*,17,28,60.71,209,0,0,83.8,1,11,7.46,7.46,1,4,4.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
59,57,1993,1993-12-05,12,14,25.362,IND,@,NYJ,W 9-6,*,11,24,45.83,102,0,0,58.0,0,0,4.25,4.25,0,0,,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
60,58,1993,1993-12-12,13,15,26.004,IND,@,NYG,L 6-20,*,22,38,57.89,254,0,0,78.2,2,4,6.68,6.68,1,5,5.00,0,0,0,1,,0,0,0,0,,Jeff George,GeorJe00
61,59,1993,1993-12-19,14,16,26.011,IND,,PHI,L 10-20,*,21,39,53.85,252,1,0,82.4,4,22,6.46,6.97,1,0,0.00,0,0,0,2,,0,0,-1,0,,Jeff George,GeorJe00
62,60,1993,1993-12-26,15,17,26.018,IND,@,NWE,L 0-38,*,13,25,52.00,110,0,0,63.7,2,11,4.40,4.40,0,0,,0,0,0,1,,0,0,0,0,,Jeff George,GeorJe00
63,61,1993,1994-01-02,16,18,26.025,IND,,BUF,L 10-30,*,30,48,62.50,330,1,0,89.8,4,44,6.88,7.29,1,14,14.00,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
64,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff George,GeorJe00
65,62,1994,1994-09-04,1,1,26.270,ATL,@,DET,L 28-31,*,29,37,78.38,281,3,0,125.3,2,10,7.59,9.22,2,11,5.50,0,0,0,0,,0,0,0,0,,Jeff George,GeorJe00
