,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 41_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
109,104,1999,1999-10-31,8,8,27.259,NWE,@,ARI,W 27-3,*,14,22,63.64,276,4,0,146.8,5,32,12.55,16.18,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
110,105,1999,1999-11-15,9,10,27.274,NWE,,NYJ,L 17-24,*,15,36,41.67,170,2,3,40.3,3,20,4.72,2.08,3,25,8.33,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
111,106,1999,1999-11-21,10,11,27.280,NWE,@,MIA,L 17-27,*,15,34,44.12,201,1,5,33.7,4,26,5.91,-0.12,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
112,107,1999,1999-11-28,11,12,27.287,NWE,@,BUF,L 7-17,*,18,34,52.94,205,1,1,68.9,6,31,6.03,5.29,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,Drew Bledsoe,BledDr00
113,108,1999,1999-12-05,12,13,27.294,NWE,,DAL,W 13-6,*,14,25,56.00,176,0,2,44.7,1,0,7.04,3.44,7,10,1.43,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
114,109,1999,1999-12-12,13,14,27.301,NWE,@,IND,L 15-20,*,31,44,70.45,379,1,1,94.8,5,35,8.61,8.05,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,Drew Bledsoe,BledDr00
115,110,1999,1999-12-19,14,15,27.308,NWE,@,PHI,L 9-24,*,23,49,46.94,331,0,4,35.3,6,43,6.76,3.08,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,,Drew Bledsoe,BledDr00
116,111,1999,1999-12-26,15,16,27.315,NWE,,BUF,L 10-13,*,10,21,47.62,101,0,0,61.8,6,34,4.81,4.81,3,26,8.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
117,112,1999,2000-01-02,16,17,27.322,NWE,,BAL,W 20-3,*,15,25,60.00,108,1,1,66.7,2,6,4.32,3.32,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Drew Bledsoe,BledDr00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Drew Bledsoe,BledDr00
