,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 41_level_0,qb,qb_tag
46,45,2005,2005-12-11,13,14,,CHI,@,PIT,L 9-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rex Grossman,GrosRe00
47,46,2005,2005-12-18,14,15,25.117,CHI,,ATL,W 16-3,,9,16,56.25,93,0,1,47.1,0,0,5.81,3.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Rex Grossman,GrosRe00
48,47,2005,2005-12-25,15,16,25.124,CHI,@,GNB,W 24-17,*,11,23,47.83,166,1,1,68.4,1,9,7.22,6.13,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Rex Grossman,GrosRe00
49,48,2005,2006-01-01,16,17,,CHI,@,MIN,L 10-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Rex Grossman,GrosRe00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Rex Grossman,GrosRe00
51,49,2006,2006-09-10,1,1,26.018,CHI,@,GNB,W 26-0,*,18,26,69.23,262,1,1,98.6,1,6,10.08,9.12,1,2,2.00,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,0,,0,0,0,0,,Rex Grossman,GrosRe00
52,50,2006,2006-09-17,2,2,26.025,CHI,,DET,W 34-7,*,20,27,74.07,289,4,0,148.0,0,0,10.70,13.67,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,,Rex Grossman,GrosRe00
53,51,2006,2006-09-24,3,3,26.032,CHI,@,MIN,W 19-16,*,23,41,56.10,278,1,2,64.9,1,4,6.78,5.07,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Rex Grossman,GrosRe00
54,52,2006,2006-10-01,4,4,26.039,CHI,,SEA,W 37-6,*,17,31,54.84,232,2,0,100.5,1,13,7.48,8.77,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Rex Grossman,GrosRe00
55,53,2006,2006-10-08,5,5,26.046,CHI,,BUF,W 40-7,*,15,27,55.56,182,2,0,101.2,1,7,6.74,8.22,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Rex Grossman,GrosRe00
56,54,2006,2006-10-16,6,6,26.054,CHI,@,ARI,W 24-23,*,14,37,37.84,144,0,4,10.2,2,14,3.89,-0.97,3,-7,-2.33,0,0,0,0,,0,0.0%,,0,0,2,2,0,0,0,0,,Rex Grossman,GrosRe00
57,55,2006,2006-10-29,7,8,26.067,CHI,,SFO,W 41-10,*,23,29,79.31,252,3,0,137.4,0,0,8.69,10.76,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,,Rex Grossman,GrosRe00
58,56,2006,2006-11-05,8,9,26.074,CHI,,MIA,L 13-31,*,18,42,42.86,210,1,3,36.8,3,21,5.00,2.26,0,0,,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,,Rex Grossman,GrosRe00
59,57,2006,2006-11-12,9,10,26.081,CHI,@,NYG,W 38-20,*,18,30,60.00,246,3,1,105.7,2,12,8.20,8.70,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,,Rex Grossman,GrosRe00
60,58,2006,2006-11-19,10,11,26.088,CHI,@,NYJ,W 10-0,*,11,22,50.00,119,1,0,81.4,1,8,5.41,6.32,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,,Rex Grossman,GrosRe00
