,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 47_level_0,qb,qb_tag
9,10,2016,2016-11-20,10,11,,NWE,@,SFO,W 30-17,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jacoby Brissett,BrisJa00
10,11,2016,2016-11-27,11,12,,NWE,@,NYJ,W 22-17,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jacoby Brissett,BrisJa00
11,12,2016,2016-12-04,12,13,,NWE,,LAR,W 26-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jacoby Brissett,BrisJa00
12,13,2016,2016-12-12,13,14,,NWE,,BAL,W 30-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jacoby Brissett,BrisJa00
13,14,2016,2016-12-18,14,15,,NWE,@,DEN,W 16-3,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jacoby Brissett,BrisJa00
14,15,2016,2016-12-24,15,16,,NWE,,NYJ,W 41-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jacoby Brissett,BrisJa00
15,16,2016,2017-01-01,16,17,,NWE,@,MIA,W 35-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jacoby Brissett,BrisJa00
16,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jacoby Brissett,BrisJa00
17,17,2017,2017-09-10,1,1,24.273,IND,@,LAR,L 9-46,,2,3,66.67,51,0,0,109.7,0,0,17.00,17.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,1,0,0,9,18%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
18,18,2017,2017-09-17,2,2,24.280,IND,,ARI,L 13-16,*,20,37,54.05,216,0,1,60.2,4,26,5.84,4.62,6,22,3.67,0,0,0,0,,0,0.0%,,0,0,1,0,0,2,0,0,71,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
19,19,2017,2017-09-24,3,3,24.287,IND,,CLE,W 31-28,*,17,24,70.83,259,1,0,120.0,3,16,10.79,11.63,5,14,2.80,2,0,0,0,,0,0.0%,,2,12,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
20,20,2017,2017-10-01,4,4,24.294,IND,@,SEA,L 18-46,*,16,29,55.17,157,1,1,67.7,3,18,5.41,4.55,3,33,11.00,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,0,0,60,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
21,21,2017,2017-10-08,5,5,24.301,IND,,SFO,W 26-23,*,22,34,64.71,314,0,1,82.2,4,26,9.24,7.91,8,14,1.75,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,76,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
22,22,2017,2017-10-16,6,6,24.309,IND,@,TEN,L 22-36,*,21,37,56.76,212,1,0,82.3,1,0,5.73,6.27,4,15,3.75,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
23,23,2017,2017-10-22,7,7,24.315,IND,,JAX,L 0-27,*,22,37,59.46,200,0,0,74.2,10,64,5.41,5.41,5,31,6.20,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,0,0,67,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
24,24,2017,2017-10-29,8,8,24.322,IND,@,CIN,L 23-24,*,25,39,64.10,233,2,1,86.8,4,17,5.97,5.85,1,6,6.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
25,25,2017,2017-11-05,9,9,24.329,IND,@,HOU,W 20-14,*,20,30,66.67,308,2,0,122.6,3,29,10.27,11.60,2,12,6.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,66,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
26,26,2017,2017-11-12,10,10,24.336,IND,,PIT,L 17-20,*,14,24,58.33,222,2,1,99.7,3,26,9.25,9.04,4,7,1.75,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
27,27,2017,2017-11-26,11,12,24.350,IND,,TEN,L 16-20,*,17,29,58.62,196,0,0,79.1,8,31,6.76,6.76,3,16,5.33,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-13,0,63,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
28,28,2017,2017-12-03,12,13,24.357,IND,@,JAX,L 10-30,*,21,36,58.33,174,1,2,56.9,4,25,4.83,2.89,6,36,6.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,69,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
29,29,2017,2017-12-10,13,14,24.364,IND,@,BUF,L 7-13,*,11,22,50.00,69,1,0,72.0,1,5,3.14,4.05,3,10,3.33,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,71,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
30,30,2017,2017-12-14,14,15,25.003,IND,,DEN,L 13-25,*,17,30,56.67,158,0,0,71.2,1,0,5.27,5.27,5,18,3.60,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,54,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
31,31,2017,2017-12-23,15,16,25.012,IND,@,BAL,L 16-23,*,16,33,48.48,215,1,0,79.7,2,12,6.52,7.12,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
32,32,2017,2017-12-31,16,17,25.020,IND,,HOU,W 22-13,*,15,25,60.00,114,1,0,84.4,1,10,4.56,5.36,5,18,3.60,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
33,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jacoby Brissett,BrisJa00
34,33,2018,2018-09-09,1,1,,IND,,CIN,L 23-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
35,34,2018,2018-09-16,2,2,,IND,@,WAS,W 21-9,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
36,35,2018,2018-09-23,3,3,25.286,IND,@,PHI,L 16-20,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,1,2%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
37,36,2018,2018-09-30,4,4,,IND,,HOU,L 34-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
38,37,2018,2018-10-04,5,5,,IND,@,NWE,L 24-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
39,38,2018,2018-10-14,6,6,,IND,@,NYJ,L 34-42,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
40,39,2018,2018-10-21,7,7,25.314,IND,,BUF,W 37-5,,0,0,,0,0,0,,0,0,,,4,-4,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,8,12%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
41,40,2018,2018-10-28,8,8,,IND,@,OAK,W 42-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
42,41,2018,2018-11-11,9,10,,IND,,JAX,W 29-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
43,42,2018,2018-11-18,10,11,25.342,IND,,TEN,W 38-10,,1,2,50.00,-2,0,0,56.2,0,0,-1.00,-1.00,3,-3,-1.00,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,8,13%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
44,43,2018,2018-11-25,11,12,25.349,IND,,MIA,W 27-24,,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,1,1%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
45,44,2018,2018-12-02,12,13,,IND,@,JAX,L 0-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
46,45,2018,2018-12-09,13,14,,IND,@,HOU,W 24-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
47,46,2018,2018-12-16,14,15,,IND,,DAL,W 23-0,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
48,47,2018,2018-12-23,15,16,,IND,,NYG,W 28-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
49,48,2018,2018-12-30,16,17,,IND,@,TEN,W 33-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jacoby Brissett,BrisJa00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Jacoby Brissett,BrisJa00
51,49,2019,2019-09-08,1,1,26.271,IND,@,LAC,L 24-30,*,21,27,77.78,190,2,0,120.7,2,17,7.04,8.52,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,-1,0,63,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
52,50,2019,2019-09-15,2,2,26.278,IND,@,TEN,W 19-17,*,17,28,60.71,146,3,1,95.2,3,25,5.21,5.75,7,25,3.57,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,70,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
53,51,2019,2019-09-22,3,3,26.285,IND,,ATL,W 27-24,*,28,37,75.68,310,2,0,118.1,1,10,8.38,9.46,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
54,52,2019,2019-09-29,4,4,26.292,IND,,OAK,L 24-31,*,24,46,52.17,265,3,1,82.2,0,0,5.76,6.09,5,19,3.80,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
55,53,2019,2019-10-06,5,5,26.299,IND,@,KAN,W 19-13,*,18,29,62.07,151,0,1,61.1,0,0,5.21,3.66,6,9,1.50,1,0,0,0,,0,0.0%,,1,6,0,0,0,0,0,0,81,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
56,54,2019,2019-10-20,6,7,26.313,IND,,HOU,W 30-23,*,26,39,66.67,326,4,0,126.7,1,5,8.36,10.41,5,6,1.20,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,-4,0,73,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
57,55,2019,2019-10-27,7,8,26.320,IND,,DEN,W 15-13,*,15,25,60.00,202,0,0,85.7,4,11,8.08,8.08,6,34,5.67,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,64,100%,0,0%,0,0%,,Jacoby Brissett,BrisJa00
