,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
49,47,1992,1992-11-22,11,12,27.260,DAL,@,PHO,W 16-10,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,0,0,0,,,0,0,0,,Steve Beuerlein,BeueSt00
50,48,1992,1992-11-26,12,13,27.264,DAL,,NYG,W 30-3,,0,0,,0,0,0,,0,,,,2,-3,-1.50,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
51,49,1992,1992-12-06,13,14,27.274,DAL,@,DEN,W 31-27,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,0,0,0,,,0,0,0,,Steve Beuerlein,BeueSt00
52,50,1992,1992-12-13,14,15,27.281,DAL,@,WAS,L 17-20,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,0,0,0,,,0,0,0,,Steve Beuerlein,BeueSt00
53,51,1992,1992-12-21,15,16,27.289,DAL,@,ATL,W 41-17,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,0,0,0,,,0,0,0,,Steve Beuerlein,BeueSt00
54,52,1992,1992-12-27,16,17,27.295,DAL,,CHI,W 27-14,,8,11,72.73,99,0,1,62.3,0,0,9.00,4.91,2,-4,-2.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
55,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Steve Beuerlein,BeueSt00
56,53,1993,1993-09-05,1,1,28.182,PHO,@,PHI,L 17-23,*,7,19,36.84,93,0,1,31.3,1,6,4.89,2.53,0,0,,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
57,54,1993,1993-09-12,2,2,28.189,PHO,@,WAS,W 17-10,*,17,26,65.38,164,0,1,66.8,1,13,6.31,4.58,5,10,2.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
58,55,1993,1993-09-19,3,3,28.196,PHO,,DAL,L 10-17,*,20,27,74.07,218,1,1,94.4,2,13,8.07,7.15,1,-1,-1.00,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Beuerlein,BeueSt00
