,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Punting,Punting,Punting,Punting,Unnamed: 38_level_0,qb,qb_tag
81,78,1996,1996-12-08,14,15,26.287,NYG,@,MIA,W 17-7,*,21,28,75.00,169,1,0,101.6,4,20,6.04,6.75,4,3,0.75,0,0,0,1,1,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
82,79,1996,1996-12-15,15,16,26.294,NYG,,NOR,L 3-17,*,8,18,44.44,42,0,2,12.0,2,13,2.33,-2.67,2,11,5.50,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
83,80,1996,1996-12-21,16,17,26.300,NYG,,NWE,L 22-23,*,14,34,41.18,215,0,1,50.5,2,16,6.32,5.00,3,9,3.00,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Dave Brown,BrowDa00
85,81,1997,1997-08-31,1,1,27.187,NYG,,PHI,W 31-17,*,13,27,48.15,193,1,0,84.3,1,4,7.15,7.89,4,8,2.00,1,1,6,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
86,82,1997,1997-09-07,2,2,27.194,NYG,@,JAX,L 13-40,*,16,35,45.71,182,1,1,59.5,2,15,5.20,4.49,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
87,83,1997,1997-09-14,3,3,27.201,NYG,,BAL,L 23-24,*,28,46,60.87,269,1,0,84.4,0,0,5.85,6.28,4,14,3.50,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
88,84,1997,1997-09-21,4,4,27.208,NYG,@,STL,L 3-13,*,16,31,51.61,163,0,1,53.6,3,6,5.26,3.81,3,6,2.00,0,0,0,0,0,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
89,85,1997,1997-09-28,5,5,27.215,NYG,,NOR,W 14-9,*,16,25,64.00,194,2,1,97.7,4,35,7.76,7.56,5,1,0.20,0,0,0,1,1,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
90,86,1997,1997-10-05,6,6,27.222,NYG,,DAL,W 20-17,*,2,7,28.57,8,0,0,39.6,0,0,1.14,1.14,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
91,87,1997,1997-10-12,7,7,,NYG,@,ARI,W 27-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Dave Brown,BrowDa00
92,88,1997,1997-10-19,8,8,,NYG,@,DET,W 26-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Dave Brown,BrowDa00
93,89,1997,1997-10-26,9,9,,NYG,,CIN,W 29-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Dave Brown,BrowDa00
94,90,1997,1997-11-09,10,11,,NYG,@,TEN,L 6-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Dave Brown,BrowDa00
95,91,1997,1997-11-16,11,12,,NYG,,ARI,W 19-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
96,92,1997,1997-11-23,12,13,,NYG,@,WAS,T 7-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
97,93,1997,1997-11-30,13,14,,NYG,,TAM,L 8-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
98,94,1997,1997-12-07,14,15,,NYG,@,PHI,W 31-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
99,95,1997,1997-12-13,15,16,,NYG,,WAS,W 30-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
100,96,1997,1997-12-21,16,17,27.299,NYG,@,DAL,W 20-7,,2,9,22.22,14,0,0,39.6,3,7,1.56,1.56,1,0,0.00,0,0,0,0,1,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Dave Brown,BrowDa00
102,97,1998,1998-09-06,1,1,,ARI,@,DAL,L 10-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
103,98,1998,1998-09-13,2,2,,ARI,@,SEA,L 14-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
104,99,1998,1998-09-20,3,3,,ARI,,PHI,W 17-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
105,100,1998,1998-09-27,4,4,,ARI,@,STL,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
106,101,1998,1998-10-04,5,5,,ARI,,OAK,L 20-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
107,102,1998,1998-10-11,6,6,,ARI,,CHI,W 20-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
108,103,1998,1998-10-18,7,7,28.235,ARI,@,NYG,L 7-34,,2,5,40.00,31,0,0,61.2,1,6,6.20,6.20,1,2,2.00,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
109,104,1998,1998-11-01,8,9,,ARI,@,DET,W 17-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
110,105,1998,1998-11-08,9,10,,ARI,,WAS,W 29-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
111,106,1998,1998-11-15,10,11,,ARI,,DAL,L 28-35,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
112,107,1998,1998-11-22,11,12,,ARI,@,WAS,W 45-42,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
113,108,1998,1998-11-29,12,13,,ARI,@,KAN,L 24-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
114,109,1998,1998-12-06,13,14,,ARI,,NYG,L 19-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
115,110,1998,1998-12-13,14,15,,ARI,@,PHI,W 20-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
116,111,1998,1998-12-20,15,16,,ARI,,NOR,W 19-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
117,112,1998,1998-12-27,16,17,,ARI,,SDG,W 16-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Dave Brown,BrowDa00
119,113,1999,1999-09-12,1,1,,ARI,@,PHI,W 25-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
120,114,1999,1999-09-19,2,2,,ARI,@,MIA,L 16-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
121,115,1999,1999-09-27,3,3,,ARI,,SFO,L 10-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
122,116,1999,1999-10-03,4,4,29.220,ARI,@,DAL,L 7-35,,4,6,66.67,30,0,1,38.9,0,0,5.00,-2.50,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
123,117,1999,1999-10-10,5,5,29.227,ARI,,NYG,W 14-3,,4,8,50.00,41,0,0,65.1,1,1,5.13,5.13,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
124,118,1999,1999-10-17,6,6,29.234,ARI,,WAS,L 10-24,,8,20,40.00,117,1,1,55.6,0,0,5.85,4.60,1,6,6.00,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
125,119,1999,1999-10-31,7,8,29.248,ARI,,NWE,L 3-27,*,12,33,36.36,107,0,2,20.6,3,21,3.24,0.52,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
126,120,1999,1999-11-07,8,9,29.255,ARI,@,NYJ,L 7-12,*,16,26,61.54,199,0,0,85.3,6,48,7.65,7.65,1,3,3.00,0,0,0,2,0,0,1,0,0,0,0,,0,,Dave Brown,BrowDa00
127,121,1999,1999-11-14,9,10,29.262,ARI,,DET,W 23-19,*,16,30,53.33,209,0,0,75.6,3,25,6.97,6.97,6,19,3.17,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
128,122,1999,1999-11-21,10,11,29.269,ARI,,DAL,W 13-9,*,13,29,44.83,115,1,2,38.7,2,10,3.97,1.55,4,17,4.25,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
129,123,1999,1999-11-28,11,12,29.276,ARI,@,NYG,W 34-24,*,11,17,64.71,126,0,0,86.9,3,25,7.41,7.41,1,4,4.00,0,0,0,2,1,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
130,124,1999,1999-12-05,12,13,,ARI,,PHI,W 21-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
131,125,1999,1999-12-12,13,14,,ARI,@,WAS,L 3-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
132,126,1999,1999-12-19,14,15,,ARI,,BUF,L 21-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
133,127,1999,1999-12-26,15,16,,ARI,@,ATL,L 14-37,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
134,128,1999,2000-01-02,16,17,,ARI,@,GNB,L 24-49,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Dave Brown,BrowDa00
136,129,2000,2000-09-03,1,1,,ARI,@,NYG,L 16-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
137,130,2000,2000-09-10,2,2,30.198,ARI,,DAL,W 32-31,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,,,,Dave Brown,BrowDa00
138,131,2000,2000-09-24,3,4,,ARI,,GNB,L 3-29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
139,132,2000,2000-10-01,4,5,,ARI,@,SFO,L 20-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
140,133,2000,2000-10-08,5,6,,ARI,,CLE,W 29-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
141,134,2000,2000-10-15,6,7,,ARI,,PHI,L 14-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
142,135,2000,2000-10-22,7,8,30.240,ARI,@,DAL,L 7-48,,,,,,,,,,,,,,,,,0,0,0,,,0,0,0,0,0,,,,Dave Brown,BrowDa00
143,136,2000,2000-10-29,8,9,,ARI,,NOR,L 10-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
144,137,2000,2000-11-05,9,10,,ARI,,WAS,W 16-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
145,138,2000,2000-11-12,10,11,,ARI,@,MIN,L 14-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
146,139,2000,2000-11-19,11,12,30.268,ARI,@,PHI,L 9-34,,11,13,84.62,140,1,1,105.1,3,13,10.77,8.85,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
147,140,2000,2000-11-26,12,13,30.275,ARI,,NYG,L 7-31,*,18,36,50.00,192,1,1,63.7,5,23,5.33,4.64,1,0,0.00,0,0,0,2,0,0,0,-3,0,0,0,,0,,Dave Brown,BrowDa00
148,141,2000,2000-12-03,13,14,,ARI,@,CIN,L 13-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Dave Brown,BrowDa00
149,142,2000,2000-12-10,14,15,30.289,ARI,@,JAX,L 10-44,*,11,19,57.89,135,0,1,58.0,2,17,7.11,4.74,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,Dave Brown,BrowDa00
150,143,2000,2000-12-17,15,16,,ARI,,BAL,L 7-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Dave Brown,BrowDa00
