,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,,
139,128,1987,1987-11-08,8,9,34.107,NWE,@,NYG,L 10-17,*,18,36,50.00,175,1,3,38.5,2,16,4.86,1.67,1,6,6.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
140,129,1987,1987-11-15,9,10,34.114,NWE,,DAL,L 17-23,*,6,12,50.00,73,0,1,34.4,2,16,6.08,2.33,3,1,0.33,1,0,0,,0,1,6,0,,0,0,0,0,Steve Grogan,GrogSt00
141,130,1987,1987-12-13,13,14,34.142,NWE,,NYJ,W 42-20,*,11,18,61.11,180,4,0,134.3,1,9,10.00,14.44,2,7,3.50,1,0,0,,0,1,6,0,,0,0,0,0,Steve Grogan,GrogSt00
142,131,1987,1987-12-20,14,15,34.149,NWE,@,BUF,W 13-7,*,9,15,60.00,85,1,2,58.3,0,0,5.67,1.00,5,4,0.80,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
143,132,1987,1987-12-28,15,16,34.157,NWE,@,MIA,W 24-10,*,21,32,65.63,238,2,0,108.6,0,0,7.44,8.69,3,-3,-1.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
144,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Steve Grogan,GrogSt00
145,133,1988,1988-09-04,1,1,35.042,NWE,,NYJ,W 28-3,*,16,31,51.61,256,2,1,87.6,1,7,8.26,8.10,1,0,0.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
146,134,1988,1988-09-11,2,2,35.049,NWE,@,MIN,L 6-36,*,9,26,34.62,106,0,3,8.3,0,0,4.08,-1.12,1,6,6.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
147,135,1988,1988-09-18,3,3,35.056,NWE,,BUF,L 14-16,*,14,20,70.00,195,2,2,94.8,4,36,9.75,7.25,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
148,136,1988,1988-09-25,4,4,35.063,NWE,@,HOU,L 6-31,*,16,34,47.06,136,0,4,18.4,2,21,4.00,-1.29,4,6,1.50,1,0,0,,0,1,6,0,,0,0,0,0,Steve Grogan,GrogSt00
149,137,1988,1988-10-09,6,6,35.077,NWE,@,GNB,L 3-45,,2,7,28.57,32,0,2,6.5,0,0,4.57,-8.29,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
150,138,1988,1988-12-17,16,16,35.146,NWE,@,DEN,L 10-21,,10,22,45.45,109,0,1,41.7,1,13,4.95,2.91,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
151,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Steve Grogan,GrogSt00
152,139,1989,1989-10-22,7,7,36.090,NWE,@,SFO,L 20-37,*,15,29,51.72,240,2,2,73.9,1,9,8.28,6.55,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
153,140,1989,1989-10-29,8,8,36.097,NWE,@,IND,W 23-20,*,28,46,60.87,355,1,2,74.1,3,27,7.72,6.20,3,6,2.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
154,141,1989,1989-11-05,9,9,36.104,NWE,,NYJ,L 26-27,*,13,26,50.00,160,0,1,53.4,1,9,6.15,4.42,1,7,7.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
155,142,1989,1989-11-12,10,10,36.111,NWE,,NOR,L 24-28,*,27,59,45.76,283,1,1,58.8,2,11,4.80,4.37,2,5,2.50,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
156,143,1989,1989-11-19,11,11,36.118,NWE,,BUF,W 33-24,*,12,26,46.15,167,1,3,40.5,0,0,6.42,2.00,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
157,144,1989,1989-11-26,12,12,36.125,NWE,@,RAI,L 21-24,*,13,29,44.83,179,3,3,60.1,0,0,6.17,3.59,1,-1,-1.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
158,145,1989,1989-12-24,16,16,36.153,NWE,,RAM,L 20-24,,25,46,54.35,313,1,2,64.9,1,8,6.80,5.28,2,2,1.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
159,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Steve Grogan,GrogSt00
160,146,1990,1990-09-09,1,1,37.047,NWE,,MIA,L 24-27,*,17,28,60.71,217,2,0,108.8,4,34,7.75,9.18,1,-2,-2.00,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
161,147,1990,1990-09-16,2,2,37.054,NWE,@,IND,W 16-14,*,16,24,66.67,187,1,1,86.6,0,0,7.79,6.75,2,-3,-1.50,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
162,148,1990,1990-10-28,7,8,37.096,NWE,,BUF,L 10-27,*,15,31,48.39,180,1,2,50.5,3,26,5.81,3.55,1,0,0.00,0,0,0,,0,0,0,1,,0,0,0,0,Steve Grogan,GrogSt00
163,149,1990,1990-11-04,8,9,37.103,NWE,@,PHI,L 20-48,*,2,9,22.22,31,0,0,41.4,2,8,3.44,3.44,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,Steve Grogan,GrogSt00
164,,,149 Games,,,,,,,81-68-0,,1879,3593,52.30,26886,182,208,69.6,247,1986,7.48,5.89,445,2176,4.89,35,3,19,6.33,0,36,216,1,,0,0,0,1,Steve Grogan,GrogSt00
