,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
62,56,1993,1994-01-03,16,18,31.237,SFO,,PHI,L 34-37,,18,29,62.07,219,0,1,70.9,2,14,7.55,6.00,3,11,3.67,1,,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Steve Bono,BonoSt00
63,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Steve Bono,BonoSt00
64,57,1994,1994-09-04,1,1,,KAN,@,NOR,W 30-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
65,58,1994,1994-09-11,2,2,,KAN,,SFO,W 24-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
66,59,1994,1994-09-18,3,3,,KAN,@,ATL,W 30-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
67,60,1994,1994-09-25,4,4,,KAN,,RAM,L 0-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
68,61,1994,1994-10-09,5,6,,KAN,@,SDG,L 6-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
69,62,1994,1994-10-17,6,7,,KAN,@,DEN,W 31-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
70,63,1994,1994-10-23,7,8,32.165,KAN,,SEA,W 38-23,,2,2,100.00,41,1,0,158.3,0,0,20.50,30.50,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
71,64,1994,1994-10-30,8,9,32.172,KAN,@,BUF,L 10-44,,5,10,50.00,65,0,1,31.2,0,0,6.50,2.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
72,65,1994,1994-11-06,9,10,,KAN,,RAI,W 13-3,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
73,66,1994,1994-11-13,10,11,,KAN,,SDG,L 13-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
74,67,1994,1994-11-20,11,12,,KAN,,CLE,W 20-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
75,68,1994,1994-11-27,12,13,32.200,KAN,@,SEA,L 9-10,,7,12,58.33,39,0,0,64.2,0,0,3.25,3.25,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
76,69,1994,1994-12-04,13,14,32.207,KAN,,DEN,L 17-20,*,18,37,48.65,323,1,0,88.0,0,0,8.73,9.27,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
77,70,1994,1994-12-12,14,15,32.215,KAN,@,MIA,L 28-45,*,33,55,60.00,314,2,3,65.3,0,0,5.71,3.98,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
78,71,1994,1994-12-18,15,16,32.221,KAN,,HOU,W 31-9,,0,0,,0,0,0,,0,,,,0,0,,0,,,,,,0.0%,,,0,0,0,,,0,0,0,,Steve Bono,BonoSt00
79,72,1994,1994-12-24,16,17,32.227,KAN,@,RAI,W 19-9,,1,1,100.00,14,0,0,118.7,0,0,14.00,14.00,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
80,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Steve Bono,BonoSt00
81,73,1995,1995-09-03,1,1,33.115,KAN,@,SEA,W 34-10,*,18,23,78.26,278,3,0,156.6,0,0,12.09,14.70,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
82,74,1995,1995-09-10,2,2,33.122,KAN,,NYG,W 20-17,*,29,47,61.70,183,1,1,68.0,1,5,3.89,3.36,3,5,1.67,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,0,0,,Steve Bono,BonoSt00
83,75,1995,1995-09-17,3,3,33.129,KAN,,OAK,W 23-17,*,19,28,67.86,164,2,0,106.8,3,23,5.86,7.29,1,3,3.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,,Steve Bono,BonoSt00
84,76,1995,1995-09-24,4,4,33.136,KAN,@,CLE,L 17-35,*,29,49,59.18,272,2,2,71.1,1,9,5.55,4.53,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
85,77,1995,1995-10-01,5,5,33.143,KAN,@,ARI,W 24-3,*,7,17,41.18,78,2,1,70.2,1,6,4.59,4.29,5,74,14.80,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,,Steve Bono,BonoSt00
86,78,1995,1995-10-09,6,6,33.151,KAN,,SDG,W 29-23,*,27,41,65.85,329,2,0,106.7,1,12,8.02,9.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Steve Bono,BonoSt00
87,79,1995,1995-10-15,7,7,33.157,KAN,,NWE,W 31-26,*,16,40,40.00,209,2,0,73.9,2,6,5.23,6.23,1,2,2.00,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Steve Bono,BonoSt00
88,80,1995,1995-10-22,8,8,33.164,KAN,@,DEN,W 21-7,*,15,28,53.57,164,1,0,83.0,1,3,5.86,6.57,6,12,2.00,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Steve Bono,BonoSt00
89,81,1995,1995-11-05,9,10,33.178,KAN,,WAS,W 24-3,*,21,37,56.76,201,1,1,69.8,2,11,5.43,4.76,3,4,1.33,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-5,0,,Steve Bono,BonoSt00
90,82,1995,1995-11-12,10,11,33.185,KAN,@,SDG,W 22-7,*,17,27,62.96,137,0,1,60.3,3,17,5.07,3.41,3,1,0.33,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Steve Bono,BonoSt00
91,83,1995,1995-11-19,11,12,33.192,KAN,,HOU,W 20-13,*,13,30,43.33,122,1,1,52.4,1,7,4.07,3.23,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Steve Bono,BonoSt00
92,84,1995,1995-11-23,12,13,33.196,KAN,@,DAL,L 12-24,*,20,36,55.56,276,1,0,89.6,1,15,7.67,8.22,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Steve Bono,BonoSt00
93,85,1995,1995-12-03,13,14,33.206,KAN,@,OAK,W 29-23,*,9,14,64.29,87,0,1,51.8,2,23,6.21,3.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,,Steve Bono,BonoSt00
94,86,1995,1995-12-11,14,15,33.214,KAN,@,MIA,L 6-13,*,15,37,40.54,180,1,1,53.9,0,0,4.86,4.19,1,11,11.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
95,87,1995,1995-12-17,15,16,33.220,KAN,,DEN,W 20-17,*,23,37,62.16,232,1,0,89.0,1,13,6.27,6.81,2,4,2.00,1,0,0,0,,0,0.0%,,,1,6,1,1,0,0,0,0,,Steve Bono,BonoSt00
96,88,1995,1995-12-24,16,17,33.227,KAN,,SEA,W 26-3,*,15,29,51.72,209,1,1,72.3,1,8,7.21,6.34,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
97,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Steve Bono,BonoSt00
98,89,1996,1996-09-01,1,1,34.113,KAN,@,HOU,W 20-19,*,21,37,56.76,192,2,0,89.0,1,23,5.19,6.27,4,13,3.25,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Steve Bono,BonoSt00
99,90,1996,1996-09-08,2,2,34.120,KAN,,OAK,W 19-3,*,11,19,57.89,135,1,0,97.5,3,14,7.11,8.16,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,,Steve Bono,BonoSt00
100,91,1996,1996-09-15,3,3,34.127,KAN,@,SEA,W 35-17,*,18,27,66.67,185,3,0,123.2,3,19,6.85,9.07,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Steve Bono,BonoSt00
101,92,1996,1996-09-22,4,4,34.134,KAN,,DEN,W 17-14,*,20,35,57.14,242,1,1,76.1,2,11,6.91,6.20,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
102,93,1996,1996-09-29,5,5,34.141,KAN,@,SDG,L 19-22,*,25,54,46.30,280,1,2,53.0,3,23,5.19,3.89,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
103,94,1996,1996-10-07,6,6,34.149,KAN,,PIT,L 7-17,*,18,29,62.07,170,0,2,49.5,0,0,5.86,2.76,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
104,95,1996,1996-10-17,7,8,34.159,KAN,,SEA,W 34-16,*,17,26,65.38,194,1,0,100.5,0,0,7.46,8.23,4,10,2.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
105,96,1996,1996-10-27,8,9,34.169,KAN,@,DEN,L 7-34,*,21,49,42.86,213,0,2,38.9,1,5,4.35,2.51,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
106,97,1996,1996-11-03,9,10,34.176,KAN,@,MIN,W 21-6,*,19,32,59.38,165,0,1,60.0,1,8,5.16,3.75,3,-2,-0.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
107,98,1996,1996-11-10,10,11,34.183,KAN,,GNB,W 27-20,*,9,22,40.91,204,1,0,90.0,1,3,9.27,10.18,4,-2,-0.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
108,99,1996,1996-11-17,11,12,34.190,KAN,,CHI,W 14-10,*,14,24,58.33,154,1,1,74.0,4,33,6.42,5.38,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Steve Bono,BonoSt00
109,100,1996,1996-11-24,12,13,34.197,KAN,,SDG,L 14-28,*,10,23,43.48,106,0,2,21.3,0,0,4.61,0.70,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
110,101,1996,1996-11-28,13,14,,KAN,@,DET,W 28-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
111,102,1996,1996-12-09,14,15,,KAN,@,OAK,L 7-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
112,103,1996,1996-12-15,15,16,34.218,KAN,,IND,L 19-24,,18,33,54.55,194,1,0,82.1,2,14,5.88,6.48,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
113,104,1996,1996-12-22,16,17,34.225,KAN,@,BUF,L 9-20,*,14,28,50.00,138,0,2,34.5,1,8,4.93,1.71,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Steve Bono,BonoSt00
114,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Steve Bono,BonoSt00
115,105,1997,1997-09-01,1,1,,GNB,,CHI,W 38-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
116,106,1997,1997-09-07,2,2,,GNB,@,PHI,L 9-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
117,107,1997,1997-09-14,3,3,,GNB,,MIA,W 23-18,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
118,108,1997,1997-09-21,4,4,,GNB,,MIN,W 38-32,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
119,109,1997,1997-09-28,5,5,,GNB,@,DET,L 15-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
120,110,1997,1997-10-05,6,6,,GNB,,TAM,W 21-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
121,111,1997,1997-10-12,7,7,,GNB,@,CHI,W 24-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
122,112,1997,1997-10-27,8,9,,GNB,@,NWE,W 28-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
123,113,1997,1997-11-02,9,10,,GNB,,DET,W 20-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
124,114,1997,1997-11-09,10,11,,GNB,,STL,W 17-7,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
125,115,1997,1997-11-16,11,12,,GNB,@,IND,L 38-41,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
126,116,1997,1997-11-23,12,13,,GNB,,DAL,W 45-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
127,117,1997,1997-12-01,13,14,,GNB,@,MIN,W 27-11,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
128,118,1997,1997-12-07,14,15,,GNB,@,TAM,W 17-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
129,119,1997,1997-12-14,15,16,35.217,GNB,@,CAR,W 31-10,,0,0,,0,0,0,,0,,,,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Steve Bono,BonoSt00
130,120,1997,1997-12-20,16,17,35.223,GNB,,BUF,W 31-21,,5,10,50.00,29,0,0,56.2,1,15,2.90,2.90,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Steve Bono,BonoSt00
131,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Steve Bono,BonoSt00
132,121,1998,1998-09-06,1,1,,STL,,NOR,L 17-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
133,122,1998,1998-09-13,2,2,,STL,,MIN,L 31-38,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Steve Bono,BonoSt00
