,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 48_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,,
29,29,2011,2011-12-12,13,14,24.034,STL,@,SEA,L 13-30,*,12,29,41.38,193,0,1,49.9,3,26,6.66,5.10,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Sam Bradford,BradSa00
30,30,2011,2011-12-18,14,15,,STL,,CIN,L 13-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Sam Bradford,BradSa00
31,31,2011,2011-12-24,15,16,,STL,@,PIT,L 0-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Sam Bradford,BradSa00
32,32,2011,2012-01-01,16,17,,STL,,SFO,L 27-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Sam Bradford,BradSa00
33,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Sam Bradford,BradSa00
34,33,2012,2012-09-09,1,1,24.306,STL,@,DET,L 23-27,*,17,25,68.00,198,1,0,105.1,4,25,7.92,8.72,2,2,1.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,57,100%,0,0%,0,0%,,Sam Bradford,BradSa00
35,34,2012,2012-09-16,2,2,24.313,STL,,WAS,W 31-28,*,26,35,74.29,310,3,1,117.6,2,9,8.86,9.29,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,68,100%,0,0%,0,0%,,Sam Bradford,BradSa00
36,35,2012,2012-09-23,3,3,24.320,STL,@,CHI,L 6-23,*,18,35,51.43,152,0,2,39.2,6,51,4.34,1.77,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Sam Bradford,BradSa00
37,36,2012,2012-09-30,4,4,24.327,STL,,SEA,W 19-13,*,16,30,53.33,221,0,1,63.3,2,12,7.37,5.87,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Sam Bradford,BradSa00
38,37,2012,2012-10-04,5,5,24.331,STL,,ARI,W 17-3,*,7,21,33.33,141,2,1,69.7,1,10,6.71,6.48,5,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,,Sam Bradford,BradSa00
39,38,2012,2012-10-14,6,6,24.341,STL,@,MIA,L 14-17,*,26,39,66.67,315,0,0,91.3,3,15,8.08,8.08,4,34,8.50,1,0,0,0,,0,0.0%,,,1,6,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Sam Bradford,BradSa00
40,39,2012,2012-10-21,7,7,24.348,STL,,GNB,L 20-30,*,21,34,61.76,255,1,1,82.4,3,9,7.50,6.76,0,0,,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,60,100%,0,0%,0,0%,,Sam Bradford,BradSa00
41,40,2012,2012-10-28,8,8,24.355,STL,,NWE,L 7-45,*,22,30,73.33,205,1,1,88.9,2,25,6.83,6.00,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0,0,0,0,0,0,52,88%,0,0%,0,0%,,Sam Bradford,BradSa00
42,41,2012,2012-11-11,9,10,25.003,STL,@,SFO,T 24-24,*,26,39,66.67,275,2,0,104.1,2,16,7.05,8.08,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,-1,0,84,100%,0,0%,0,0%,,Sam Bradford,BradSa00
43,42,2012,2012-11-18,10,11,25.010,STL,,NYJ,L 13-27,*,23,44,52.27,170,2,1,67.4,1,3,3.86,3.75,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,68,100%,0,0%,0,0%,,Sam Bradford,BradSa00
44,43,2012,2012-11-25,11,12,25.017,STL,@,ARI,W 31-17,*,8,17,47.06,205,2,1,106.2,2,11,12.06,11.76,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,57,98%,0,0%,0,0%,,Sam Bradford,BradSa00
