,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 35_level_0,qb,qb_tag
79,76,1996,1996-11-24,12,13,25.356,CIN,,ATL,W 41-31,*,21,36,58.33,349,4,0,128.1,1,7,9.69,11.92,5,13,2.60,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
80,77,1996,1996-12-01,13,14,25.363,CIN,@,JAX,L 27-30,*,23,39,58.97,313,3,2,88.9,0,0,8.03,7.26,6,50,8.33,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
81,78,1996,1996-12-08,14,15,26.004,CIN,,BAL,W 21-14,*,26,42,61.90,272,2,0,96.5,2,5,6.48,7.43,7,34,4.86,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
82,79,1996,1996-12-15,15,16,26.011,CIN,@,HOU,W 21-13,*,13,23,56.52,158,1,0,92.3,4,32,6.87,7.74,3,19,6.33,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
83,80,1996,1996-12-22,16,17,26.018,CIN,,IND,W 31-24,*,22,37,59.46,284,3,1,99.4,0,0,7.68,8.08,4,31,7.75,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
85,81,1997,1997-08-31,1,1,26.270,CIN,,ARI,W 24-21,*,24,35,68.57,252,1,1,86.8,4,22,7.20,6.49,4,6,1.50,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
86,82,1997,1997-09-07,2,2,26.277,CIN,@,BAL,L 10-23,*,25,45,55.56,317,1,2,66.6,5,34,7.04,5.49,3,34,11.33,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
87,83,1997,1997-09-21,3,4,26.291,CIN,@,DEN,L 20-38,*,20,30,66.67,220,1,0,99.3,4,26,7.33,8.00,4,29,7.25,0,,0,0,1,1,0,0,0,0,,Jeff Blake,BlakJe00
88,84,1997,1997-09-28,4,5,26.298,CIN,,NYJ,L 14-31,*,10,21,47.62,166,2,1,86.6,2,17,7.90,7.67,4,18,4.50,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
89,85,1997,1997-10-05,5,6,26.305,CIN,@,JAX,L 13-21,*,16,27,59.26,232,0,0,87.3,5,32,8.59,8.59,11,75,6.82,1,,1,6,0,,0,0,0,0,,Jeff Blake,BlakJe00
90,86,1997,1997-10-12,6,7,26.312,CIN,@,TEN,L 7-30,*,14,28,50.00,130,0,0,63.1,5,32,4.64,4.64,3,9,3.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
91,87,1997,1997-10-19,7,8,26.319,CIN,,PIT,L 10-26,*,15,29,51.72,178,0,2,42.0,2,13,6.14,3.03,0,0,,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
92,88,1997,1997-10-26,8,9,26.326,CIN,@,NYG,L 27-29,*,17,34,50.00,237,1,1,70.3,2,12,6.97,6.24,2,8,4.00,1,,1,6,2,1,0,0,0,0,,Jeff Blake,BlakJe00
93,89,1997,1997-11-02,9,10,26.333,CIN,,SDG,W 38-31,*,19,32,59.38,172,1,0,84.4,3,10,5.38,6.00,7,21,3.00,1,,1,6,0,,0,0,0,0,,Jeff Blake,BlakJe00
94,90,1997,1997-11-09,10,11,26.340,CIN,@,IND,W 28-13,*,9,15,60.00,63,1,0,91.8,3,16,4.20,5.53,2,22,11.00,0,,0,0,1,0,0,0,0,0,,Jeff Blake,BlakJe00
95,91,1997,1997-11-16,11,12,26.347,CIN,@,PIT,L 3-20,*,15,21,71.43,158,0,0,93.0,4,30,7.52,7.52,5,12,2.40,0,,0,0,3,3,0,0,0,0,,Jeff Blake,BlakJe00
96,92,1997,1997-11-23,12,13,,CIN,,JAX,W 31-26,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
97,93,1997,1997-11-30,13,14,,CIN,@,PHI,L 42-44,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
98,94,1997,1997-12-04,14,15,,CIN,,TEN,W 41-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
99,95,1997,1997-12-14,15,16,,CIN,,DAL,W 31-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
100,96,1997,1997-12-21,16,17,,CIN,,BAL,W 16-14,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
102,97,1998,1998-09-06,1,1,,CIN,,TEN,L 14-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
103,98,1998,1998-09-13,2,2,,CIN,@,DET,W 34-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
104,99,1998,1998-09-20,3,3,27.290,CIN,,GNB,L 6-13,,0,0,,0,0,0,,0,0,,,1,0,0.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
105,100,1998,1998-09-27,4,4,27.297,CIN,@,BAL,L 24-31,,3,6,50.00,89,1,0,135.4,1,8,14.83,18.17,1,9,9.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
106,101,1998,1998-10-11,5,6,,CIN,,PIT,W 25-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
107,102,1998,1998-10-18,6,7,27.318,CIN,@,TEN,L 14-44,,2,3,66.67,10,0,0,71.5,1,2,3.33,3.33,1,5,5.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
108,103,1998,1998-10-25,7,8,27.325,CIN,@,OAK,L 10-27,,1,4,25.00,11,0,1,0.0,2,12,2.75,-8.50,1,2,2.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
109,104,1998,1998-11-01,8,9,,CIN,,DEN,L 26-33,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
110,105,1998,1998-11-08,9,10,,CIN,@,JAX,L 11-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
111,106,1998,1998-11-15,10,11,27.346,CIN,@,MIN,L 3-24,,6,10,60.00,36,0,1,27.5,1,5,3.60,-0.90,2,9,4.50,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
112,107,1998,1998-11-22,11,12,,CIN,,BAL,L 13-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
113,108,1998,1998-11-29,12,13,,CIN,,JAX,L 17-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Jeff Blake,BlakJe00
114,109,1998,1998-12-06,13,14,28.002,CIN,,BUF,L 20-33,,3,5,60.00,46,0,0,90.4,3,13,9.20,9.20,1,5,5.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
115,110,1998,1998-12-13,14,15,28.009,CIN,@,IND,L 26-39,*,16,29,55.17,180,1,0,85.4,3,19,6.21,6.90,2,24,12.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
116,111,1998,1998-12-20,15,16,28.016,CIN,@,PIT,W 25-24,*,20,36,55.56,367,1,1,88.5,4,20,10.19,9.50,6,49,8.17,0,,0,0,1,0,0,0,0,0,,Jeff Blake,BlakJe00
117,112,1998,1998-12-27,16,17,,CIN,,TAM,L 0-35,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Blake,BlakJe00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
119,113,1999,1999-09-12,1,1,28.282,CIN,@,TEN,L 35-36,*,18,31,58.06,182,2,2,69.6,1,0,5.87,4.26,11,90,8.18,0,,0,0,1,0,0,1,0,0,,Jeff Blake,BlakJe00
120,114,1999,1999-09-19,2,2,28.289,CIN,,SDG,L 7-34,*,7,16,43.75,68,1,0,77.1,1,18,4.25,5.50,3,6,2.00,0,,0,0,2,0,0,0,-8,0,,Jeff Blake,BlakJe00
121,115,1999,1999-09-26,3,3,28.296,CIN,@,CAR,L 3-27,*,24,43,55.81,251,0,1,63.2,3,8,5.84,4.79,4,9,2.25,0,,0,0,1,0,0,1,-3,0,,Jeff Blake,BlakJe00
122,116,1999,1999-10-03,4,4,28.303,CIN,,STL,L 10-38,*,12,23,52.17,114,0,0,66.2,3,26,4.96,4.96,2,14,7.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
123,117,1999,1999-10-10,5,5,,CIN,@,CLE,W 18-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
124,118,1999,1999-10-17,6,6,,CIN,,PIT,L 3-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
125,119,1999,1999-10-24,7,7,28.324,CIN,@,IND,L 10-31,,5,7,71.43,52,1,0,132.1,0,0,7.43,10.29,1,12,12.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
126,120,1999,1999-10-31,8,8,28.331,CIN,,JAX,L 10-41,,13,23,56.52,155,1,0,91.8,0,0,6.74,7.61,2,10,5.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
127,121,1999,1999-11-07,9,9,28.338,CIN,@,SEA,L 20-37,*,18,35,51.43,287,1,2,64.8,1,8,8.20,6.20,5,34,6.80,1,,1,6,1,0,0,1,0,0,,Jeff Blake,BlakJe00
128,122,1999,1999-11-14,10,10,28.345,CIN,,TEN,L 14-24,*,18,32,56.25,236,1,0,90.1,7,39,7.38,8.00,5,34,6.80,0,,0,0,2,2,0,0,0,0,,Jeff Blake,BlakJe00
129,123,1999,1999-11-21,11,11,28.352,CIN,,BAL,L 31-34,*,20,39,51.28,246,3,2,75.4,0,0,6.31,5.54,5,27,5.40,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
130,124,1999,1999-11-28,12,12,28.359,CIN,@,PIT,W 27-20,*,15,28,53.57,241,1,1,79.6,2,6,8.61,7.71,11,25,2.27,1,,1,6,1,0,0,1,0,0,,Jeff Blake,BlakJe00
131,125,1999,1999-12-05,13,13,29.001,CIN,,SFO,W 44-30,*,21,30,70.00,334,4,0,146.4,2,9,11.13,13.80,3,18,6.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
132,126,1999,1999-12-12,14,14,29.008,CIN,,CLE,W 44-28,*,11,22,50.00,176,1,0,92.2,0,0,8.00,8.91,4,28,7.00,0,,0,0,2,0,0,2,-5,0,,Jeff Blake,BlakJe00
133,127,1999,1999-12-26,15,16,29.022,CIN,@,BAL,L 0-22,*,20,37,54.05,187,0,2,45.7,7,39,5.05,2.62,4,22,5.50,0,,0,0,2,1,0,1,0,0,,Jeff Blake,BlakJe00
134,128,1999,2000-01-02,16,17,29.029,CIN,@,JAX,L 7-24,*,13,23,56.52,141,0,2,38.5,3,15,6.13,2.22,3,3,1.00,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
136,129,2000,2000-09-03,1,1,29.274,NOR,,DET,L 10-14,*,18,34,52.94,169,0,1,54.7,5,23,4.97,3.65,5,22,4.40,0,,0,0,1,0,0,1,-1,0,,Jeff Blake,BlakJe00
137,130,2000,2000-09-10,2,2,29.281,NOR,@,SDG,W 28-27,*,33,46,71.74,259,3,2,88.9,0,0,5.63,4.98,6,13,2.17,0,,0,0,2,1,0,1,0,0,,Jeff Blake,BlakJe00
138,131,2000,2000-09-17,3,3,29.288,NOR,@,SEA,L 10-20,*,14,24,58.33,159,1,0,92.2,2,12,6.63,7.46,2,10,5.00,0,,0,0,1,0,0,1,0,0,,Jeff Blake,BlakJe00
139,132,2000,2000-09-24,4,4,29.295,NOR,,PHI,L 7-21,*,18,38,47.37,163,0,2,37.5,5,22,4.29,1.92,4,38,9.50,1,,1,6,0,,0,0,0,0,,Jeff Blake,BlakJe00
140,133,2000,2000-10-08,5,6,29.309,NOR,@,CHI,W 31-10,*,18,25,72.00,232,3,1,123.7,2,15,9.28,9.88,12,66,5.50,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
141,134,2000,2000-10-15,6,7,29.316,NOR,,CAR,W 24-6,*,11,23,47.83,161,1,0,85.6,1,13,7.00,7.87,4,9,2.25,0,,0,0,3,2,0,0,-1,0,,Jeff Blake,BlakJe00
142,135,2000,2000-10-22,7,8,29.323,NOR,@,ATL,W 21-19,*,19,31,61.29,209,0,1,67.8,1,3,6.74,5.29,6,26,4.33,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
143,136,2000,2000-10-29,8,9,29.330,NOR,@,ARI,W 21-10,*,16,26,61.54,167,1,1,76.9,2,9,6.42,5.46,6,16,2.67,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
144,137,2000,2000-11-05,9,10,29.337,NOR,,SFO,W 31-15,*,21,27,77.78,288,3,0,148.1,4,39,10.67,12.89,6,23,3.83,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
145,138,2000,2000-11-12,10,11,29.344,NOR,@,CAR,W 20-10,*,14,23,60.87,179,1,1,81.6,2,14,7.78,6.70,6,20,3.33,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
146,139,2000,2000-11-19,11,12,29.351,NOR,,OAK,L 22-31,*,2,5,40.00,39,0,0,67.9,0,0,7.80,7.80,0,0,,0,,0,0,0,,0,0,0,0,,Jeff Blake,BlakJe00
147,140,2000,2000-11-26,12,13,,NOR,@,STL,W 31-24,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Blake,BlakJe00
148,141,2000,2000-12-03,13,14,,NOR,,DEN,L 23-38,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Blake,BlakJe00
149,142,2000,2000-12-10,14,15,,NOR,@,SFO,W 31-27,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Blake,BlakJe00
150,143,2000,2000-12-17,15,16,,NOR,,ATL,W 23-7,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Blake,BlakJe00
151,144,2000,2000-12-24,16,17,,NOR,,STL,L 21-26,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Jeff Blake,BlakJe00
152,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Jeff Blake,BlakJe00
153,145,2001,2001-09-09,1,1,,NOR,@,BUF,W 24-6,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
154,146,2001,2001-09-30,2,3,,NOR,@,NYG,L 13-21,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
155,147,2001,2001-10-07,3,4,,NOR,,MIN,W 28-15,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
156,148,2001,2001-10-14,4,5,,NOR,@,CAR,W 27-25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
157,149,2001,2001-10-21,5,6,,NOR,,ATL,L 13-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
158,150,2001,2001-10-28,6,7,,NOR,@,STL,W 34-31,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
159,151,2001,2001-11-04,7,8,,NOR,,NYJ,L 9-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
160,152,2001,2001-11-11,8,9,,NOR,@,SFO,L 27-28,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
161,153,2001,2001-11-18,9,10,,NOR,,IND,W 34-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
162,154,2001,2001-11-25,10,11,,NOR,@,NWE,L 17-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
163,155,2001,2001-12-02,11,12,,NOR,,CAR,W 27-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
164,156,2001,2001-12-09,12,13,,NOR,@,ATL,W 28-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Jeff Blake,BlakJe00
