,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Unnamed: 36_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 54_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,,
94,90,2016,2016-11-20,10,11,29.022,CIN,,BUF,L 12-16,*,24,43,55.81,207,1,2,57.0,1,0,4.81,3.19,4,10,2.50,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,1,0,0,0,0,0,73,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
95,91,2016,2016-11-27,11,12,29.029,CIN,@,BAL,L 14-19,*,26,48,54.17,283,1,0,78.7,3,22,5.90,6.31,3,14,4.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,4,2,0,0,-3,0,75,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
96,92,2016,2016-12-04,12,13,29.036,CIN,,PHI,W 32-14,*,23,31,74.19,332,2,0,130.0,0,0,10.71,12.00,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
97,93,2016,2016-12-11,13,14,29.043,CIN,@,CLE,W 23-10,*,20,28,71.43,180,2,0,112.2,4,33,6.43,7.86,2,17,8.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,71,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
98,94,2016,2016-12-18,14,15,29.050,CIN,,PIT,L 20-24,*,16,27,59.26,157,0,1,60.3,1,11,5.81,4.15,1,1,1.00,1,0,0,0,,0,0.0%,,,1,6,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
99,95,2016,2016-12-24,15,16,29.056,CIN,@,HOU,L 10-12,*,28,41,68.29,268,1,1,84.2,3,24,6.54,5.93,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
100,96,2016,2017-01-01,16,17,29.064,CIN,,BAL,W 27-10,*,18,28,64.29,226,1,0,101.2,1,8,8.07,8.79,4,4,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Andy Dalton,DaltAn00
102,97,2017,2017-09-10,1,1,29.316,CIN,,BAL,L 0-20,*,16,31,51.61,170,0,4,28.4,5,26,5.48,-0.32,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,61,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
103,98,2017,2017-09-14,2,2,29.320,CIN,,HOU,L 9-13,*,20,35,57.14,224,0,0,76.4,3,11,6.40,6.40,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,64,100%,0,0%,0,0%,,Andy Dalton,DaltAn00
