,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 42_level_0,qb,qb_tag
71,68,2003,2003-09-28,4,4,27.188,NOR,,IND,L 21-55,*,16,28,57.14,166,0,2,44.6,2,20,5.93,2.71,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,2,2,0,0,0,0,,Aaron Brooks,BrooAa00
72,69,2003,2003-10-05,5,5,27.195,NOR,@,CAR,L 13-19,*,16,31,51.61,189,1,1,67.8,0,0,6.10,5.29,4,23,5.75,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,-9,0,,Aaron Brooks,BrooAa00
73,70,2003,2003-10-12,6,6,27.202,NOR,,CHI,W 20-13,*,14,29,48.28,153,2,0,87.3,0,0,5.28,6.66,5,14,2.80,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
74,71,2003,2003-10-19,7,7,27.209,NOR,@,ATL,W 45-17,*,23,30,76.67,352,3,0,148.2,2,9,11.73,13.73,4,14,3.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
75,72,2003,2003-10-26,8,8,27.216,NOR,,CAR,L 20-23,*,20,33,60.61,187,2,1,83.8,3,11,5.67,5.52,2,3,1.50,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Aaron Brooks,BrooAa00
76,73,2003,2003-11-02,9,9,27.223,NOR,@,TAM,W 17-14,*,13,29,44.83,142,1,1,57.0,1,9,4.90,4.03,1,15,15.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
77,74,2003,2003-11-16,10,11,27.237,NOR,,ATL,W 23-20,*,21,37,56.76,228,0,2,52.5,7,35,6.16,3.73,8,37,4.63,0,1,0,0,,0,0.0%,0.00,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
78,75,2003,2003-11-23,11,12,27.244,NOR,@,PHI,L 20-33,*,24,39,61.54,287,1,0,92.6,2,20,7.36,7.87,4,7,1.75,0,0,0,0,,0,0.0%,,,0,0,2,0,0,0,0,0,,Aaron Brooks,BrooAa00
79,76,2003,2003-11-30,12,13,27.251,NOR,@,WAS,W 24-20,*,14,30,46.67,121,1,0,68.9,0,0,4.03,4.70,6,11,1.83,2,0,0,0,,0,0.0%,,,2,12,0,,0,0,0,0,,Aaron Brooks,BrooAa00
80,77,2003,2003-12-07,13,14,27.258,NOR,,TAM,L 7-14,*,20,30,66.67,238,1,0,101.8,7,36,7.93,8.60,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,4,3,0,0,0,0,,Aaron Brooks,BrooAa00
81,78,2003,2003-12-14,14,15,27.265,NOR,,NYG,W 45-7,*,26,35,74.29,296,5,0,138.8,0,0,8.46,11.31,3,11,3.67,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-6,0,,Aaron Brooks,BrooAa00
82,79,2003,2003-12-21,15,16,27.272,NOR,@,JAX,L 19-20,*,22,38,57.89,296,2,0,100.3,1,7,7.79,8.84,2,6,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
83,80,2003,2003-12-28,16,17,27.279,NOR,,DAL,W 13-7,*,15,32,46.88,243,1,0,83.2,2,10,7.59,8.22,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Aaron Brooks,BrooAa00
85,81,2004,2004-09-12,1,1,28.172,NOR,,SEA,L 7-21,*,18,37,48.65,223,1,1,65.5,2,16,6.03,5.35,2,16,8.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
86,82,2004,2004-09-19,2,2,28.179,NOR,,SFO,W 30-27,*,25,34,73.53,279,3,0,127.0,3,23,8.21,9.97,6,4,0.67,0,0,0,0,,0,0.0%,,,0,0,3,0,0,2,-4,0,,Aaron Brooks,BrooAa00
87,83,2004,2004-09-26,3,3,28.186,NOR,@,STL,W 28-25,*,24,41,58.54,316,1,0,91.1,1,0,7.71,8.20,6,24,4.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
88,84,2004,2004-10-03,4,4,28.193,NOR,@,ARI,L 10-34,*,24,40,60.00,242,0,0,77.3,1,4,6.05,6.05,3,13,4.33,0,0,0,0,,0,0.0%,,,0,0,2,1,0,1,0,0,,Aaron Brooks,BrooAa00
89,85,2004,2004-10-10,5,5,28.200,NOR,,TAM,L 17-20,*,11,23,47.83,106,2,1,72.0,0,0,4.61,4.39,3,15,5.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
90,86,2004,2004-10-17,6,6,28.207,NOR,,MIN,L 31-38,*,22,38,57.89,249,1,1,75.4,3,23,6.55,5.89,3,25,8.33,1,0,0,0,,0,0.0%,,,1,6,1,0,0,0,0,0,,Aaron Brooks,BrooAa00
91,87,2004,2004-10-24,7,7,28.214,NOR,@,OAK,W 31-26,*,23,39,58.97,282,1,0,89.9,1,2,7.23,7.74,3,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
92,88,2004,2004-11-07,8,9,28.228,NOR,@,SDG,L 17-43,*,16,29,55.17,173,1,1,70.0,3,8,5.97,5.10,2,-8,-4.00,0,1,1,1,1.00,0,100.0%,1.00,,0,0,2,1,0,0,0,0,,Aaron Brooks,BrooAa00
93,89,2004,2004-11-14,9,10,28.235,NOR,,KAN,W 27-20,*,15,27,55.56,259,1,1,85.3,4,19,9.59,8.67,4,1,0.25,1,0,0,0,,0,0.0%,,,1,6,1,0,0,1,-5,0,,Aaron Brooks,BrooAa00
94,90,2004,2004-11-21,10,11,28.242,NOR,,DEN,L 13-34,*,34,60,56.67,377,1,3,60.2,2,15,6.28,4.37,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
95,91,2004,2004-11-28,11,12,28.249,NOR,@,ATL,L 21-24,*,19,34,55.88,189,1,2,57.1,4,24,5.56,3.50,3,10,3.33,1,0,0,0,,0,0.0%,,,1,6,1,0,0,0,0,0,,Aaron Brooks,BrooAa00
96,92,2004,2004-12-05,12,13,28.256,NOR,,CAR,L 21-32,*,20,40,50.00,251,3,2,74.1,1,1,6.28,5.53,4,8,2.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,-3,0,,Aaron Brooks,BrooAa00
97,93,2004,2004-12-12,13,14,28.263,NOR,@,DAL,W 27-13,*,18,31,58.06,252,1,2,68.2,2,13,8.13,5.87,5,18,3.60,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
98,94,2004,2004-12-19,14,15,28.270,NOR,@,TAM,W 21-17,*,14,21,66.67,169,2,0,122.9,7,37,8.05,9.95,3,17,5.67,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,,Aaron Brooks,BrooAa00
99,95,2004,2004-12-26,15,16,28.277,NOR,,ATL,W 26-13,*,12,24,50.00,227,1,2,62.3,4,18,9.46,6.54,5,12,2.40,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Aaron Brooks,BrooAa00
100,96,2004,2005-01-02,16,17,28.284,NOR,@,CAR,W 21-18,*,14,24,58.33,216,1,0,102.1,3,20,9.00,9.83,5,11,2.20,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,,Aaron Brooks,BrooAa00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Aaron Brooks,BrooAa00
102,97,2005,2005-09-11,1,1,29.171,NOR,@,CAR,W 23-20,*,18,24,75.00,192,0,0,97.9,1,2,8.00,8.00,3,32,10.67,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Aaron Brooks,BrooAa00
103,98,2005,2005-09-19,2,2,29.179,NOR,,NYG,L 10-27,*,27,45,60.00,375,1,3,66.4,4,25,8.33,5.78,3,10,3.33,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,-10,0,,Aaron Brooks,BrooAa00
104,99,2005,2005-09-25,3,3,29.185,NOR,@,MIN,L 16-33,*,12,32,37.50,199,1,2,43.6,3,17,6.22,4.03,3,29,9.67,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
105,100,2005,2005-10-02,4,4,29.192,NOR,,BUF,W 19-7,*,15,26,57.69,172,0,0,77.7,1,6,6.62,6.62,7,33,4.71,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Aaron Brooks,BrooAa00
106,101,2005,2005-10-09,5,5,29.199,NOR,@,GNB,L 3-52,*,9,22,40.91,146,0,2,25.9,2,6,6.64,2.55,2,32,16.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
107,102,2005,2005-10-16,6,6,29.206,NOR,,ATL,L 31-34,*,22,33,66.67,259,2,1,97.9,2,14,7.85,7.70,3,28,9.33,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
108,103,2005,2005-10-23,7,7,29.213,NOR,@,STL,L 17-28,*,18,39,46.15,230,2,1,71.5,4,17,5.90,5.77,3,28,9.33,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
109,104,2005,2005-10-30,8,8,29.220,NOR,,MIA,L 6-21,*,14,31,45.16,181,0,1,50.6,6,68,5.84,4.39,6,34,5.67,0,0,0,0,,0,0.0%,,,0,0,2,0,0,2,-2,0,,Aaron Brooks,BrooAa00
110,105,2005,2005-11-06,9,9,29.227,NOR,,CHI,L 17-20,*,16,26,61.54,170,1,2,61.4,3,20,6.54,3.85,3,-6,-2.00,1,0,0,0,,0,0.0%,,,1,6,0,,0,0,0,0,,Aaron Brooks,BrooAa00
111,106,2005,2005-11-20,10,11,29.241,NOR,@,NWE,L 17-24,*,27,50,54.00,343,2,1,80.7,1,5,6.86,6.76,3,30,10.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
112,107,2005,2005-11-27,11,12,29.248,NOR,@,NYJ,W 21-19,*,17,23,73.91,181,3,0,136.1,1,9,7.87,10.48,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
113,108,2005,2005-12-04,12,13,29.255,NOR,,TAM,L 3-10,*,18,34,52.94,215,0,4,33.0,2,1,6.32,1.03,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
114,109,2005,2005-12-12,13,14,29.263,NOR,@,ATL,L 17-36,*,27,46,58.70,219,1,0,78.1,3,12,4.76,5.20,4,24,6.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
115,110,2005,2005-12-18,14,15,,NOR,,CAR,L 10-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Aaron Brooks,BrooAa00
116,111,2005,2005-12-24,15,16,,NOR,,DET,L 12-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Aaron Brooks,BrooAa00
117,112,2005,2006-01-01,16,17,,NOR,@,TAM,L 13-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Aaron Brooks,BrooAa00
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Aaron Brooks,BrooAa00
119,113,2006,2006-09-11,1,1,30.171,OAK,,SDG,L 0-27,*,6,14,42.86,68,0,0,58.0,7,43,4.86,4.86,3,27,9.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
120,114,2006,2006-09-17,2,2,30.177,OAK,@,BAL,L 6-28,*,0,0,,0,0,0,,,,,,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,2,0,0,0,-2,0,,Aaron Brooks,BrooAa00
121,115,2006,2006-10-01,3,4,,OAK,,CLE,L 21-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Aaron Brooks,BrooAa00
122,116,2006,2006-10-08,4,5,,OAK,@,SFO,L 20-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Aaron Brooks,BrooAa00
123,117,2006,2006-10-15,5,6,,OAK,@,DEN,L 3-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Aaron Brooks,BrooAa00
124,118,2006,2006-10-22,6,7,,OAK,,ARI,W 22-9,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Aaron Brooks,BrooAa00
125,119,2006,2006-10-29,7,8,,OAK,,PIT,W 20-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Aaron Brooks,BrooAa00
126,120,2006,2006-11-06,8,9,,OAK,@,SEA,L 0-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Aaron Brooks,BrooAa00
127,121,2006,2006-11-12,9,10,,OAK,,DEN,L 13-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Aaron Brooks,BrooAa00
128,122,2006,2006-11-19,10,11,30.240,OAK,@,KAN,L 13-17,*,13,22,59.09,179,1,1,81.4,0,0,8.14,7.00,5,34,6.80,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,-7,0,,Aaron Brooks,BrooAa00
129,123,2006,2006-11-26,11,12,30.247,OAK,@,SDG,L 14-21,*,17,30,56.67,187,1,2,58.6,5,26,6.23,3.90,4,29,7.25,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
130,124,2006,2006-12-03,12,13,30.254,OAK,,HOU,L 14-23,*,25,42,59.52,238,0,2,55.5,5,49,5.67,3.52,3,13,4.33,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
131,125,2006,2006-12-10,13,14,30.261,OAK,@,CIN,L 10-27,*,23,39,58.97,199,1,1,70.4,4,21,5.10,4.46,2,11,5.50,0,0,0,0,,0,0.0%,,,0,0,1,0,0,1,0,0,,Aaron Brooks,BrooAa00
132,126,2006,2006-12-17,14,15,30.268,OAK,,STL,L 0-20,*,11,19,57.89,98,0,1,49.9,3,20,5.16,2.79,2,10,5.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,Aaron Brooks,BrooAa00
133,127,2006,2006-12-23,15,16,,OAK,,KAN,L 9-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Aaron Brooks,BrooAa00
134,128,2006,2006-12-31,16,17,30.282,OAK,@,NYJ,L 3-23,*,15,26,57.69,136,0,1,55.9,2,15,5.23,3.50,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,Aaron Brooks,BrooAa00
135,,,93 Games,,,,,,,40-53-0,,1673,2963,56.46,20261,123,92,78.5,235,1454,6.84,6.27,362,1534,4.24,13,3,1,1,1.00,0,33.3%,0.33,2,13,82,64,20,0,18,-117,0,,Aaron Brooks,BrooAa00
