,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
23,22,1991,1991-09-08,2,2,,ATL,,MIN,L 19-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
24,23,1991,1991-09-15,3,3,,ATL,@,SDG,W 13-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
25,24,1991,1991-09-22,4,4,,ATL,,RAI,W 21-17,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
26,25,1991,1991-09-29,5,5,,ATL,,NOR,L 6-27,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
27,26,1991,1991-10-13,6,7,,ATL,@,SFO,W 39-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
28,27,1991,1991-10-20,7,8,,ATL,@,PHO,L 10-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Billy Joe Tolliver,TollBi00
29,28,1991,1991-10-27,8,9,25.262,ATL,,RAM,W 31-14,,5,5,100.00,45,0,0,104.2,1,4,9.00,9.00,2,8,4.00,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
30,29,1991,1991-11-03,9,10,25.269,ATL,,SFO,W 17-14,,11,22,50.00,120,2,0,96.8,0,0,5.45,7.27,2,3,1.50,0,0,0,1,,0,0,0,0,,Billy Joe Tolliver,TollBi00
31,30,1991,1991-11-10,10,11,25.276,ATL,@,WAS,L 17-56,*,14,31,45.16,243,2,1,80.4,5,23,7.84,7.68,1,0,0.00,0,0,0,2,,0,0,-4,0,,Billy Joe Tolliver,TollBi00
32,31,1991,1991-11-17,11,12,25.283,ATL,,TAM,W 43-7,,1,2,50.00,24,0,0,93.7,0,0,12.00,12.00,0,0,,0,0,0,0,,0,0,0,0,,Billy Joe Tolliver,TollBi00
