,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Unnamed: 36_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 54_level_0,qb,qb_tag
134,128,2016,2017-01-01,16,17,28.329,DET,,GNB,L 24-31,*,26,41,63.41,347,2,1,96.3,2,15,8.46,8.34,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
135,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matthew Stafford,StafMa00
136,129,2017,2017-09-10,1,1,29.215,DET,,ARI,W 35-23,*,29,41,70.73,292,4,1,113.1,1,7,7.12,7.98,2,14,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,71,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
137,130,2017,2017-09-18,2,2,29.223,DET,@,NYG,W 24-10,*,15,21,71.43,122,2,0,117.6,3,3,5.81,7.71,3,23,7.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,62,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
138,131,2017,2017-09-24,3,3,29.229,DET,,ATL,L 26-30,*,25,45,55.56,264,1,0,80.2,2,11,5.87,6.31,2,19,9.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,70,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
139,132,2017,2017-10-01,4,4,29.236,DET,@,MIN,W 14-7,*,19,31,61.29,209,0,0,81.2,6,55,6.74,6.74,3,-3,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,70,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
140,133,2017,2017-10-08,5,5,29.243,DET,,CAR,L 24-27,*,23,35,65.71,229,2,0,103.2,6,37,6.54,7.69,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,2,1,0,0,0,0,61,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
141,134,2017,2017-10-15,6,6,29.250,DET,@,NOR,L 38-52,*,25,52,48.08,312,3,3,62.3,5,31,6.00,4.56,2,4,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,2,0,0,0,0,81,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
142,135,2017,2017-10-29,7,8,29.264,DET,,PIT,L 15-20,*,27,45,60.00,423,0,0,91.2,2,12,9.40,9.40,1,11,11.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,71,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
143,136,2017,2017-11-06,8,9,29.272,DET,@,GNB,W 30-17,*,26,33,78.79,361,2,0,132.4,1,8,10.94,12.15,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
144,137,2017,2017-11-12,9,10,29.278,DET,,CLE,W 38-24,*,17,26,65.38,249,3,1,118.9,4,8,9.58,10.15,4,17,4.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,52,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
145,138,2017,2017-11-19,10,11,29.285,DET,@,CHI,W 27-24,*,21,31,67.74,299,2,0,120.2,3,12,9.65,10.94,3,3,1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,63,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
146,139,2017,2017-11-23,11,12,29.289,DET,,MIN,L 23-30,*,20,35,57.14,250,2,1,86.6,3,14,7.14,7.00,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,1,-3,0,59,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
147,140,2017,2017-12-03,12,13,29.299,DET,@,BAL,L 20-44,*,24,29,82.76,292,1,1,105.7,3,22,10.07,9.21,3,2,0.67,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,1,-10,0,54,86%,0,0%,0,0%,,Matthew Stafford,StafMa00
148,141,2017,2017-12-10,13,14,29.306,DET,@,TAM,W 24-21,*,36,44,81.82,381,1,2,91.4,0,0,8.66,7.07,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
149,142,2017,2017-12-16,14,15,29.312,DET,,CHI,W 20-10,*,25,33,75.76,237,2,0,115.3,4,35,7.18,8.39,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,63,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
150,143,2017,2017-12-24,15,16,29.320,DET,@,CIN,L 17-26,*,19,35,54.29,203,1,1,69.1,2,14,5.80,5.09,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
151,144,2017,2017-12-31,16,17,29.327,DET,,GNB,W 35-11,*,20,29,68.97,323,3,0,140.4,2,18,11.14,13.21,2,2,1.00,0,0,0,0,,0,0.0%,,1,0,2,0.0,0,0,0,,,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
152,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matthew Stafford,StafMa00
153,145,2018,2018-09-10,1,1,30.215,DET,,NYJ,L 17-48,*,27,46,58.70,286,1,4,47.9,0,0,6.22,2.74,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,89%,0,0%,0,0%,,Matthew Stafford,StafMa00
154,146,2018,2018-09-16,2,2,30.221,DET,@,SFO,L 27-30,*,34,53,64.15,347,3,0,101.7,2,18,6.55,7.68,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,77,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
155,147,2018,2018-09-23,3,3,30.228,DET,,NWE,W 26-10,*,27,36,75.00,262,2,1,101.9,1,7,7.28,7.14,1,10,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
156,148,2018,2018-09-30,4,4,30.235,DET,@,DAL,L 24-26,*,24,30,80.00,307,2,0,131.5,3,21,10.23,11.57,2,5,2.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,54,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
157,149,2018,2018-10-07,5,5,30.242,DET,,GNB,W 31-23,*,14,26,53.85,183,2,0,101.9,3,13,7.04,8.58,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,62,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
158,150,2018,2018-10-21,6,7,30.256,DET,@,MIA,W 32-21,*,18,22,81.82,217,2,0,138.1,1,8,9.86,11.68,4,9,2.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,0,0,0,64,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
159,151,2018,2018-10-28,7,8,30.263,DET,,SEA,L 14-28,*,27,40,67.50,310,2,1,96.9,3,13,7.75,7.63,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,59,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
160,152,2018,2018-11-04,8,9,30.270,DET,@,MIN,L 9-24,*,25,36,69.44,199,0,0,83.0,10,56,5.53,5.53,5,6,1.20,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,70,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
161,153,2018,2018-11-11,9,10,30.277,DET,@,CHI,L 22-34,*,25,42,59.52,274,2,2,74.9,6,45,6.52,5.33,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,0,0,1,0,0,78,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
162,154,2018,2018-11-18,10,11,30.284,DET,,CAR,W 20-19,*,23,37,62.16,220,1,0,87.7,1,5,5.95,6.49,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
163,155,2018,2018-11-22,11,12,30.288,DET,,CHI,L 16-23,*,28,38,73.68,236,0,2,67.4,2,14,6.21,3.84,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
164,156,2018,2018-12-02,12,13,30.298,DET,,LAR,L 16-30,*,20,33,60.61,245,1,1,81.0,4,37,7.42,6.67,1,2,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,1,1,0,0,0,0,72,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
165,157,2018,2018-12-09,13,14,30.305,DET,@,ARI,W 17-3,*,15,23,65.22,101,0,0,74.7,1,5,4.39,4.39,1,7,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
166,158,2018,2018-12-16,14,15,30.312,DET,@,BUF,L 13-14,*,22,29,75.86,208,1,0,106.7,0,0,7.17,7.86,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,57,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
167,159,2018,2018-12-23,15,16,30.319,DET,,MIN,L 9-27,*,18,32,56.25,116,0,0,64.1,2,11,3.63,3.63,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,60,80%,0,0%,0,0%,,Matthew Stafford,StafMa00
168,160,2018,2018-12-30,16,17,30.326,DET,@,GNB,W 31-0,*,20,32,62.50,266,2,0,109.6,1,2,8.31,9.56,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,,,0,0,0,0,0,0,73,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
169,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matthew Stafford,StafMa00
170,161,2019,2019-09-08,1,1,31.213,DET,@,ARI,T 27-27,*,27,45,60.00,385,3,0,110.0,3,24,8.56,9.89,3,22,7.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,2,1,0,0,0,0,84,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
171,162,2019,2019-09-15,2,2,31.220,DET,,LAC,W 13-10,*,22,30,73.33,245,2,2,91.7,0,0,8.17,6.50,4,13,3.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
172,163,2019,2019-09-22,3,3,31.227,DET,@,PHI,W 27-24,*,18,32,56.25,201,1,0,85.5,0,0,6.28,6.91,3,1,0.33,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
173,164,2019,2019-09-29,4,4,31.234,DET,,KAN,L 30-34,*,21,34,61.76,291,3,0,118.6,4,30,8.56,10.32,2,18,9.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,76,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
174,165,2019,2019-10-14,5,6,31.249,DET,@,GNB,L 22-23,*,18,32,56.25,265,0,0,83.5,3,22,8.28,8.28,3,9,3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,-5,0,55,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
175,166,2019,2019-10-20,6,7,31.255,DET,,MIN,L 30-42,*,30,45,66.67,364,4,1,111.7,2,12,8.09,8.87,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
176,167,2019,2019-10-27,7,8,31.262,DET,,NYG,W 31-26,*,25,32,78.13,342,3,1,129.4,4,26,10.69,11.16,2,-3,-1.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,62,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
177,168,2019,2019-11-03,8,9,31.269,DET,@,OAK,L 24-31,*,26,41,63.41,406,3,1,110.4,2,23,9.90,10.27,3,6,2.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,-5,0,69,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
178,169,2019,2019-11-10,9,10,,DET,@,CHI,L 13-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matthew Stafford,StafMa00
179,170,2019,2019-11-17,10,11,,DET,,DAL,L 27-35,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matthew Stafford,StafMa00
180,171,2019,2019-11-24,11,12,,DET,@,WAS,L 16-19,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matthew Stafford,StafMa00
181,172,2019,2019-11-28,12,13,,DET,,CHI,L 20-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matthew Stafford,StafMa00
182,173,2019,2019-12-08,13,14,,DET,@,MIN,L 7-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matthew Stafford,StafMa00
183,174,2019,2019-12-15,14,15,,DET,,TAM,L 17-38,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Matthew Stafford,StafMa00
184,175,2019,2019-12-22,15,16,,DET,@,DEN,L 17-27,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matthew Stafford,StafMa00
185,176,2019,2019-12-29,16,17,,DET,,GNB,L 20-23,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Matthew Stafford,StafMa00
186,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matthew Stafford,StafMa00
187,177,2020,2020-09-13,1,1,32.219,DET,,CHI,L 23-27,*,24,42,57.14,297,1,1,77.2,1,9,7.07,6.48,5,23,4.60,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,78,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
188,178,2020,2020-09-20,2,2,32.226,DET,@,GNB,L 21-42,*,20,33,60.61,244,2,1,91.0,4,26,7.39,7.24,1,4,4.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
189,179,2020,2020-09-27,3,3,32.233,DET,@,ARI,W 26-23,*,22,31,70.97,270,2,0,119.0,4,38,8.71,10.00,1,-3,-3.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
190,180,2020,2020-10-04,4,4,32.240,DET,,NOR,L 29-35,*,17,31,54.84,206,3,1,94.3,3,15,6.65,7.13,3,21,7.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
191,181,2020,2020-10-18,5,6,32.254,DET,@,JAX,W 34-16,*,19,31,61.29,223,1,1,80.4,0,0,7.19,6.39,5,14,2.80,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
192,182,2020,2020-10-25,6,7,32.261,DET,@,ATL,W 23-22,*,25,36,69.44,340,1,0,108.6,2,18,9.44,10.00,1,8,8.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,61,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
193,183,2020,2020-11-01,7,8,32.268,DET,,IND,L 21-41,*,24,42,57.14,336,3,1,96.9,5,39,8.00,8.36,1,10,10.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,61,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
194,184,2020,2020-11-08,8,9,32.275,DET,@,MIN,L 20-34,*,23,32,71.88,211,1,2,73.8,2,13,6.59,4.41,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,80%,0,0%,0,0%,,Matthew Stafford,StafMa00
195,185,2020,2020-11-15,9,10,32.282,DET,,WAS,W 30-27,*,24,33,72.73,276,3,0,127.8,1,9,8.36,10.18,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
196,186,2020,2020-11-22,10,11,32.289,DET,@,CAR,L 0-20,*,18,33,54.55,178,0,0,70.0,5,33,5.39,5.39,4,5,1.25,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
197,187,2020,2020-11-26,11,12,32.293,DET,,HOU,L 25-41,*,28,42,66.67,295,1,1,84.9,4,16,7.02,6.43,1,3,3.00,0,1,0,0,,0,0.0%,0.00,,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,82,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
198,188,2020,2020-12-06,12,13,32.303,DET,@,CHI,W 34-30,*,27,42,64.29,402,3,1,109.4,2,2,9.57,9.93,2,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
199,189,2020,2020-12-13,13,14,32.310,DET,,GNB,L 24-31,*,24,34,70.59,244,1,0,100.6,4,31,7.18,7.76,1,6,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,60,90%,0,0%,0,0%,,Matthew Stafford,StafMa00
200,190,2020,2020-12-20,14,15,32.317,DET,@,TEN,L 25-46,*,22,32,68.75,252,1,0,102.6,0,0,7.88,8.50,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,0,56,86%,0,0%,0,0%,,Matthew Stafford,StafMa00
201,191,2020,2020-12-26,15,16,32.323,DET,,TAM,L 7-47,*,2,3,66.67,17,0,0,81.2,0,0,5.67,5.67,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4,8%,0,0%,0,0%,,Matthew Stafford,StafMa00
202,192,2020,2021-01-03,16,17,32.331,DET,,MIN,L 35-37,*,20,31,64.52,293,3,1,114.0,1,5,9.45,9.94,2,9,4.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,58,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
203,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Sk,Solo,Ast,Comb,TFL,QBHits,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Matthew Stafford,StafMa00
204,193,2021,2021-09-12,1,1,33.217,LAR,,CHI,W 34-14,*,20,26,76.92,321,3,0,156.1,1,9,12.35,14.65,5,-5,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,52,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
205,194,2021,2021-09-19,2,2,33.224,LAR,@,IND,W 27-24,*,19,30,63.33,278,2,1,101.8,1,8,9.27,9.10,2,1,0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,59,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
206,195,2021,2021-09-26,3,3,33.231,LAR,,TAM,W 34-24,*,27,38,71.05,343,4,0,134.0,1,12,9.03,11.13,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
207,196,2021,2021-10-03,4,4,33.238,LAR,,ARI,L 20-37,*,26,41,63.41,280,2,1,89.5,0,0,6.83,6.71,6,21,3.50,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,68,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
208,197,2021,2021-10-07,5,5,33.242,LAR,@,SEA,W 26-17,*,25,37,67.57,365,1,1,97.2,1,7,9.86,9.19,1,-1,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,67,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
209,198,2021,2021-10-17,6,6,33.252,LAR,@,NYG,W 38-11,*,22,28,78.57,251,4,1,128.7,2,17,8.96,10.21,2,12,6.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,56,85%,0,0%,0,0%,,Matthew Stafford,StafMa00
210,199,2021,2021-10-24,7,7,33.259,LAR,,DET,W 28-19,*,28,41,68.29,334,3,0,117.3,1,7,8.15,9.61,2,-2,-1.00,0,0,0,0,,0,0.0%,,,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Matthew Stafford,StafMa00
