,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Punting,Punting,Punting,Punting,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck,,
143,135,1985,1985-09-29,4,4,33.232,DAL,@,HOU,W 17-10,*,16,32,50.00,199,2,0,90.5,2,16,6.22,7.47,3,-6,-2.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
144,136,1985,1985-10-06,5,5,33.239,DAL,@,NYG,W 30-29,*,31,46,67.39,342,3,4,74.7,3,25,7.43,4.83,2,-4,-2.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
145,137,1985,1985-10-13,6,6,33.246,DAL,,PIT,W 27-13,*,25,36,69.44,269,1,1,88.8,4,28,7.47,6.78,2,5,2.50,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
146,138,1985,1985-10-27,8,8,33.260,DAL,,ATL,W 24-10,*,27,47,57.45,362,1,3,62.5,1,10,7.70,5.26,3,12,4.00,1,0,0,,0,1,6,0,0,,0,Danny White,WhitDa01
147,139,1985,1985-11-04,9,9,33.268,DAL,@,STL,L 10-21,*,21,36,58.33,202,1,1,71.8,4,43,5.61,4.92,1,-2,-2.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
148,140,1985,1985-11-10,10,10,33.274,DAL,@,WAS,W 13-7,*,16,29,55.17,245,1,0,94.8,3,26,8.45,9.14,1,16,16.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
149,141,1985,1985-11-17,11,11,33.281,DAL,,CHI,L 0-44,*,9,17,52.94,107,0,1,47.9,4,33,6.29,3.65,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
150,142,1985,1985-11-24,12,12,33.288,DAL,,PHI,W 34-17,*,20,28,71.43,243,3,0,133.5,1,9,8.68,10.82,3,7,2.33,0,0,0,,0,0,0,1,43,43.00,0,Danny White,WhitDa01
151,143,1985,1985-11-28,13,13,33.292,DAL,,STL,W 35-17,*,14,26,53.85,235,4,1,108.2,0,0,9.04,10.38,2,-2,-1.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
152,144,1985,1985-12-08,14,14,33.302,DAL,@,CIN,L 24-50,*,22,33,66.67,227,2,1,93.9,3,31,6.88,6.73,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
153,145,1985,1985-12-15,15,15,33.309,DAL,,NYG,W 28-21,*,9,17,52.94,99,1,1,65.6,0,0,5.82,4.35,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
154,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck,Danny White,WhitDa01
155,146,1986,1986-09-08,1,1,34.211,DAL,,NYG,W 31-28,*,23,39,58.97,279,2,0,98.1,2,14,7.15,8.18,1,4,4.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
156,147,1986,1986-09-14,2,2,34.217,DAL,@,DET,W 31-7,*,20,31,64.52,184,1,2,64.4,1,11,5.94,3.68,1,1,1.00,1,0,0,,0,1,6,0,0,,0,Danny White,WhitDa01
157,148,1986,1986-09-21,3,3,34.224,DAL,,ATL,L 35-37,*,23,30,76.67,280,4,1,130.6,2,17,9.33,10.50,1,10,10.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
158,149,1986,1986-09-29,4,4,34.232,DAL,@,STL,W 31-7,*,16,29,55.17,223,3,2,85.8,3,43,7.69,6.66,4,1,0.25,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
159,150,1986,1986-10-19,7,7,34.252,DAL,@,PHI,W 17-14,,2,5,40.00,15,0,0,47.9,0,0,3.00,3.00,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
160,151,1986,1986-10-26,8,8,34.259,DAL,,STL,W 37-6,*,10,16,62.50,168,2,0,137.5,1,7,10.50,13.00,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
161,152,1986,1986-11-02,9,9,34.266,DAL,@,NYG,L 14-17,*,1,3,33.33,8,0,0,42.4,1,6,2.67,2.67,1,0,0.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
162,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck,Danny White,WhitDa01
163,153,1987,1987-09-13,1,1,35.216,DAL,@,STL,L 13-24,*,20,32,62.50,256,1,0,97.9,8,59,8.00,8.63,1,3,3.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
164,154,1987,1987-09-20,2,2,35.223,DAL,@,NYG,W 16-14,*,23,38,60.53,276,1,4,52.0,5,34,7.26,3.05,1,-2,-2.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
165,155,1987,1987-10-11,4,5,35.244,DAL,,PHI,W 41-22,,3,3,100.00,59,0,0,118.7,1,7,19.67,19.67,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
166,156,1987,1987-10-19,5,6,35.252,DAL,,WAS,L 7-13,*,21,36,58.33,262,1,1,78.7,5,39,7.28,6.58,3,12,4.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
167,157,1987,1987-10-25,6,7,35.258,DAL,@,PHI,L 20-37,*,22,36,61.11,257,1,0,92.0,5,60,7.14,7.69,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
168,158,1987,1987-11-02,7,8,35.266,DAL,,NYG,W 33-24,*,24,33,72.73,245,1,1,91.1,4,31,7.42,6.67,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
169,159,1987,1987-11-08,8,9,35.272,DAL,@,DET,L 17-27,*,17,38,44.74,193,0,4,20.9,3,26,5.08,0.34,1,0,0.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
170,160,1987,1987-11-15,9,10,35.279,DAL,@,NWE,W 23-17,*,25,44,56.82,286,1,2,65.2,4,29,6.50,4.91,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
171,161,1987,1987-11-26,11,12,35.290,DAL,,MIN,L 38-44,*,25,41,60.98,341,4,3,89.6,6,50,8.32,6.98,3,-1,-0.33,1,0,0,,0,1,6,0,0,,0,Danny White,WhitDa01
172,162,1987,1987-12-06,12,13,35.300,DAL,,ATL,L 10-21,,8,12,66.67,83,0,1,51.7,0,0,6.92,3.17,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
173,163,1987,1987-12-13,13,14,35.307,DAL,@,WAS,L 20-24,*,27,49,55.10,359,2,1,83.6,3,18,7.33,7.22,1,2,2.00,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
174,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Pnt,Yds,Y/P,Blck,Danny White,WhitDa01
175,164,1988,1988-09-04,1,1,36.208,DAL,@,PIT,L 21-24,,0,0,,0,0,0,,0,,,,,,,,,,,,0,0,0,0,,,Danny White,WhitDa01
176,165,1988,1988-10-09,6,6,36.243,DAL,,WAS,L 17-35,,5,7,71.43,32,0,1,41.1,0,0,4.57,-1.86,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
177,166,1988,1988-10-16,7,7,36.250,DAL,@,CHI,L 7-17,,24,35,68.57,242,1,2,73.7,5,47,6.91,4.91,0,0,,0,0,0,,0,0,0,0,0,,0,Danny White,WhitDa01
178,,,166 Games,,,,,,,114-52-0,,1761,2950,59.69,21959,155,132,81.7,241,2083,7.44,6.48,159,482,3.03,8,3,18,6.00,2,10,60,610,24509,40.18,5,Danny White,WhitDa01
