,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,,
42,39,1973,1973-11-04,8,8,31.272,DAL,,CIN,W 38-10,*,14,18,77.78,209,3,0,154.6,4,28,11.61,14.94,1,4,4.00,0,,,,,0,0,Roger Staubach,StauRo00
43,40,1973,1973-11-11,9,9,31.279,DAL,@,NYG,W 23-10,*,7,16,43.75,76,1,0,79.2,3,22,4.75,6.00,1,0,0.00,0,,,,,0,0,Roger Staubach,StauRo00
44,41,1973,1973-11-18,10,10,31.286,DAL,,PHI,W 31-10,*,7,16,43.75,108,2,3,66.7,1,1,6.75,0.81,1,1,1.00,1,,,,,1,6,Roger Staubach,StauRo00
45,42,1973,1973-11-22,11,11,31.290,DAL,,MIA,L 7-14,*,15,24,62.50,155,0,1,63.7,3,19,6.46,4.58,5,34,6.80,0,,,,,0,0,Roger Staubach,StauRo00
46,43,1973,1973-12-02,12,12,31.300,DAL,@,DEN,W 22-10,*,14,18,77.78,240,2,0,155.8,6,51,13.33,15.56,5,14,2.80,0,,,,,0,0,Roger Staubach,StauRo00
47,44,1973,1973-12-09,13,13,31.307,DAL,,WAS,W 27-7,*,16,25,64.00,223,0,2,59.2,2,2,8.92,5.32,3,18,6.00,1,,,,,1,6,Roger Staubach,StauRo00
48,45,1973,1973-12-16,14,14,31.314,DAL,@,STL,W 30-3,*,14,19,73.68,256,3,0,155.2,3,15,13.47,16.63,5,30,6.00,0,,,,,0,0,Roger Staubach,StauRo00
49,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Roger Staubach,StauRo00
50,46,1974,1974-09-15,1,1,32.222,DAL,@,ATL,W 24-0,*,13,27,48.15,252,1,0,93.4,7,58,9.33,10.07,4,24,6.00,1,,,,,1,6,Roger Staubach,StauRo00
51,47,1974,1974-09-23,2,2,32.230,DAL,@,PHI,L 10-13,*,19,33,57.58,217,0,2,52.2,,,6.58,3.85,2,15,7.50,0,,,,,0,0,Roger Staubach,StauRo00
52,48,1974,1974-09-29,3,3,32.236,DAL,,NYG,L 6-14,*,20,37,54.05,256,1,3,51.2,6,35,6.92,3.81,3,16,5.33,0,,,,,0,0,Roger Staubach,StauRo00
53,49,1974,1974-10-06,4,4,32.243,DAL,,MIN,L 21-23,*,9,20,45.00,144,2,4,63.3,2,15,7.20,0.20,1,7,7.00,0,,,,,0,0,Roger Staubach,StauRo00
54,50,1974,1974-10-13,5,5,32.250,DAL,@,STL,L 28-31,*,19,29,65.52,236,1,1,87.7,2,12,8.14,7.28,4,32,8.00,1,,,,,1,6,Roger Staubach,StauRo00
55,51,1974,1974-10-20,6,6,32.257,DAL,,PHI,W 31-24,*,18,27,66.67,224,0,0,92.2,6,50,8.30,8.30,6,38,6.33,1,,,,,1,6,Roger Staubach,StauRo00
56,52,1974,1974-10-27,7,7,32.264,DAL,@,NYG,W 21-7,*,10,19,52.63,121,1,2,50.4,2,7,6.37,2.68,2,16,8.00,0,,,,,0,0,Roger Staubach,StauRo00
57,53,1974,1974-11-03,8,8,32.271,DAL,,STL,W 17-14,*,15,27,55.56,154,0,0,72.1,2,8,5.70,5.70,6,29,4.83,0,,,,,0,0,Roger Staubach,StauRo00
58,54,1974,1974-11-10,9,9,32.278,DAL,,SFO,W 20-14,*,9,14,64.29,177,0,0,107.7,3,19,12.64,12.64,4,36,9.00,0,,,,,0,0,Roger Staubach,StauRo00
59,55,1974,1974-11-17,10,10,32.285,DAL,@,WAS,L 21-28,*,16,38,42.11,174,2,1,62.8,5,30,4.58,4.45,5,40,8.00,0,1,-13,-13.00,0,0,0,Roger Staubach,StauRo00
60,56,1974,1974-11-24,11,11,32.292,DAL,@,HOU,W 10-0,*,8,15,53.33,69,0,0,65.7,4,31,4.60,4.60,2,1,0.50,0,,,,,0,0,Roger Staubach,StauRo00
61,57,1974,1974-11-28,12,12,32.296,DAL,,WAS,W 24-23,*,3,11,27.27,32,0,1,1.7,2,15,2.91,-1.18,3,27,9.00,0,,,,,0,0,Roger Staubach,StauRo00
62,58,1974,1974-12-07,13,13,32.305,DAL,,CLE,W 41-17,*,14,24,58.33,230,3,1,112.8,2,19,9.58,10.21,3,22,7.33,0,,,,,0,0,Roger Staubach,StauRo00
63,59,1974,1974-12-14,14,14,32.312,DAL,@,OAK,L 23-27,*,17,39,43.59,266,0,0,66.8,2,10,6.82,6.82,2,17,8.50,0,,,,,0,0,Roger Staubach,StauRo00
64,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Roger Staubach,StauRo00
65,60,1975,1975-09-21,1,1,33.228,DAL,,RAM,W 18-7,*,10,23,43.48,106,0,0,57.5,4,26,4.61,4.61,7,56,8.00,0,,,,,0,0,Roger Staubach,StauRo00
66,61,1975,1975-09-28,2,2,33.235,DAL,,STL,W 37-31,*,23,34,67.65,307,3,1,113.2,3,19,9.03,9.47,2,24,12.00,0,,,,,0,0,Roger Staubach,StauRo00
67,62,1975,1975-10-06,3,3,33.243,DAL,@,DET,W 36-10,*,11,18,61.11,212,2,2,99.5,3,8,11.78,9.00,1,0,0.00,0,,,,,0,0,Roger Staubach,StauRo00
68,63,1975,1975-10-12,4,4,33.249,DAL,@,NYG,W 13-7,*,8,22,36.36,87,1,0,64.0,3,21,3.95,4.86,3,25,8.33,0,,,,,0,0,Roger Staubach,StauRo00
69,64,1975,1975-10-19,5,5,33.256,DAL,,GNB,L 17-19,*,16,31,51.61,201,0,1,58.7,4,33,6.48,5.03,,,,,,,,,0,0,Roger Staubach,StauRo00
70,65,1975,1975-10-26,6,6,33.263,DAL,@,PHI,W 20-17,*,27,49,55.10,314,1,1,73.0,2,14,6.41,5.90,3,13,4.33,0,,,,,0,0,Roger Staubach,StauRo00
71,66,1975,1975-11-02,7,7,33.270,DAL,@,WAS,L 24-30,*,17,29,58.62,217,2,1,90.7,4,25,7.48,7.31,4,15,3.75,0,,,,,0,0,Roger Staubach,StauRo00
72,67,1975,1975-11-10,8,8,33.278,DAL,,KAN,L 31-34,*,17,31,54.84,243,2,2,75.1,1,11,7.84,6.23,6,39,6.50,2,,,,,2,12,Roger Staubach,StauRo00
