,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,,
39,36,1960,1960-11-20,10,11,32.348,DEN,@,HOU,L 10-20,*,26,52,50.00,268,1,2,55.6,,,5.15,3.81,2,1,0.50,0,0,0,Frank Tripucka,TripFr00
40,37,1960,1960-11-27,11,12,32.355,DEN,,BUF,T 38-38,*,19,41,46.34,328,3,5,58.8,,,8.00,3.98,,,,,0,0,Frank Tripucka,TripFr00
41,38,1960,1960-12-04,12,13,32.362,DEN,,NYT,L 27-30,*,27,47,57.45,220,3,4,55.3,,,4.68,2.13,,,,,0,0,Frank Tripucka,TripFr00
42,39,1960,1960-12-10,13,14,33.002,DEN,@,LAC,L 33-41,*,17,35,48.57,291,2,2,72.4,,,8.31,6.89,,,,,0,0,Frank Tripucka,TripFr00
43,40,1960,1960-12-17,14,15,33.009,DEN,@,OAK,L 10-48,*,14,29,48.28,133,1,3,33.3,,,4.59,0.62,1,0,0.00,0,0,0,Frank Tripucka,TripFr00
44,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Frank Tripucka,TripFr00
45,41,1961,1961-09-10,1,1,33.276,DEN,@,BUF,W 22-10,*,11,19,57.89,93,1,1,66.3,,,4.89,3.58,,,,,0,0,Frank Tripucka,TripFr00
46,42,1961,1961-09-16,2,2,33.282,DEN,@,BOS,L 17-45,*,19,47,40.43,206,2,0,68.2,,,4.38,5.23,,,,,0,0,Frank Tripucka,TripFr00
47,43,1961,1961-09-24,3,3,33.290,DEN,@,NYT,L 28-35,*,18,31,58.06,110,1,0,76.0,,,3.55,4.19,,,,,0,0,Frank Tripucka,TripFr00
48,44,1961,1961-10-01,4,4,33.297,DEN,@,OAK,L 19-33,,0,3,0.00,0,0,1,0.0,,,0.00,-15.00,,,,,0,0,Frank Tripucka,TripFr00
49,45,1961,1961-10-08,5,5,33.304,DEN,,DTX,L 12-19,*,11,15,73.33,147,2,1,115.8,,,9.80,9.47,,,,,0,0,Frank Tripucka,TripFr00
50,46,1961,1961-10-15,6,6,33.311,DEN,,OAK,W 27-24,*,15,25,60.00,195,1,2,64.6,,,7.80,5.00,,,,,0,0,Frank Tripucka,TripFr00
51,47,1961,1961-10-22,7,7,33.318,DEN,,NYT,W 27-10,*,5,17,29.41,72,1,1,39.8,,,4.24,2.76,,,,,0,0,Frank Tripucka,TripFr00
52,48,1961,1961-10-29,8,8,33.325,DEN,@,SDG,L 0-37,*,15,30,50.00,110,0,1,45.1,,,3.67,2.17,,,,,0,0,Frank Tripucka,TripFr00
53,49,1961,1961-11-05,9,9,33.332,DEN,,HOU,L 14-55,*,11,23,47.83,103,0,3,21.0,,,4.48,-1.39,,,,,0,0,Frank Tripucka,TripFr00
54,50,1961,1961-11-12,10,10,33.339,DEN,,SDG,L 16-19,*,23,49,46.94,285,1,5,32.7,,,5.82,1.63,,,,,0,0,Frank Tripucka,TripFr00
55,51,1961,1961-11-19,11,11,33.346,DEN,,BUF,L 10-23,*,11,25,44.00,69,0,4,11.7,,,2.76,-4.44,,,,,0,0,Frank Tripucka,TripFr00
56,52,1961,1961-11-26,12,12,33.353,DEN,@,HOU,L 14-45,,0,1,0.00,0,0,0,39.6,,,0.00,0.00,1,0,0.00,0,0,0,Frank Tripucka,TripFr00
