,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 48_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,2PM,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,,
52,50,2006,2006-09-17,2,2,26.149,DAL,,WAS,W 27-10,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
53,51,2006,2006-10-01,3,4,26.163,DAL,@,TEN,W 45-14,,0,0,,0,0,0,,0,,,,3,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
54,52,2006,2006-10-08,4,5,26.170,DAL,@,PHI,L 24-38,,0,0,,0,0,0,,0,,,,0,0,,0,,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
55,53,2006,2006-10-15,5,6,26.177,DAL,,HOU,W 34-6,,2,2,100.00,35,1,0,158.3,0,0,17.50,27.50,0,0,,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
56,54,2006,2006-10-23,6,7,26.185,DAL,,NYG,L 22-36,,14,25,56.00,227,2,3,73.7,2,8,9.08,5.28,1,9,9.00,0,0,0,0,,0,0.0%,,1,0,2,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
57,55,2006,2006-10-29,7,8,26.191,DAL,@,CAR,W 35-14,*,24,36,66.67,270,1,1,86.6,2,12,7.50,6.81,4,18,4.50,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
58,56,2006,2006-11-05,8,9,26.198,DAL,@,WAS,L 19-22,*,24,36,66.67,284,2,0,109.0,2,17,7.89,9.00,1,1,1.00,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
59,57,2006,2006-11-12,9,10,26.205,DAL,@,ARI,W 27-10,*,20,29,68.97,308,2,0,126.8,0,0,10.62,12.00,2,7,3.50,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,-8,0,,,,,,,,Tony Romo,RomoTo00
60,58,2006,2006-11-19,10,11,26.212,DAL,,IND,W 21-14,*,19,23,82.61,226,0,1,89.5,1,1,9.83,7.87,5,3,0.60,0,0,0,0,,0,0.0%,,,0,0,1,1,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
61,59,2006,2006-11-23,11,12,26.216,DAL,,TAM,W 38-10,*,22,29,75.86,306,5,0,148.9,1,8,10.55,14.00,3,-4,-1.33,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
62,60,2006,2006-12-03,12,13,26.226,DAL,@,NYG,W 23-20,*,20,34,58.82,257,0,2,58.1,1,2,7.56,4.91,1,10,10.00,0,0,0,0,,0,0.0%,,,0,0,1,0,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
63,61,2006,2006-12-10,13,14,26.233,DAL,,NOR,L 17-42,*,16,33,48.48,249,1,2,58.8,2,18,7.55,5.42,4,1,0.25,0,0,0,0,,0,0.0%,,,0,0,0,,0,0,0,0,,,,,,,,Tony Romo,RomoTo00
