,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,,
89,84,1967,1967-10-01,3,3,27.240,NYG,@,WAS,L 34-38,*,18,29,62.07,249,2,0,112.6,3,23,8.59,9.97,3,27,9.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
90,85,1967,1967-10-08,4,4,27.247,NYG,,NOR,W 27-21,*,18,28,64.29,348,2,1,116.4,0,0,12.43,12.25,8,41,5.13,0,,,,,0,0,Fran Tarkenton,TarkFr00
91,86,1967,1967-10-15,5,5,27.254,NYG,@,PIT,W 27-24,*,18,29,62.07,287,2,1,103.7,0,0,9.90,9.72,5,34,6.80,1,,,,,1,6,Fran Tarkenton,TarkFr00
92,87,1967,1967-10-22,6,6,27.261,NYG,,GNB,L 21-48,*,14,27,51.85,203,3,3,74.1,2,22,7.52,4.74,2,3,1.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
93,88,1967,1967-10-29,7,7,27.268,NYG,,CLE,W 38-34,*,18,30,60.00,283,3,1,110.8,3,34,9.43,9.93,7,29,4.14,1,,,,,1,6,Fran Tarkenton,TarkFr00
94,89,1967,1967-11-05,8,8,27.275,NYG,@,MIN,L 24-27,*,12,23,52.17,270,3,0,134.1,3,32,11.74,14.35,6,56,9.33,0,,,,,0,0,Fran Tarkenton,TarkFr00
95,90,1967,1967-11-12,9,9,27.282,NYG,@,CHI,L 7-34,*,5,20,25.00,63,0,3,0.6,2,12,3.15,-3.60,1,-1,-1.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
96,91,1967,1967-11-19,10,10,27.289,NYG,,PIT,W 28-20,*,15,25,60.00,173,2,3,68.0,2,17,6.92,3.12,1,-2,-2.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
97,92,1967,1967-11-26,11,11,27.296,NYG,,PHI,W 44-7,*,20,31,64.52,261,3,0,123.2,2,16,8.42,10.35,2,12,6.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
98,93,1967,1967-12-03,12,12,27.303,NYG,@,CLE,L 14-24,*,26,43,60.47,218,1,2,62.0,5,36,5.07,3.44,1,15,15.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
99,94,1967,1967-12-10,13,13,27.310,NYG,,DET,L 7-30,*,3,16,18.75,48,0,1,13.5,4,58,3.00,0.19,2,30,15.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
100,95,1967,1967-12-17,14,14,27.317,NYG,,STL,W 37-14,*,16,28,57.14,275,4,2,100.4,0,0,9.82,9.46,4,38,9.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Fran Tarkenton,TarkFr00
102,96,1968,1968-09-15,1,1,28.225,NYG,@,PIT,W 34-20,*,12,22,54.55,172,2,0,110.4,1,6,7.82,9.64,7,39,5.57,1,,,,,1,6,Fran Tarkenton,TarkFr00
103,97,1968,1968-09-22,2,2,28.232,NYG,@,PHI,W 34-25,*,14,20,70.00,190,1,1,95.8,2,14,9.50,8.25,4,36,9.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
104,98,1968,1968-09-29,3,3,28.239,NYG,,WAS,W 48-21,*,9,16,56.25,264,2,0,140.6,3,37,16.50,19.00,5,5,1.00,1,,,,,1,6,Fran Tarkenton,TarkFr00
105,99,1968,1968-10-06,4,4,28.246,NYG,,NOR,W 38-21,*,11,22,50.00,177,3,0,116.9,1,11,8.05,10.77,2,7,3.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
106,100,1968,1968-10-13,5,5,28.253,NYG,@,ATL,L 21-24,*,14,22,63.64,227,3,1,118.8,1,15,10.32,11.00,3,33,11.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
107,101,1968,1968-10-20,6,6,28.260,NYG,,SFO,L 10-26,*,12,23,52.17,142,1,1,67.7,3,44,6.17,5.09,2,6,3.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
108,102,1968,1968-10-27,7,7,28.267,NYG,@,WAS,W 13-10,*,14,26,53.85,129,0,2,35.6,1,5,4.96,1.50,5,16,3.20,0,,,,,0,0,Fran Tarkenton,TarkFr00
109,103,1968,1968-11-03,8,8,28.274,NYG,,BAL,L 0-26,*,10,20,50.00,98,0,1,43.3,1,8,4.90,2.65,2,6,3.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
110,104,1968,1968-11-10,9,9,28.281,NYG,@,DAL,W 27-21,*,16,24,66.67,187,2,0,117.9,2,6,7.79,9.46,5,35,7.00,1,,,,,1,6,Fran Tarkenton,TarkFr00
111,105,1968,1968-11-17,10,10,28.288,NYG,,PHI,W 7-6,*,12,23,52.17,171,1,2,54.8,3,35,7.43,4.39,5,9,1.80,0,,,,,0,0,Fran Tarkenton,TarkFr00
112,106,1968,1968-11-24,11,11,28.295,NYG,@,RAM,L 21-24,*,13,27,48.15,144,3,2,70.6,4,23,5.33,4.22,8,65,8.13,0,,,,,0,0,Fran Tarkenton,TarkFr00
113,107,1968,1968-12-01,12,12,28.302,NYG,@,CLE,L 10-45,*,8,20,40.00,59,0,1,27.1,1,10,2.95,0.70,2,16,8.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
114,108,1968,1968-12-08,13,13,28.309,NYG,,STL,L 21-28,*,16,29,55.17,325,2,1,103.4,4,41,11.21,11.03,5,20,4.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
115,109,1968,1968-12-15,14,14,28.316,NYG,,DAL,L 10-28,*,21,43,48.84,270,1,0,76.7,0,0,6.28,6.74,2,8,4.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
116,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Fran Tarkenton,TarkFr00
117,110,1969,1969-09-21,1,1,29.230,NYG,,MIN,W 24-23,*,19,34,55.88,224,3,0,105.5,3,19,6.59,8.35,7,13,1.86,0,,,,,0,0,Fran Tarkenton,TarkFr00
118,111,1969,1969-09-28,2,2,29.237,NYG,@,DET,L 0-24,*,5,16,31.25,78,0,0,48.4,1,2,4.88,4.88,3,15,5.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
119,112,1969,1969-10-05,3,3,29.244,NYG,,CHI,W 28-24,*,14,25,56.00,227,4,0,126.2,4,48,9.08,12.28,3,21,7.00,0,,,,,0,0,Fran Tarkenton,TarkFr00
120,113,1969,1969-10-12,4,4,29.251,NYG,,PIT,W 10-7,*,16,29,55.17,154,1,0,81.7,3,22,5.31,6.00,6,15,2.50,0,,,,,0,0,Fran Tarkenton,TarkFr00
