,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
69,66,1995,1995-09-10,2,2,,PIT,@,HOU,W 34-17,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Neil O'Donnell,ODonNe00
70,67,1995,1995-09-18,3,3,,PIT,@,MIA,L 10-23,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Neil O'Donnell,ODonNe00
71,68,1995,1995-09-24,4,4,,PIT,,MIN,L 24-44,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Neil O'Donnell,ODonNe00
72,69,1995,1995-10-01,5,5,,PIT,,SDG,W 31-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Neil O'Donnell,ODonNe00
73,70,1995,1995-10-08,6,6,29.097,PIT,@,JAX,L 16-20,*,19,35,54.29,282,1,0,90.4,0,0,8.06,8.63,1,0,0.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
74,71,1995,1995-10-19,7,8,29.108,PIT,,CIN,L 9-27,*,30,52,57.69,359,0,1,70.9,1,12,6.90,6.04,3,24,8.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
75,72,1995,1995-10-29,8,9,29.118,PIT,,JAX,W 24-7,*,17,25,68.00,178,2,0,115.1,0,0,7.12,8.72,6,10,1.67,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
76,73,1995,1995-11-05,9,10,29.125,PIT,@,CHI,W 37-34,*,34,52,65.38,341,2,2,80.7,5,43,6.56,5.60,1,2,2.00,0,0,0,1,0,0,0,0,0,,Neil O'Donnell,ODonNe00
77,74,1995,1995-11-13,10,11,29.133,PIT,,CLE,W 20-3,*,17,31,54.84,167,1,0,81.0,1,12,5.39,6.03,1,-2,-2.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
78,75,1995,1995-11-19,11,12,29.139,PIT,@,CIN,W 49-31,*,24,31,77.42,377,3,0,149.5,1,12,12.16,14.10,0,0,,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
79,76,1995,1995-11-26,12,13,29.146,PIT,@,CLE,W 20-17,*,21,30,70.00,251,1,0,106.4,1,10,8.37,9.03,7,-1,-0.14,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
80,77,1995,1995-12-03,13,14,29.153,PIT,,HOU,W 21-7,*,15,39,38.46,209,2,2,52.2,2,4,5.36,4.08,1,-1,-1.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
81,78,1995,1995-12-10,14,15,29.160,PIT,@,OAK,W 29-10,*,15,31,48.39,230,2,1,81.4,2,19,7.42,7.26,1,1,1.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
82,79,1995,1995-12-16,15,16,29.166,PIT,,NWE,W 41-27,*,14,25,56.00,195,2,1,91.2,1,10,7.80,7.60,0,0,,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
83,80,1995,1995-12-24,16,17,29.174,PIT,@,GNB,L 19-24,*,33,55,60.00,318,1,0,82.2,1,4,5.78,6.15,2,12,6.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Neil O'Donnell,ODonNe00
85,81,1996,1996-09-01,1,1,30.060,NYJ,@,DEN,L 6-31,*,7,13,53.85,50,0,1,30.9,8,53,3.85,0.38,3,7,2.33,0,0,0,2,2,0,0,0,0,,Neil O'Donnell,ODonNe00
86,82,1996,1996-09-08,2,2,30.067,NYJ,,IND,L 7-21,*,26,46,56.52,319,1,1,76.3,3,29,6.93,6.39,1,2,2.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
87,83,1996,1996-09-15,3,3,30.074,NYJ,@,MIA,L 27-36,*,25,44,56.82,325,3,3,74.5,2,21,7.39,5.68,1,17,17.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
88,84,1996,1996-09-22,4,4,30.081,NYJ,,NYG,L 6-13,*,22,38,57.89,149,0,1,55.7,4,19,3.92,2.74,0,0,,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
89,85,1996,1996-09-29,5,5,30.088,NYJ,@,WAS,L 16-31,*,27,40,67.50,292,0,1,78.3,1,5,7.30,6.18,0,0,,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
90,86,1996,1996-10-06,6,6,30.095,NYJ,,OAK,L 13-34,*,3,7,42.86,12,0,0,50.3,0,0,1.71,1.71,1,4,4.00,0,0,0,0,,0,0,0,0,,Neil O'Donnell,ODonNe00
91,87,1996,1996-10-13,7,7,,NYJ,@,JAX,L 17-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Neil O'Donnell,ODonNe00
92,88,1996,1996-10-20,8,8,,NYJ,,BUF,L 22-25,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Neil O'Donnell,ODonNe00
93,89,1996,1996-10-27,9,9,,NYJ,@,ARI,W 31-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Neil O'Donnell,ODonNe00
94,90,1996,1996-11-10,10,11,,NYJ,,NWE,L 27-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Neil O'Donnell,ODonNe00
