,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 40_level_0,qb,qb_tag
29,29,2006,2006-12-11,13,14,,CHI,@,STL,W 42-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
30,30,2006,2006-12-17,14,15,,CHI,,TAM,W 34-31,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
31,31,2006,2006-12-24,15,16,,CHI,@,DET,W 26-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
32,32,2006,2006-12-31,16,17,,CHI,,GNB,L 7-26,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
33,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kyle Orton,OrtoKy00
34,33,2007,2007-09-09,1,1,,CHI,@,SDG,L 3-14,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
35,34,2007,2007-09-16,2,2,,CHI,,KAN,W 20-10,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
36,35,2007,2007-09-23,3,3,,CHI,,DAL,L 10-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
37,36,2007,2007-09-30,4,4,,CHI,@,DET,L 27-37,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
38,37,2007,2007-10-07,5,5,,CHI,@,GNB,W 27-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
39,38,2007,2007-10-14,6,6,,CHI,,MIN,L 31-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
40,39,2007,2007-10-21,7,7,,CHI,@,PHI,W 19-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
41,40,2007,2007-10-28,8,8,,CHI,,DET,L 7-16,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
42,41,2007,2007-11-11,9,10,,CHI,@,OAK,W 17-6,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
43,42,2007,2007-11-18,10,11,,CHI,@,SEA,L 23-30,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Kyle Orton,OrtoKy00
44,43,2007,2007-11-25,11,12,,CHI,,DEN,W 37-34,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
45,44,2007,2007-12-02,12,13,,CHI,,NYG,L 16-21,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
46,45,2007,2007-12-06,13,14,,CHI,@,WAS,L 16-24,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Kyle Orton,OrtoKy00
47,46,2007,2007-12-17,14,15,25.033,CHI,@,MIN,L 13-20,*,22,38,57.89,184,0,1,59.5,1,7,4.84,3.66,3,1,0.33,0,0,0,0,0,0,1,0,0,,,,,,,,Kyle Orton,OrtoKy00
48,47,2007,2007-12-23,15,16,25.039,CHI,,GNB,W 35-7,*,9,15,60.00,104,1,0,103.2,0,0,6.93,8.27,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
49,48,2007,2007-12-30,16,17,25.046,CHI,,NOR,W 33-25,*,12,27,44.44,190,2,1,77.7,1,5,7.04,6.85,2,-2,-1.00,0,0,0,2,0,0,1,-5,0,,,,,,,,Kyle Orton,OrtoKy00
50,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Kyle Orton,OrtoKy00
51,49,2008,2008-09-07,1,1,25.298,CHI,@,IND,W 29-13,*,13,21,61.90,150,0,0,83.4,2,14,7.14,7.14,1,10,10.00,0,0,0,1,0,0,1,0,0,,,,,,,,Kyle Orton,OrtoKy00
52,50,2008,2008-09-14,2,2,25.305,CHI,@,CAR,L 17-20,*,19,32,59.38,149,0,0,71.0,1,8,4.66,4.66,1,-1,-1.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
53,51,2008,2008-09-21,3,3,25.312,CHI,,TAM,L 24-27,*,22,34,64.71,268,2,2,83.9,3,21,7.88,6.41,6,21,3.50,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
54,52,2008,2008-09-28,4,4,25.319,CHI,,PHI,W 24-20,*,18,34,52.94,199,3,2,75.5,4,21,5.85,4.97,1,0,0.00,0,0,0,2,0,0,0,-6,0,,,,,,,,Kyle Orton,OrtoKy00
55,53,2008,2008-10-05,5,5,25.326,CHI,@,DET,W 34-7,*,24,34,70.59,334,2,0,121.4,1,6,9.82,11.00,1,10,10.00,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
56,54,2008,2008-10-12,6,6,25.333,CHI,@,ATL,L 20-22,*,26,43,60.47,286,1,0,87.9,1,4,6.65,7.12,0,0,,0,0,0,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
57,55,2008,2008-10-19,7,7,25.340,CHI,,MIN,W 48-41,*,21,32,65.63,283,2,0,114.5,2,9,8.84,10.09,1,-2,-2.00,0,0,0,1,1,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
58,56,2008,2008-11-02,8,9,25.354,CHI,,DET,W 27-23,*,8,14,57.14,108,0,0,81.8,1,0,7.71,7.71,2,7,3.50,1,1,6,0,,0,0,0,0,,,,,,,,Kyle Orton,OrtoKy00
