,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 41_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
61,56,1986,1986-09-28,4,4,27.343,SEA,@,WAS,L 14-19,*,19,32,59.38,219,1,2,64.5,1,6,6.84,4.66,1,6,6.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
62,57,1986,1986-10-06,5,5,27.351,SEA,,SDG,W 33-7,*,21,35,60.00,284,3,2,90.7,1,8,8.11,7.26,0,0,,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
63,58,1986,1986-10-12,6,6,27.357,SEA,@,RAI,L 10-14,*,17,26,65.38,152,0,0,80.9,4,32,5.85,5.85,0,0,,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
64,59,1986,1986-10-19,7,7,27.364,SEA,,NYG,W 17-12,*,15,22,68.18,166,1,1,86.6,2,20,7.55,6.41,3,-1,-0.33,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
65,60,1986,1986-10-26,8,8,28.006,SEA,@,DEN,L 13-20,*,6,16,37.50,26,0,0,45.8,5,47,1.63,1.63,1,1,1.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
66,61,1986,1986-11-09,10,10,28.020,SEA,@,KAN,L 7-27,,2,12,16.67,13,0,1,4.9,2,14,1.08,-2.67,0,0,,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
67,62,1986,1986-11-16,11,11,28.027,SEA,@,CIN,L 7-34,*,18,28,64.29,168,0,1,65.8,5,41,6.00,4.39,1,-1,-1.00,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
68,63,1986,1986-11-23,12,12,28.034,SEA,,PHI,W 24-20,*,14,26,53.85,288,1,0,105.9,3,28,11.08,11.85,5,17,3.40,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
69,64,1986,1986-11-27,13,13,28.038,SEA,@,DAL,W 31-14,*,16,24,66.67,214,2,1,105.2,0,0,8.92,8.71,4,16,4.00,1,,0,0,,0,,,1,6,0,,0,0,0,0,,Dave Krieg,KrieDa00
70,65,1986,1986-12-08,14,14,28.049,SEA,,RAI,W 37-0,*,14,21,66.67,243,2,0,137.6,2,19,11.57,13.48,5,23,4.60,0,,0,0,,0,,,0,0,0,,0,0,0,0,,Dave Krieg,KrieDa00
