,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,,
27,26,1966,1966-11-13,10,10,25.094,RAM,,NYG,W 55-14,,3,4,75.00,33,2,0,138.5,0,0,8.25,18.25,1,2,2.00,0,,,,,0,0,Bill Munson,MunsBi00
28,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
29,27,1967,1967-09-22,2,2,26.042,RAM,,MIN,W 39-3,,3,6,50.00,18,1,1,56.2,1,12,3.00,-1.17,,,,,,,,,0,0,Bill Munson,MunsBi00
30,28,1967,1967-10-01,3,3,26.051,RAM,@,DAL,W 35-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,,,,,,,,,0,0,Bill Munson,MunsBi00
31,29,1967,1967-11-12,9,9,26.093,RAM,,PHI,W 33-17,,0,1,0.00,0,0,1,0.0,0,0,0.00,-45.00,2,-22,-11.00,0,,,,,0,0,Bill Munson,MunsBi00
32,30,1967,1967-11-19,10,10,26.100,RAM,@,ATL,W 31-3,,2,2,100.00,20,0,0,108.3,0,0,10.00,10.00,,,,,,,,,0,0,Bill Munson,MunsBi00
33,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
34,31,1968,1968-09-22,2,2,27.042,DET,,CHI,W 42-0,*,15,23,65.22,279,3,1,128.4,4,25,12.13,12.78,4,23,5.75,1,,,,,1,6,Bill Munson,MunsBi00
35,32,1968,1968-09-29,3,3,27.049,DET,@,GNB,W 23-17,*,15,22,68.18,194,2,1,107.0,1,4,8.82,8.59,3,7,2.33,0,,,,,0,0,Bill Munson,MunsBi00
36,33,1968,1968-10-06,4,4,27.056,DET,@,MIN,L 10-24,*,13,18,72.22,196,1,0,126.2,8,34,10.89,12.00,,,,,,,,,0,0,Bill Munson,MunsBi00
37,34,1968,1968-10-13,5,5,27.063,DET,@,CHI,W 28-10,*,13,22,59.09,169,1,0,98.5,0,0,7.68,8.59,4,18,4.50,0,,,,,0,0,Bill Munson,MunsBi00
38,35,1968,1968-10-20,6,6,27.070,DET,,GNB,T 14-14,*,9,13,69.23,105,2,0,133.0,4,35,8.08,11.15,3,10,3.33,0,,,,,0,0,Bill Munson,MunsBi00
39,36,1968,1968-10-27,7,7,27.077,DET,,SFO,L 7-14,*,15,35,42.86,169,0,1,46.0,4,28,4.83,3.54,3,3,1.00,0,,,,,0,0,Bill Munson,MunsBi00
40,37,1968,1968-11-03,8,8,27.084,DET,@,RAM,L 7-10,*,14,34,41.18,172,0,2,33.0,4,28,5.06,2.41,3,11,3.67,0,,,,,0,0,Bill Munson,MunsBi00
41,38,1968,1968-11-10,9,9,27.091,DET,,BAL,L 10-27,*,26,37,70.27,262,1,0,99.2,4,37,7.08,7.62,2,10,5.00,0,,,,,0,0,Bill Munson,MunsBi00
42,39,1968,1968-11-17,10,10,27.098,DET,,MIN,L 6-13,*,6,20,30.00,77,0,1,22.3,4,39,3.85,1.60,,,,,,,,,0,0,Bill Munson,MunsBi00
43,40,1968,1968-11-24,11,11,27.105,DET,,NOR,T 20-20,*,14,41,34.15,189,2,1,55.8,0,0,4.61,4.49,,,,,,,,,0,0,Bill Munson,MunsBi00
44,41,1968,1968-12-08,13,13,27.119,DET,@,ATL,W 24-7,*,21,28,75.00,241,3,0,136.2,3,29,8.61,10.75,,,,,,,,,0,0,Bill Munson,MunsBi00
45,42,1968,1968-12-15,14,14,27.126,DET,@,WAS,L 3-14,*,20,36,55.56,258,0,1,66.7,2,20,7.17,5.92,3,27,9.00,0,,,,,0,0,Bill Munson,MunsBi00
46,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
47,43,1969,1969-09-21,1,1,28.041,DET,@,PIT,L 13-16,*,19,34,55.88,160,1,1,65.8,1,4,4.71,3.97,,,,,,,,,0,0,Bill Munson,MunsBi00
48,44,1969,1969-09-28,2,2,28.048,DET,,NYG,W 24-0,*,10,22,45.45,124,1,1,59.7,3,29,5.64,4.50,1,13,13.00,0,,,,,0,0,Bill Munson,MunsBi00
49,45,1969,1969-10-05,3,3,28.055,DET,@,CLE,W 28-21,*,11,20,55.00,169,2,1,95.6,2,15,8.45,8.20,2,13,6.50,0,,,,,0,0,Bill Munson,MunsBi00
50,46,1969,1969-10-12,4,4,28.062,DET,,GNB,L 17-28,*,8,16,50.00,80,0,3,25.0,1,9,5.00,-3.44,1,7,7.00,0,,,,,0,0,Bill Munson,MunsBi00
51,47,1969,1969-11-27,11,11,28.108,DET,,MIN,L 0-27,,5,7,71.43,46,0,0,89.0,0,0,6.57,6.57,,,,,,,,,0,0,Bill Munson,MunsBi00
52,48,1969,1969-12-07,12,12,28.118,DET,@,BAL,T 17-17,*,13,31,41.94,185,0,0,61.9,3,24,5.97,5.97,1,0,0.00,0,,,,,0,0,Bill Munson,MunsBi00
53,49,1969,1969-12-14,13,13,28.125,DET,,RAM,W 28-0,*,8,17,47.06,192,2,1,103.1,1,9,11.29,11.00,1,-2,-2.00,0,,,,,0,0,Bill Munson,MunsBi00
54,50,1969,1969-12-21,14,14,28.132,DET,@,CHI,W 20-3,*,10,19,52.63,106,1,1,64.8,1,3,5.58,4.26,1,0,0.00,0,,,,,0,0,Bill Munson,MunsBi00
55,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Bill Munson,MunsBi00
56,51,1970,1970-09-20,1,1,29.040,DET,@,GNB,W 40-0,*,12,22,54.55,141,0,0,74.2,1,4,6.41,6.41,1,2,2.00,0,,,,,0,0,Bill Munson,MunsBi00
57,52,1970,1970-09-27,2,2,29.047,DET,,CIN,W 38-3,*,8,11,72.73,59,2,0,124.6,1,10,5.36,9.00,2,12,6.00,0,,,,,0,0,Bill Munson,MunsBi00
58,53,1970,1970-10-05,3,3,29.055,DET,,CHI,W 28-14,*,13,19,68.42,229,1,0,126.9,4,19,12.05,13.11,1,2,2.00,0,,,,,0,0,Bill Munson,MunsBi00
59,54,1970,1970-10-11,4,4,29.061,DET,@,WAS,L 10-31,*,9,20,45.00,86,0,0,57.5,2,10,4.30,4.30,1,0,0.00,0,,,,,0,0,Bill Munson,MunsBi00
