,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Punting,Punting,Punting,Punting,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck,,
222,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck,Earl Morrall,MorrEa00
223,205,1975,1975-09-22,1,1,41.128,MIA,,OAK,L 21-31,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
224,206,1975,1975-09-28,2,2,41.134,MIA,@,NWE,W 22-14,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
225,207,1975,1975-10-05,3,3,41.141,MIA,@,GNB,W 31-7,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
226,208,1975,1975-10-12,4,4,41.148,MIA,,PHI,W 24-16,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
227,209,1975,1975-10-19,5,5,41.155,MIA,@,NYJ,W 43-0,,2,2,100.00,15,0,0,97.9,,,7.50,7.50,2,21,10.50,0,0,0,0,0,,0,Earl Morrall,MorrEa00
228,210,1975,1975-10-26,6,6,41.162,MIA,@,BUF,W 35-30,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
229,211,1975,1975-11-02,7,7,41.169,MIA,@,CHI,W 46-13,,3,4,75.00,28,1,0,133.3,,,7.00,12.00,,,,,0,0,0,0,,0,Earl Morrall,MorrEa00
230,212,1975,1975-11-09,8,8,41.176,MIA,,NYJ,W 27-7,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
231,213,1975,1975-11-16,9,9,41.183,MIA,@,HOU,L 19-20,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
232,214,1975,1975-11-23,10,10,41.190,MIA,,BAL,L 17-33,,1,9,11.11,7,0,2,0.0,2,16,0.78,-9.22,2,12,6.00,0,0,0,0,0,,0,Earl Morrall,MorrEa00
233,215,1975,1975-12-01,11,11,41.198,MIA,,NWE,W 20-7,*,14,17,82.35,135,1,0,119.4,2,11,7.94,9.12,,,,,0,0,0,0,,0,Earl Morrall,MorrEa00
234,216,1975,1975-12-14,13,13,41.211,MIA,@,BAL,L 7-10,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
235,217,1975,1975-12-20,14,14,41.217,MIA,,DEN,W 14-13,,6,11,54.55,88,1,0,111.2,,,8.00,9.82,,,,,0,0,0,0,,0,Earl Morrall,MorrEa00
236,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Pnt,Yds,Y/P,Blck,Earl Morrall,MorrEa00
237,218,1976,1976-09-13,1,1,42.119,MIA,@,BUF,W 30-21,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
238,219,1976,1976-09-19,2,2,42.125,MIA,@,NWE,L 14-30,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
239,220,1976,1976-09-26,3,3,42.132,MIA,,NYJ,W 16-0,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
240,221,1976,1976-10-03,4,4,42.139,MIA,,RAM,L 28-31,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
241,222,1976,1976-10-10,5,5,42.146,MIA,@,BAL,L 14-28,,10,26,38.46,148,1,1,54.6,3,29,5.69,4.73,,,,,0,0,0,0,,0,Earl Morrall,MorrEa00
242,223,1976,1976-10-17,6,6,42.153,MIA,,KAN,L 17-20,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
243,224,1976,1976-10-24,7,7,42.160,MIA,@,TAM,W 23-20,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
244,225,1976,1976-10-31,8,8,42.167,MIA,,NWE,W 10-3,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
245,226,1976,1976-11-07,9,9,42.174,MIA,@,NYJ,W 27-7,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
246,227,1976,1976-11-14,10,10,42.181,MIA,@,PIT,L 3-14,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
247,228,1976,1976-11-22,11,11,42.189,MIA,,BAL,L 16-17,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
248,229,1976,1976-11-28,12,12,42.195,MIA,@,CLE,L 13-17,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
249,230,1976,1976-12-05,13,13,42.202,MIA,,BUF,W 45-27,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
250,231,1976,1976-12-11,14,14,42.208,MIA,,MIN,L 7-29,,,,,,,,,,,,,,,,,0,0,0,0,,,Earl Morrall,MorrEa00
251,,,231 Games,,,,,,,140-84-7,,1379,2688,51.30,20809,161,148,74.1,197,2070,7.74,6.46,235,878,3.74,8,8,48,32,1102,34.44,1,Earl Morrall,MorrEa00
