,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,,
29,27,1971,1971-09-20,1,1,24.276,DET,,MIN,L 13-16,*,8,26,30.77,61,1,0,53.0,,,2.35,3.12,6,35,5.83,0,0,0,Greg Landry,LandGr00
30,28,1971,1971-09-26,2,2,24.282,DET,@,NWE,W 34-7,*,11,18,61.11,198,1,0,117.4,3,23,11.00,12.11,3,22,7.33,0,0,0,Greg Landry,LandGr00
31,29,1971,1971-10-03,3,3,24.289,DET,,ATL,W 41-38,*,7,12,58.33,123,2,1,98.3,3,28,10.25,9.83,9,30,3.33,0,0,0,Greg Landry,LandGr00
32,30,1971,1971-10-10,4,4,24.296,DET,,GNB,W 31-28,*,18,29,62.07,302,4,1,122.4,,,10.41,11.62,7,36,5.14,0,0,0,Greg Landry,LandGr00
33,31,1971,1971-10-17,5,5,24.303,DET,@,HOU,W 31-7,*,9,16,56.25,197,1,1,95.1,4,42,12.31,10.75,5,74,14.80,0,0,0,Greg Landry,LandGr00
34,32,1971,1971-10-24,6,6,24.310,DET,,CHI,L 23-28,*,11,26,42.31,173,1,2,45.8,5,28,6.65,3.96,3,12,4.00,0,0,0,Greg Landry,LandGr00
35,33,1971,1971-11-01,7,7,24.318,DET,@,GNB,T 14-14,*,6,14,42.86,101,1,1,61.9,,,7.21,5.43,8,68,8.50,0,0,0,Greg Landry,LandGr00
36,34,1971,1971-11-07,8,8,24.324,DET,@,DEN,W 24-20,*,7,16,43.75,210,2,1,104.2,2,20,13.13,12.81,8,48,6.00,0,0,0,Greg Landry,LandGr00
37,35,1971,1971-11-14,9,9,24.331,DET,,RAM,L 13-21,*,15,25,60.00,199,0,0,85.2,7,59,7.96,7.96,3,19,6.33,1,1,6,Greg Landry,LandGr00
38,36,1971,1971-11-21,10,10,24.338,DET,@,CHI,W 28-3,*,,,,,,,,,,,,2,66,33.00,0,0,0,Greg Landry,LandGr00
39,37,1971,1971-11-25,11,11,24.342,DET,,KAN,W 32-21,*,15,22,68.18,225,2,2,93.9,1,2,10.23,7.95,6,45,7.50,0,0,0,Greg Landry,LandGr00
40,38,1971,1971-12-05,12,12,24.352,DET,,PHI,L 20-23,*,14,23,60.87,230,0,1,76.4,2,10,10.00,8.04,7,42,6.00,2,2,12,Greg Landry,LandGr00
41,39,1971,1971-12-11,13,13,24.358,DET,@,MIN,L 10-29,*,6,16,37.50,42,0,2,6.2,2,20,2.63,-3.00,4,8,2.00,0,0,0,Greg Landry,LandGr00
42,40,1971,1971-12-19,14,14,25.001,DET,@,SFO,L 27-31,*,9,18,50.00,176,1,1,79.9,,,9.78,8.39,5,25,5.00,0,0,0,Greg Landry,LandGr00
43,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
44,41,1972,1972-09-17,1,1,25.274,DET,,NYG,W 30-16,*,9,17,52.94,207,3,0,136.5,2,7,12.18,15.71,4,33,8.25,0,0,0,Greg Landry,LandGr00
45,42,1972,1972-09-24,2,2,25.281,DET,,MIN,L 10-34,*,3,15,20.00,39,0,3,0.0,1,4,2.60,-6.40,1,3,3.00,0,0,0,Greg Landry,LandGr00
46,43,1972,1972-10-01,3,3,25.288,DET,@,CHI,W 38-24,*,8,12,66.67,131,1,0,130.9,2,16,10.92,12.58,9,87,9.67,3,3,18,Greg Landry,LandGr00
47,44,1972,1972-10-08,4,4,25.295,DET,@,ATL,W 26-23,*,5,17,29.41,142,1,3,41.9,1,8,8.35,1.59,5,23,4.60,0,0,0,Greg Landry,LandGr00
48,45,1972,1972-10-16,5,5,25.303,DET,,GNB,L 23-24,*,9,19,47.37,105,0,2,25.0,3,22,5.53,0.79,6,31,5.17,1,1,6,Greg Landry,LandGr00
49,46,1972,1972-10-22,6,6,25.309,DET,,SDG,W 34-20,*,12,24,50.00,151,1,1,66.5,1,9,6.29,5.25,7,44,6.29,1,1,6,Greg Landry,LandGr00
50,47,1972,1972-10-30,7,7,25.317,DET,@,DAL,L 24-28,*,11,20,55.00,217,2,0,126.5,2,16,10.85,12.85,9,46,5.11,1,1,6,Greg Landry,LandGr00
51,48,1972,1972-11-05,8,8,25.323,DET,,CHI,W 14-0,*,12,22,54.55,142,0,4,34.8,1,7,6.45,-1.73,8,71,8.88,1,1,6,Greg Landry,LandGr00
52,49,1972,1972-11-12,9,9,25.330,DET,@,MIN,L 14-16,*,11,18,61.11,132,2,0,120.6,4,6,7.33,9.56,3,22,7.33,0,0,0,Greg Landry,LandGr00
53,50,1972,1972-11-19,10,10,25.337,DET,,NOR,W 27-14,*,17,26,65.38,207,2,0,115.4,,,7.96,9.50,4,19,4.75,0,0,0,Greg Landry,LandGr00
54,51,1972,1972-11-23,11,11,25.341,DET,,NYJ,W 37-20,*,6,18,33.33,125,1,0,77.3,,,6.94,8.06,9,41,4.56,2,2,12,Greg Landry,LandGr00
55,52,1972,1972-12-03,12,12,25.351,DET,@,GNB,L 7-33,*,5,11,45.45,68,0,3,26.1,1,11,6.18,-6.09,1,2,2.00,0,0,0,Greg Landry,LandGr00
56,53,1972,1972-12-10,13,13,25.358,DET,@,BUF,T 21-21,*,8,25,32.00,150,3,0,93.3,2,6,6.00,8.40,9,46,5.11,0,0,0,Greg Landry,LandGr00
57,54,1972,1972-12-17,14,14,25.365,DET,@,RAM,W 34-17,*,18,24,75.00,250,2,1,118.4,5,37,10.42,10.21,6,56,9.33,0,0,0,Greg Landry,LandGr00
58,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
59,55,1973,1973-09-16,1,1,26.272,DET,@,PIT,L 10-24,*,11,27,40.74,219,1,3,42.6,4,26,8.11,3.85,8,65,8.13,0,0,0,Greg Landry,LandGr00
60,56,1973,1973-09-23,2,2,26.279,DET,@,GNB,T 13-13,*,8,15,53.33,91,0,3,32.2,1,9,6.07,-2.93,5,24,4.80,0,0,0,Greg Landry,LandGr00
61,57,1973,1973-10-01,3,3,26.287,DET,,ATL,W 31-6,*,6,12,50.00,67,0,0,67.0,3,28,5.58,5.58,4,25,6.25,0,0,0,Greg Landry,LandGr00
62,58,1973,1973-10-07,4,4,26.293,DET,,MIN,L 9-23,*,14,24,58.33,110,0,3,30.2,4,33,4.58,-1.04,4,19,4.75,0,0,0,Greg Landry,LandGr00
63,59,1973,1973-10-14,5,5,26.300,DET,@,NOR,L 13-20,*,9,19,47.37,175,1,1,75.5,1,2,9.21,7.89,9,48,5.33,0,0,0,Greg Landry,LandGr00
64,60,1973,1973-10-21,6,6,26.307,DET,,BAL,L 27-29,*,20,29,68.97,227,1,0,103.7,,,7.83,8.52,10,75,7.50,2,2,12,Greg Landry,LandGr00
65,61,1973,1973-10-28,7,7,26.314,DET,,GNB,W 34-0,*,2,2,100.00,19,0,0,106.2,,,9.50,9.50,2,11,5.50,0,0,0,Greg Landry,LandGr00
66,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
67,62,1974,1974-11-10,9,9,27.327,DET,@,OAK,L 13-35,,2,6,33.33,24,0,1,6.9,,,4.00,-3.50,2,6,3.00,0,0,0,Greg Landry,LandGr00
68,63,1974,1974-11-24,11,11,27.341,DET,,CHI,W 34-17,,4,6,66.67,94,0,0,109.7,,,15.67,15.67,1,16,16.00,0,0,0,Greg Landry,LandGr00
69,64,1974,1974-11-28,12,12,27.345,DET,,DEN,L 27-31,*,14,20,70.00,157,1,0,109.8,4,26,7.85,8.85,8,10,1.25,0,0,0,Greg Landry,LandGr00
70,65,1974,1974-12-08,13,13,27.355,DET,@,CIN,W 23-19,*,8,18,44.44,115,1,2,44.7,5,45,6.39,2.50,9,60,6.67,0,0,0,Greg Landry,LandGr00
71,66,1974,1974-12-15,14,14,27.362,DET,@,PHI,L 17-28,*,21,32,65.63,182,1,0,90.9,2,12,5.69,6.31,2,3,1.50,1,1,6,Greg Landry,LandGr00
72,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
73,67,1975,1975-09-21,1,1,28.277,DET,@,GNB,W 30-16,*,8,12,66.67,143,0,0,107.3,4,30,11.92,11.92,5,10,2.00,0,0,0,Greg Landry,LandGr00
74,68,1975,1975-09-28,2,2,28.284,DET,@,ATL,W 17-14,*,12,21,57.14,146,0,0,78.7,2,15,6.95,6.95,8,50,6.25,0,0,0,Greg Landry,LandGr00
75,69,1975,1975-10-06,3,3,28.292,DET,,DAL,L 10-36,*,7,18,38.89,85,1,0,72.7,11,84,4.72,5.83,6,25,4.17,0,0,0,Greg Landry,LandGr00
76,70,1975,1975-10-12,4,4,28.298,DET,,CHI,W 27-7,,,,,,,,,,,,,,,,,0,0,Greg Landry,LandGr00
77,71,1975,1975-10-19,5,5,28.305,DET,@,MIN,L 19-25,,,,,,,,,,,,,,,,,0,0,Greg Landry,LandGr00
78,72,1975,1975-10-26,6,6,28.312,DET,@,HOU,L 8-24,,4,5,80.00,29,0,0,90.8,,,5.80,5.80,1,7,7.00,0,0,0,Greg Landry,LandGr00
79,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Greg Landry,LandGr00
