,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,,
23,22,1979,1979-11-18,12,12,24.256,MIN,,DET,W 14-7,*,14,30,46.67,135,0,0,59.7,1,14,4.50,4.50,1,0,0.00,0,,,,,0,0,Tommy Kramer,KramTo00
24,23,1979,1979-11-25,13,13,24.263,MIN,@,TAM,W 23-22,*,15,26,57.69,158,3,0,113.9,,,6.08,8.38,3,1,0.33,0,,,,,0,0,Tommy Kramer,KramTo00
25,24,1979,1979-12-02,14,14,24.270,MIN,@,RAM,L 21-27,*,21,42,50.00,297,3,3,67.3,5,29,7.07,5.29,2,15,7.50,0,,,,,0,0,Tommy Kramer,KramTo00
26,25,1979,1979-12-09,15,15,24.277,MIN,,BUF,W 10-3,*,12,32,37.50,104,1,1,44.3,,,3.25,2.47,6,5,0.83,0,,,,,0,0,Tommy Kramer,KramTo00
27,26,1979,1979-12-16,16,16,24.284,MIN,@,NWE,L 23-27,*,35,61,57.38,308,1,1,69.6,,,5.05,4.64,4,50,12.50,0,,,,,0,0,Tommy Kramer,KramTo00
28,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,TD,Pts,Tommy Kramer,KramTo00
29,27,1980,1980-09-07,1,1,25.184,MIN,,ATL,W 24-23,*,30,42,71.43,395,3,1,114.7,3,24,9.40,9.76,1,7,7.00,0,,,,,0,0,Tommy Kramer,KramTo00
30,28,1980,1980-09-14,2,2,25.191,MIN,,PHI,L 7-42,*,16,39,41.03,178,1,1,53.2,2,13,4.56,3.92,1,0,0.00,0,,,,,0,0,Tommy Kramer,KramTo00
31,29,1980,1980-09-21,3,3,25.198,MIN,@,CHI,W 34-14,*,8,17,47.06,151,1,1,73.4,5,30,8.88,7.41,,,,,,,,,0,0,Tommy Kramer,KramTo00
32,30,1980,1980-09-28,4,4,25.205,MIN,@,DET,L 7-27,*,19,31,61.29,221,1,5,54.0,2,12,7.13,0.52,,,,,,,,,0,0,Tommy Kramer,KramTo00
33,31,1980,1980-10-05,5,5,25.212,MIN,,PIT,L 17-23,*,18,36,50.00,214,1,5,38.2,1,3,5.94,0.25,5,29,5.80,1,,,,,1,6,Tommy Kramer,KramTo00
34,32,1980,1980-10-12,6,6,25.219,MIN,,CHI,W 13-7,*,15,32,46.88,155,0,1,48.3,2,11,4.84,3.44,4,2,0.50,0,,,,,0,0,Tommy Kramer,KramTo00
35,33,1980,1980-10-19,7,7,25.226,MIN,@,CIN,L 0-14,*,13,25,52.00,130,0,2,33.7,3,17,5.20,1.60,1,6,6.00,0,,,,,0,0,Tommy Kramer,KramTo00
36,34,1980,1980-10-26,8,8,25.233,MIN,@,GNB,L 3-16,*,19,38,50.00,222,0,1,57.1,2,10,5.84,4.66,2,10,5.00,0,,,,,0,0,Tommy Kramer,KramTo00
