,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Punting,Punting,Punting,Punting,Unnamed: 45_level_0,qb,qb_tag
63,61,2003,2003-12-07,13,14,27.164,NYJ,@,BUF,L 6-17,*,15,29,51.72,155,0,1,53.1,5,28,5.34,3.79,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,0,0,,0,,Chad Pennington,PennCh01
64,62,2003,2003-12-14,14,15,27.171,NYJ,,PIT,W 6-0,*,15,25,60.00,144,0,0,76.1,0,0,5.76,5.76,5,-1,-0.20,0,0,0,0,,0,0.0%,,0,0,2,1,0,1,-16,0,0,0,,0,,Chad Pennington,PennCh01
65,63,2003,2003-12-20,15,16,27.177,NYJ,,NWE,L 16-21,*,24,43,55.81,229,0,5,31.2,4,17,5.33,0.09,4,20,5.00,2,0,0,0,,0,0.0%,,2,12,2,0,0,1,0,0,0,0,,0,,Chad Pennington,PennCh01
66,64,2003,2003-12-28,16,17,27.185,NYJ,@,MIA,L 21-23,*,22,28,78.57,221,1,0,111.5,4,30,7.89,8.61,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
67,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Chad Pennington,PennCh01
68,65,2004,2004-09-12,1,1,28.078,NYJ,,CIN,W 31-24,*,20,27,74.07,224,2,0,123.1,1,5,8.30,9.78,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,0,0,,0,,Chad Pennington,PennCh01
69,66,2004,2004-09-19,2,2,28.085,NYJ,@,SDG,W 34-28,*,22,29,75.86,258,2,0,125.4,0,0,8.90,10.28,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
70,67,2004,2004-10-03,3,4,28.099,NYJ,@,MIA,W 17-9,*,14,24,58.33,143,0,1,58.2,3,18,5.96,4.08,6,3,0.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-3,0,0,0,,0,,Chad Pennington,PennCh01
71,68,2004,2004-10-10,4,5,28.106,NYJ,,BUF,W 16-14,*,31,42,73.81,304,1,1,91.8,2,6,7.24,6.64,0,0,,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
72,69,2004,2004-10-17,5,6,28.113,NYJ,,SFO,W 22-14,*,20,30,66.67,222,0,0,88.5,0,0,7.40,7.40,4,18,4.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
73,70,2004,2004-10-24,6,7,28.120,NYJ,@,NWE,L 7-13,*,19,30,63.33,162,0,0,77.4,0,0,5.40,5.40,3,15,5.00,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
74,71,2004,2004-11-01,7,8,28.128,NYJ,,MIA,W 41-14,*,11,19,57.89,189,3,0,131.4,1,0,9.95,13.11,2,22,11.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
75,72,2004,2004-11-07,8,9,28.134,NYJ,@,BUF,L 17-22,*,7,15,46.67,141,1,1,74.6,1,13,9.40,7.73,2,14,7.00,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
76,73,2004,2004-11-14,9,10,,NYJ,,BAL,L 17-20,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chad Pennington,PennCh01
77,74,2004,2004-11-21,10,11,,NYJ,@,CLE,W 10-7,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chad Pennington,PennCh01
78,75,2004,2004-11-28,11,12,,NYJ,@,ARI,W 13-3,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chad Pennington,PennCh01
79,76,2004,2004-12-05,12,13,28.162,NYJ,,HOU,W 29-7,*,20,27,74.07,155,2,1,97.0,1,5,5.74,5.56,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
80,77,2004,2004-12-12,13,14,28.169,NYJ,@,PIT,L 6-17,*,17,31,54.84,189,0,3,33.6,0,0,6.10,1.74,4,16,4.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
81,78,2004,2004-12-19,14,15,28.176,NYJ,,SEA,W 37-14,*,18,24,75.00,253,3,0,148.1,0,0,10.54,13.04,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
82,79,2004,2004-12-26,15,16,28.183,NYJ,,NWE,L 7-23,*,22,36,61.11,252,1,2,68.3,3,19,7.00,5.06,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
83,80,2004,2005-01-02,16,17,28.190,NYJ,@,STL,L 29-32,*,21,36,58.33,181,1,0,80.9,6,37,5.03,5.58,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
84,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Chad Pennington,PennCh01
85,81,2005,2005-09-11,1,1,29.077,NYJ,@,KAN,L 7-27,*,21,34,61.76,264,0,1,73.7,3,19,7.76,6.44,2,0,0.00,0,0,0,0,,0,0.0%,,0,0,6,2,0,3,-22,0,0,0,,0,,Chad Pennington,PennCh01
86,82,2005,2005-09-18,2,2,29.084,NYJ,,MIA,W 17-7,*,19,30,63.33,190,2,0,103.5,2,17,6.33,7.67,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
87,83,2005,2005-09-25,3,3,29.091,NYJ,,JAX,L 20-26,*,9,19,47.37,76,0,2,18.6,4,16,4.00,-0.74,3,15,5.00,0,0,0,0,,0,0.0%,,0,0,2,0,0,1,0,0,0,0,,0,,Chad Pennington,PennCh01
88,84,2005,2005-10-02,4,4,,NYJ,@,BAL,L 3-13,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chad Pennington,PennCh01
89,85,2005,2005-10-09,5,5,,NYJ,,TAM,W 14-12,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chad Pennington,PennCh01
90,86,2005,2005-10-16,6,6,,NYJ,@,BUF,L 17-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chad Pennington,PennCh01
91,87,2005,2005-10-24,7,7,,NYJ,@,ATL,L 14-27,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Chad Pennington,PennCh01
92,88,2005,2005-11-06,8,9,,NYJ,,SDG,L 26-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
93,89,2005,2005-11-13,9,10,,NYJ,@,CAR,L 3-30,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
94,90,2005,2005-11-20,10,11,,NYJ,@,DEN,L 0-27,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
95,91,2005,2005-11-27,11,12,,NYJ,,NOR,L 19-21,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
96,92,2005,2005-12-04,12,13,,NYJ,@,NWE,L 3-16,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
97,93,2005,2005-12-11,13,14,,NYJ,,OAK,W 26-10,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
98,94,2005,2005-12-18,14,15,,NYJ,@,MIA,L 20-24,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
99,95,2005,2005-12-26,15,16,,NYJ,,NWE,L 21-31,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
100,96,2005,2006-01-01,16,17,,NYJ,,BUF,W 30-26,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Chad Pennington,PennCh01
101,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Chad Pennington,PennCh01
102,97,2006,2006-09-10,1,1,30.076,NYJ,@,TEN,W 23-16,*,24,33,72.73,319,2,0,123.2,2,17,9.67,10.88,2,7,3.50,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
103,98,2006,2006-09-17,2,2,30.083,NYJ,,NWE,L 17-24,*,22,37,59.46,306,2,1,92.8,4,20,8.27,8.14,2,2,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
104,99,2006,2006-09-24,3,3,30.090,NYJ,@,BUF,W 28-20,*,19,29,65.52,183,1,0,94.5,1,1,6.31,7.00,3,8,2.67,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
105,100,2006,2006-10-01,4,4,30.097,NYJ,,IND,L 28-31,*,17,23,73.91,207,1,1,97.6,3,21,9.00,7.91,1,5,5.00,0,0,0,7,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
106,101,2006,2006-10-08,5,5,30.104,NYJ,@,JAX,L 0-41,*,10,17,58.82,71,0,3,28.9,4,20,4.18,-3.76,2,17,8.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
107,102,2006,2006-10-15,6,6,30.111,NYJ,,MIA,W 20-17,*,17,29,58.62,175,2,0,99.1,2,6,6.03,7.41,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
108,103,2006,2006-10-22,7,7,30.118,NYJ,,DET,W 31-24,*,16,22,72.73,189,1,1,94.7,2,12,8.59,7.45,5,2,0.40,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,0,0,,0,,Chad Pennington,PennCh01
109,104,2006,2006-10-29,8,8,30.125,NYJ,@,CLE,L 13-20,*,11,28,39.29,108,0,2,21.1,1,3,3.86,0.64,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
110,105,2006,2006-11-12,9,10,30.139,NYJ,@,NWE,W 17-14,*,22,33,66.67,168,1,1,76.3,1,7,5.09,4.33,2,4,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,1,29,29.00,0,,Chad Pennington,PennCh01
111,106,2006,2006-11-19,10,11,30.146,NYJ,,CHI,L 0-10,*,19,35,54.29,162,0,2,42.8,2,6,4.63,2.06,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
112,107,2006,2006-11-26,11,12,30.153,NYJ,,HOU,W 26-11,*,24,31,77.42,286,1,0,115.8,1,9,9.23,9.87,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
113,108,2006,2006-12-03,12,13,30.160,NYJ,@,GNB,W 38-10,*,25,35,71.43,263,2,2,88.2,0,0,7.51,6.09,0,0,,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
114,109,2006,2006-12-10,13,14,30.167,NYJ,,BUF,L 13-31,*,22,35,62.86,182,1,2,61.8,3,18,5.20,3.20,3,17,5.67,0,0,0,0,,0,0.0%,,0,0,2,1,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
115,110,2006,2006-12-17,14,15,30.174,NYJ,@,MIN,W 26-13,*,29,39,74.36,339,1,1,98.1,2,16,8.69,8.05,3,11,3.67,0,0,0,0,,0,0.0%,,0,0,1,1,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
116,111,2006,2006-12-25,15,16,30.182,NYJ,@,MIA,W 13-10,*,14,29,48.28,237,1,0,87.9,1,8,8.17,8.86,4,26,6.50,0,0,0,0,,0,0.0%,,0,0,1,0,0,0,-3,0,0,0,,0,,Chad Pennington,PennCh01
117,112,2006,2006-12-31,16,17,30.188,NYJ,,OAK,W 23-3,*,22,30,73.33,157,1,0,96.1,1,8,5.23,5.90,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
118,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Pnt,Yds,Y/P,Blck,Status,Chad Pennington,PennCh01
119,113,2007,2007-09-09,1,1,31.075,NYJ,,NWE,L 14-38,*,16,21,76.19,167,2,0,130.5,4,30,7.95,9.86,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
120,114,2007,2007-09-16,2,2,,NYJ,@,BAL,L 13-20,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chad Pennington,PennCh01
121,115,2007,2007-09-23,3,3,31.089,NYJ,,MIA,W 31-28,*,15,22,68.18,124,2,0,112.7,1,9,5.64,7.45,4,-1,-0.25,1,0,0,0,,0,0.0%,,1,6,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
122,116,2007,2007-09-30,4,4,31.096,NYJ,@,BUF,L 14-17,*,32,39,82.05,291,1,2,84.9,1,4,7.46,5.67,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
123,117,2007,2007-10-07,5,5,31.103,NYJ,@,NYG,L 24-35,*,21,36,58.33,229,1,3,51.7,1,7,6.36,3.17,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
124,118,2007,2007-10-14,6,6,31.110,NYJ,,PHI,L 9-16,*,11,21,52.38,128,0,1,51.3,3,19,6.10,3.95,4,2,0.50,0,0,0,0,,0,0.0%,,0,0,0,,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
125,119,2007,2007-10-21,7,7,31.117,NYJ,@,CIN,L 31-38,*,20,31,64.52,272,3,1,111.2,2,14,8.77,9.26,3,7,2.33,0,0,0,0,,0,0.0%,,0,0,0,0,0,0,0,0,0,0,,0,,Chad Pennington,PennCh01
126,120,2007,2007-10-28,8,8,31.124,NYJ,,BUF,L 3-13,*,13,20,65.00,106,0,0,78.3,3,19,5.30,5.30,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,2,0,0,0,-3,0,0,0,,0,,Chad Pennington,PennCh01
127,121,2007,2007-11-04,9,9,,NYJ,,WAS,L 20-23,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chad Pennington,PennCh01
128,122,2007,2007-11-18,10,11,,NYJ,,PIT,W 19-16,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chad Pennington,PennCh01
129,123,2007,2007-11-22,11,12,,NYJ,@,DAL,L 3-34,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chad Pennington,PennCh01
130,124,2007,2007-12-02,12,13,,NYJ,@,MIA,W 40-13,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chad Pennington,PennCh01
131,125,2007,2007-12-09,13,14,,NYJ,,CLE,L 18-24,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chad Pennington,PennCh01
132,126,2007,2007-12-16,14,15,31.173,NYJ,@,NWE,L 10-20,,25,38,65.79,184,0,0,77.1,5,40,4.84,4.84,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,1,0,0,1,0,0,0,0,,0,,Chad Pennington,PennCh01
133,127,2007,2007-12-23,15,16,31.180,NYJ,@,TEN,L 6-10,*,26,32,81.25,264,1,2,85.4,6,36,8.25,6.06,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,2,0,0,1,0,0,0,0,,0,,Chad Pennington,PennCh01
134,128,2007,2007-12-30,16,17,,NYJ,,KAN,W 13-10,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Chad Pennington,PennCh01
