,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Unnamed: 34_level_0,qb,qb_tag
,Rk,Year,Date,G#,Week,Age,Tm,Unnamed: 7_level_1,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds.1,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,,
24,23,1989,1989-09-24,3,3,25.211,GNB,@,RAM,L 38-41,*,25,43,58.14,335,2,3,69.4,3,9,7.79,5.58,3,22,7.33,1,1,6,0,,0,0,0,0,,Don Majkowski,MajkDo00
25,24,1989,1989-10-01,4,4,25.218,GNB,,ATL,W 23-21,*,19,35,54.29,295,1,2,68.2,0,0,8.43,6.43,9,39,4.33,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
26,25,1989,1989-10-08,5,5,25.225,GNB,,DAL,W 31-13,*,21,32,65.63,313,4,0,137.1,0,0,9.78,12.28,9,32,3.56,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
27,26,1989,1989-10-15,6,6,25.232,GNB,@,MIN,L 14-26,*,9,24,37.50,198,1,2,46.9,7,38,8.25,5.33,3,8,2.67,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
28,27,1989,1989-10-22,7,7,25.239,GNB,@,MIA,L 20-23,*,26,42,61.90,221,2,0,91.5,2,6,5.26,6.21,3,12,4.00,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
29,28,1989,1989-10-29,8,8,25.246,GNB,,DET,W 23-20,*,29,45,64.44,367,2,1,95.3,4,22,8.16,8.04,3,25,8.33,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
30,29,1989,1989-11-05,9,9,25.253,GNB,,CHI,W 14-13,*,23,40,57.50,299,2,1,87.4,5,29,7.48,7.35,1,14,14.00,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
31,30,1989,1989-11-12,10,10,25.260,GNB,@,DET,L 22-31,*,34,59,57.63,357,1,2,66.8,5,36,6.05,4.86,8,46,5.75,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
32,31,1989,1989-11-19,11,11,25.267,GNB,@,SFO,W 21-17,*,18,30,60.00,153,1,0,84.4,2,14,5.10,5.77,6,15,2.50,2,2,12,0,,0,0,0,0,,Don Majkowski,MajkDo00
33,32,1989,1989-11-26,12,12,25.274,GNB,,MIN,W 20-19,*,26,35,74.29,276,2,1,104.0,4,28,7.89,7.74,4,3,0.75,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
34,33,1989,1989-12-03,13,13,25.281,GNB,@,TAM,W 17-16,*,25,53,47.17,331,2,2,64.3,2,16,6.25,5.30,3,8,2.67,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
35,34,1989,1989-12-10,14,14,25.288,GNB,,KAN,L 3-21,*,14,34,41.18,123,0,1,39.2,4,25,3.62,2.29,4,33,8.25,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
36,35,1989,1989-12-17,15,15,25.295,GNB,@,CHI,W 40-28,*,21,36,58.33,244,1,1,76.6,1,5,6.78,6.08,6,59,9.83,2,2,12,0,,0,0,0,0,,Don Majkowski,MajkDo00
37,36,1989,1989-12-24,16,16,25.302,GNB,@,DAL,W 20-10,*,21,32,65.63,232,2,0,107.8,4,25,7.25,8.50,5,7,1.40,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
38,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Status,Don Majkowski,MajkDo00
39,37,1990,1990-09-16,2,2,26.203,GNB,,CHI,L 13-31,,8,12,66.67,84,0,1,52.1,0,0,7.00,3.25,0,0,,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
40,38,1990,1990-09-23,3,3,26.210,GNB,,KAN,L 3-17,*,19,31,61.29,171,0,2,49.3,6,35,5.52,2.61,6,46,7.67,0,0,0,0,,0,0,0,0,,Don Majkowski,MajkDo00
41,39,1990,1990-09-30,4,4,26.217,GNB,@,DET,W 24-21,*,28,46,60.87,289,3,0,100.7,4,20,6.28,7.59,8,88,11.00,0,0,0,1,,0,0,0,0,,Don Majkowski,MajkDo00
42,40,1990,1990-10-07,5,5,26.224,GNB,@,CHI,L 13-27,*,12,39,30.77,211,1,2,37.4,1,6,5.41,3.62,6,15,2.50,0,0,0,3,,0,2,-10,0,,Don Majkowski,MajkDo00
