,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Scoring,Scoring,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Off. Snaps,Off. Snaps,Def. Snaps,Def. Snaps,ST Snaps,ST Snaps,Unnamed: 40_level_0,qb,qb_tag
57,55,2016,2016-12-15,14,15,28.302,LAR,@,SEA,L 3-24,,5,9,55.56,32,0,0,63.2,0,0,3.56,3.56,0,0,,0,0,0,0,0,0,0,0,0,9,15%,0,0%,0,0%,,Case Keenum,KeenCa00
58,56,2016,2016-12-24,15,16,,LAR,,SFO,L 21-22,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Case Keenum,KeenCa00
59,57,2016,2017-01-01,16,17,,LAR,,ARI,L 6-44,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Case Keenum,KeenCa00
60,Rk,Year,Date,G#,Week,Age,Tm,,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,TD,Pts,Fmb,FL,FF,FR,Yds,TD,Num,Pct,Num,Pct,Num,Pct,Status,Case Keenum,KeenCa00
61,58,2017,2017-09-11,1,1,,MIN,,NOR,W 29-19,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Case Keenum,KeenCa00
62,59,2017,2017-09-17,2,2,29.212,MIN,@,PIT,L 9-26,*,20,37,54.05,167,0,0,65.9,2,21,4.51,4.51,0,0,,0,0,0,0,0,0,0,0,0,65,100%,0,0%,0,0%,,Case Keenum,KeenCa00
63,60,2017,2017-09-24,3,3,29.219,MIN,,TAM,W 34-17,*,25,33,75.76,369,3,0,142.1,0,0,11.18,13.00,6,18,3.00,0,0,0,0,0,0,0,0,0,74,100%,0,0%,0,0%,,Case Keenum,KeenCa00
64,61,2017,2017-10-01,4,4,29.226,MIN,,DET,L 7-14,*,16,30,53.33,219,0,0,76.9,2,22,7.30,7.30,0,0,,0,0,0,0,0,0,0,0,0,56,100%,0,0%,0,0%,,Case Keenum,KeenCa00
65,62,2017,2017-10-09,5,5,29.234,MIN,@,CHI,W 20-17,,17,21,80.95,140,1,0,110.3,0,0,6.67,7.62,1,22,22.00,0,0,0,0,0,0,0,0,0,44,63%,0,0%,0,0%,,Case Keenum,KeenCa00
66,63,2017,2017-10-15,6,6,29.240,MIN,,GNB,W 23-10,*,24,38,63.16,239,1,1,78.7,0,0,6.29,5.63,2,15,7.50,0,0,0,0,0,0,0,0,0,77,100%,0,0%,0,0%,,Case Keenum,KeenCa00
67,64,2017,2017-10-22,7,7,29.247,MIN,,BAL,W 24-16,*,20,31,64.52,188,0,1,67.7,0,0,6.06,4.61,1,9,9.00,0,0,0,0,0,0,0,0,0,66,100%,0,0%,0,0%,,Case Keenum,KeenCa00
