,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Green Bay Packers,12.0,108.0,255.0,42.4,1629.0,17.0,6.7,19.0,7.5,58.0,6.4,4.4,15.1,135.8,55.2,0.0,0.0,0,6.4,4.4,,
1,2.0,Chicago Cardinals,12.0,68.0,183.0,37.2,1123.0,3.0,1.6,26.0,14.2,6.0,6.1,0.1,16.5,93.6,24.5,0.0,0.0,0,6.1,0.1,0.0,0.0
2,3.0,Boston Redskins,12.0,77.0,214.0,36.0,1102.0,5.0,2.3,23.0,10.7,9.0,5.1,0.8,14.3,91.8,21.7,0.0,0.0,0,5.1,0.8,,
3,4.0,Chicago Bears,12.0,58.0,170.0,34.1,1099.0,16.0,9.4,21.0,12.4,10.0,6.5,2.8,18.9,91.6,49.2,0.0,0.0,0,6.5,2.8,,
4,5.0,Pittsburgh Pirates,12.0,81.0,198.0,40.9,1078.0,5.0,2.5,28.0,14.1,15.0,5.4,-0.4,13.3,89.8,27.7,0.0,0.0,0,5.4,-0.4,,
5,6.0,New York Giants,12.0,69.0,179.0,38.5,887.0,10.0,5.6,17.0,9.5,0.0,5.0,1.8,12.9,73.9,33.9,0.0,0.0,0,5.0,1.8,,
6,7.0,Detroit Lions,12.0,61.0,146.0,41.8,818.0,6.0,4.1,23.0,15.8,30.0,5.6,-0.7,13.4,68.2,34.4,0.0,0.0,0,5.6,-0.7,,
7,8.0,Brooklyn Dodgers,12.0,43.0,141.0,30.5,621.0,2.0,1.4,23.0,16.3,52.0,4.4,-2.7,14.4,51.8,11.0,0.0,0.0,0,4.4,-2.7,0.0,0.0
8,9.0,Philadelphia Eagles,12.0,39.0,170.0,22.9,603.0,3.0,1.8,36.0,21.2,11.0,3.5,-5.6,15.5,50.3,8.2,0.0,0.0,0,3.5,-5.6,0.0,0.0
9,,Avg Team,,67.1,184.0,36.5,995.6,7.4,4.0,24.0,13.0,21.0,5.4,0.4,14.8,83.0,28.9,0.0,0.0,0,5.41,0.4,0.0,0.0
10,,League Total,,604.0,1656.0,36.5,8960.0,67.0,4.0,216.0,13.0,58.0,5.4,0.4,14.8,83.0,28.9,0.0,0.0,0,5.41,0.4,0.0,0.0
11,,Avg Tm/G,,5.6,15.3,36.5,83.0,0.6,4.0,2.0,13.0,,5.4,0.4,14.8,83.0,28.9,0.0,0.0,0,5.41,0.4,,
