,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Cleveland Browns,12.0,184.0,374.0,49.2,2566.0,22.0,5.9,26.0,7.0,68.0,7.6,5.6,15.4,213.8,65.4,34.0,273.0,8.3,6.3,4.5,1.0,1.0
1,2.0,Green Bay Packers,12.0,161.0,337.0,47.8,2374.0,26.0,7.7,25.0,7.4,90.0,8.0,6.2,16.7,197.8,69.9,39.0,314.0,10.4,6.3,4.7,0.0,0.0
2,3.0,Los Angeles Rams,12.0,167.0,329.0,50.8,2292.0,17.0,5.2,31.0,9.4,84.0,7.4,4.2,14.6,191.0,53.2,18.0,146.0,5.2,6.6,3.6,2.0,2.0
3,4.0,Detroit Lions,12.0,171.0,362.0,47.2,2208.0,24.0,6.6,28.0,7.7,77.0,6.9,4.7,14.6,184.0,60.0,36.0,287.0,9.0,5.5,3.6,,
4,5.0,Pittsburgh Steelers,12.0,167.0,365.0,45.8,2191.0,21.0,5.8,23.0,6.3,69.0,6.9,5.2,15.0,182.6,61.7,39.0,313.0,9.7,5.4,3.9,,
5,6.0,San Francisco 49ers,12.0,177.0,342.0,51.8,1975.0,19.0,5.6,23.0,6.7,77.0,6.9,5.0,13.4,164.6,64.6,50.0,396.0,12.8,5.0,3.4,1.0,1.0
6,7.0,Philadelphia Eagles,12.0,154.0,361.0,42.7,1965.0,13.0,3.6,19.0,5.3,84.0,6.3,4.6,14.8,163.8,53.9,38.0,307.0,9.5,4.9,3.4,2.0,2.0
7,8.0,Washington Redskins,12.0,147.0,286.0,51.4,1740.0,20.0,7.0,21.0,7.3,70.0,7.4,5.5,14.5,145.0,68.6,48.0,387.0,14.4,5.2,3.6,2.0,2.0
8,9.0,Chicago Bears,12.0,141.0,347.0,40.6,1735.0,18.0,5.2,27.0,7.8,59.0,5.8,3.3,14.3,144.6,45.0,35.0,280.0,9.2,4.5,2.3,2.0,2.0
9,10.0,New York Giants,12.0,121.0,280.0,43.2,1392.0,16.0,5.7,22.0,7.9,72.0,6.1,3.7,14.2,116.0,49.9,40.0,321.0,12.5,4.4,2.3,2.0,2.0
10,11.0,Dallas Texans,12.0,149.0,352.0,42.3,1384.0,12.0,3.4,30.0,8.5,78.0,5.1,2.0,12.1,115.3,34.6,53.0,423.0,13.1,3.4,0.7,1.0,1.0
11,12.0,Chicago Cardinals,12.0,124.0,289.0,42.9,1211.0,10.0,3.5,22.0,7.6,56.0,5.2,2.5,12.2,100.9,39.5,38.0,301.0,11.6,3.7,1.3,1.0,1.0
12,,Avg Team,,155.3,335.3,46.3,1919.4,18.2,5.4,24.8,7.4,74.0,6.7,4.4,14.4,160.0,55.7,39.0,312.3,10.4,5.13,3.1,1.2,1.2
13,,League Total,,1863.0,4024.0,46.3,23033.0,218.0,5.4,297.0,7.4,90.0,6.7,4.4,14.4,160.0,55.7,468.0,3748.0,10.4,5.13,3.1,14.0,14.0
14,,Avg Tm/G,,12.9,27.9,46.3,160.0,1.5,5.4,2.1,7.4,,6.7,4.4,14.4,160.0,55.7,3.3,26.0,10.4,5.13,3.1,,
