,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Dallas Cowboys,14.0,217.0,399.0,54.4,3026.0,25.0,6.3,18.0,4.5,65.0,8.3,7.5,15.2,216.1,83.9,34.0,269.0,7.9,7.0,6.3,1.0,1.0
1,2.0,San Francisco 49ers,14.0,239.0,417.0,57.3,2925.0,24.0,5.8,23.0,5.5,65.0,7.5,6.1,13.0,208.9,77.1,27.0,182.0,6.1,6.6,5.3,1.0,2.0
2,3.0,Baltimore Colts,14.0,196.0,359.0,54.6,2872.0,28.0,7.8,22.0,6.1,84.0,8.6,7.4,15.8,205.1,84.0,29.0,222.0,7.5,7.4,6.3,0.0,1.0
3,4.0,Cleveland Browns,14.0,184.0,363.0,50.7,2858.0,27.0,7.4,16.0,4.4,87.0,8.4,7.9,16.5,204.1,85.6,21.0,181.0,5.5,7.4,7.0,0.0,2.0
4,5.0,Washington Redskins,14.0,227.0,408.0,55.6,2484.0,23.0,5.6,18.0,4.4,99.0,6.9,6.1,12.4,177.4,77.7,37.0,340.0,8.3,5.6,4.8,1.0,1.0
5,6.0,Pittsburgh Steelers,14.0,211.0,451.0,46.8,2479.0,22.0,4.9,26.0,5.8,62.0,6.1,4.5,13.1,177.1,58.8,41.0,285.0,8.3,5.0,3.6,1.0,1.0
6,7.0,New York Giants,14.0,195.0,366.0,53.3,2442.0,21.0,5.7,17.0,4.6,84.0,7.4,6.5,13.9,174.4,77.2,30.0,273.0,7.6,6.2,5.3,1.0,2.0
7,8.0,New Orleans Saints,14.0,210.0,439.0,47.8,2336.0,17.0,3.9,29.0,6.6,51.0,5.8,3.6,12.1,166.9,51.5,33.0,213.0,7.0,4.9,2.9,1.0,1.0
8,9.0,Detroit Lions,14.0,204.0,377.0,54.1,2320.0,17.0,4.5,15.0,4.0,86.0,7.0,6.1,13.0,165.7,74.9,45.0,329.0,10.7,5.5,4.7,1.0,1.0
9,10.0,Green Bay Packers,14.0,188.0,318.0,59.1,2275.0,21.0,6.6,15.0,4.7,72.0,8.3,7.5,14.1,162.5,88.4,41.0,376.0,11.4,6.3,5.6,1.0,0.0
10,11.0,St. Louis Cardinals,14.0,169.0,385.0,43.9,2187.0,16.0,4.2,20.0,5.2,80.0,6.2,4.7,14.1,156.2,56.7,23.0,202.0,5.6,5.4,3.9,4.0,4.0
11,12.0,Los Angeles Rams,14.0,189.0,384.0,49.2,2172.0,20.0,5.2,17.0,4.4,60.0,6.3,5.3,12.8,155.1,68.2,28.0,241.0,6.8,5.3,4.4,2.0,3.0
12,13.0,Philadelphia Eagles,14.0,194.0,380.0,51.1,2150.0,16.0,4.2,29.0,7.6,92.0,6.2,3.6,12.1,153.6,52.7,26.0,207.0,6.4,5.3,2.9,1.0,1.0
13,14.0,Atlanta Falcons,14.0,158.0,326.0,48.5,1859.0,9.0,2.8,24.0,7.4,71.0,7.3,4.6,15.1,132.8,51.5,70.0,527.0,17.7,4.7,2.4,1.0,1.0
14,15.0,Minnesota Vikings,14.0,154.0,282.0,54.6,1685.0,11.0,3.9,17.0,6.0,61.0,7.1,5.1,13.0,120.4,65.0,35.0,310.0,11.0,5.3,3.6,0.0,1.0
15,16.0,Chicago Bears,14.0,158.0,343.0,46.1,1681.0,10.0,2.9,21.0,6.1,80.0,5.4,3.3,11.8,120.1,47.4,24.0,187.0,6.5,4.6,2.6,1.0,3.0
16,,Avg Team,,193.3,374.8,51.6,2359.4,19.2,5.1,20.4,5.5,75.0,7.0,5.6,13.6,168.5,68.7,34.0,271.5,8.3,5.77,4.5,1.1,1.6
17,,League Total,,3093.0,5997.0,51.6,37751.0,307.0,5.1,327.0,5.5,99.0,7.0,5.6,13.6,168.5,68.7,544.0,4344.0,8.3,5.77,4.5,17.0,25.0
18,,Avg Tm/G,,13.8,26.8,51.6,168.5,1.4,5.1,1.5,5.5,,7.0,5.6,13.6,168.5,68.7,2.4,19.4,8.3,5.77,4.5,,
