,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Chicago Bears,10.0,117.0,229.0,51.1,2310.0,28.0,12.2,17.0,7.4,66.0,10.1,9.2,19.7,231.0,95.3,0.0,0.0,0,10.1,9.2,,
1,2.0,Green Bay Packers,10.0,114.0,253.0,45.1,1909.0,21.0,8.3,19.0,7.5,86.0,7.5,5.8,16.7,190.9,67.4,0.0,0.0,0,7.5,5.8,0.0,0.0
2,3.0,Washington Redskins,10.0,139.0,254.0,54.7,1837.0,24.0,9.4,20.0,7.9,72.0,7.2,5.6,13.2,183.7,76.5,0.0,0.0,0,7.2,5.6,,
3,4.0,Detroit Lions,10.0,93.0,248.0,37.5,1290.0,11.0,4.4,37.0,14.9,72.0,5.2,-0.6,13.9,129.0,30.2,0.0,0.0,0,5.2,-0.6,0.0,0.0
4,5.0,Phi/Pit Eagles/Steelers,10.0,65.0,175.0,37.1,1138.0,11.0,6.3,20.0,11.4,60.0,6.5,2.6,17.5,113.8,41.5,0.0,0.0,0,6.5,2.6,,
5,6.0,Chicago Cardinals,10.0,88.0,219.0,40.2,1095.0,6.0,2.7,39.0,17.8,67.0,5.0,-2.5,12.4,109.5,26.0,0.0,0.0,0,5.0,-2.5,,
6,7.0,Brooklyn Dodgers,10.0,90.0,205.0,43.9,969.0,5.0,2.4,21.0,10.2,65.0,4.7,0.6,10.8,96.9,26.9,0.0,0.0,0,4.7,0.6,0.0,0.0
7,8.0,New York Giants,10.0,63.0,149.0,42.3,760.0,8.0,5.4,9.0,6.0,56.0,5.1,3.5,12.1,76.0,51.3,0.0,0.0,0,5.1,3.5,,
8,,Avg Team,,76.9,173.2,44.4,1130.8,11.4,6.6,18.2,10.5,68.0,6.5,3.1,14.7,141.4,48.6,0.0,0.0,0,6.53,3.1,0.0,0.0
9,,League Total,,769.0,1732.0,44.4,11308.0,114.0,6.6,182.0,10.5,86.0,6.5,3.1,14.7,141.4,48.6,0.0,0.0,0,6.53,3.1,0.0,0.0
10,,Avg Tm/G,,9.6,21.7,44.4,141.4,1.4,6.6,2.3,10.5,,6.5,3.1,14.7,141.4,48.6,0.0,0.0,0,6.53,3.1,,
