,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Washington Redskins,14.0,301.0,527.0,57.1,3730.0,31.0,5.9,17.0,3.2,86.0,7.4,7.1,12.9,266.4,86.6,19.0,157.0,3.5,6.8,6.6,4.0,2.0
1,2.0,Baltimore Colts,14.0,265.0,457.0,58.0,3363.0,22.0,4.8,17.0,3.7,88.0,7.8,7.1,13.4,240.2,83.4,25.0,198.0,5.2,7.0,6.3,4.0,3.0
2,3.0,Philadelphia Eagles,14.0,244.0,445.0,54.8,3094.0,30.0,6.7,24.0,5.4,87.0,7.8,6.7,14.2,221.0,80.2,49.0,369.0,9.9,6.3,5.3,0.0,1.0
3,4.0,New York Giants,14.0,221.0,406.0,54.4,3040.0,33.0,8.1,20.0,4.9,70.0,8.3,7.7,15.3,217.1,88.7,37.0,342.0,8.4,6.9,6.3,2.0,2.0
4,5.0,St. Louis Cardinals,14.0,204.0,431.0,47.3,2941.0,20.0,4.6,35.0,8.1,76.0,7.4,4.6,15.5,210.1,53.8,24.0,229.0,5.3,6.5,3.9,2.0,2.0
5,6.0,Dallas Cowboys,14.0,210.0,417.0,50.4,2799.0,28.0,6.7,28.0,6.7,74.0,7.4,5.7,14.7,199.9,69.4,42.0,294.0,9.2,6.1,4.6,2.0,2.0
6,7.0,Los Angeles Rams,14.0,206.0,390.0,52.8,2734.0,28.0,7.2,16.0,4.1,80.0,7.6,7.1,14.3,195.3,84.4,25.0,213.0,6.0,6.6,6.2,3.0,1.0
7,8.0,San Francisco 49ers,14.0,228.0,469.0,48.6,2654.0,16.0,3.4,26.0,5.5,63.0,6.1,4.3,12.6,189.6,56.3,26.0,208.0,5.3,5.4,3.6,2.0,2.0
8,9.0,New Orleans Saints,14.0,237.0,478.0,49.6,2598.0,13.0,2.7,23.0,4.8,96.0,6.3,4.6,12.6,185.6,58.5,52.0,391.0,9.8,4.9,3.4,1.0,1.0
9,10.0,Pittsburgh Steelers,14.0,214.0,442.0,48.4,2511.0,19.0,4.3,29.0,6.6,66.0,6.3,4.2,13.0,179.4,55.6,30.0,270.0,6.4,5.3,3.4,2.0,1.0
10,11.0,Green Bay Packers,14.0,182.0,331.0,55.0,2364.0,15.0,4.5,27.0,8.2,86.0,8.3,5.6,15.2,168.9,63.7,41.0,394.0,11.0,6.4,3.9,1.0,3.0
11,12.0,Cleveland Browns,14.0,160.0,333.0,48.0,1942.0,22.0,6.6,18.0,5.4,49.0,6.9,5.8,14.5,138.7,70.6,44.0,372.0,11.7,5.2,4.2,1.0,1.0
12,13.0,Atlanta Falcons,14.0,179.0,370.0,48.4,1710.0,13.0,3.5,25.0,6.8,82.0,5.8,3.5,12.0,122.1,50.1,49.0,434.0,11.7,4.1,2.0,1.0,0.0
13,14.0,Minnesota Vikings,14.0,150.0,336.0,44.6,1667.0,11.0,3.3,24.0,7.1,85.0,5.8,3.2,13.0,119.1,44.6,35.0,284.0,9.4,4.5,2.2,3.0,2.0
14,15.0,Detroit Lions,14.0,160.0,351.0,45.6,1631.0,14.0,4.0,19.0,5.4,52.0,5.2,3.6,11.4,116.5,52.5,24.0,195.0,6.4,4.3,2.8,,
15,16.0,Chicago Bears,14.0,131.0,268.0,48.9,1441.0,9.0,3.4,18.0,6.7,93.0,6.2,3.9,12.8,102.9,52.0,27.0,232.0,9.2,4.9,2.7,,
16,,Avg Team,,205.8,403.2,51.0,2513.7,20.3,5.0,22.9,5.7,77.0,6.9,5.4,13.6,179.5,66.6,34.3,286.4,7.8,5.75,4.3,1.8,1.4
17,,League Total,,3292.0,6451.0,51.0,40219.0,324.0,5.0,366.0,5.7,96.0,6.9,5.4,13.6,179.5,66.6,549.0,4582.0,7.8,5.75,4.3,28.0,23.0
18,,Avg Tm/G,,14.7,28.8,51.0,179.5,1.4,5.0,1.6,5.7,,6.9,5.4,13.6,179.5,66.6,2.5,20.5,7.8,5.75,4.3,,
