,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,San Diego Chargers,14.0,244.0,450.0,54.2,3134.0,23.0,5.1,28.0,6.2,77.0,7.3,5.6,13.5,223.9,69.0,19.0,171.0,4.1,6.7,5.0,2.0,3.0
1,2.0,Dallas Cowboys,14.0,206.0,361.0,57.1,2786.0,22.0,6.1,14.0,3.9,85.0,8.4,7.9,14.7,199.0,88.8,32.0,251.0,8.1,7.1,6.6,1.0,2.0
2,3.0,New York Giants,14.0,268.0,462.0,58.0,2714.0,14.0,3.0,25.0,5.4,81.0,6.6,4.8,11.4,193.9,65.6,40.0,348.0,8.0,5.4,3.7,1.0,1.0
3,4.0,San Francisco 49ers,14.0,209.0,391.0,53.5,2577.0,18.0,4.6,24.0,6.1,71.0,6.9,5.0,12.9,184.1,65.0,11.0,111.0,2.7,6.4,4.6,1.0,2.0
4,5.0,St. Louis Cardinals,14.0,170.0,385.0,44.2,2471.0,14.0,3.6,26.0,6.8,80.0,6.9,4.6,15.6,176.5,51.6,19.0,185.0,4.7,6.1,3.9,1.0,0.0
5,6.0,Houston Oilers,14.0,194.0,423.0,45.9,2409.0,12.0,2.8,37.0,8.7,70.0,6.2,2.9,13.6,172.1,39.3,31.0,234.0,6.8,5.3,2.2,2.0,1.0
6,7.0,Kansas City Chiefs,14.0,183.0,337.0,54.3,2347.0,15.0,4.5,13.0,3.9,82.0,8.0,7.1,14.7,167.6,79.4,35.0,347.0,9.4,6.3,5.5,3.0,3.0
7,8.0,Philadelphia Eagles,14.0,200.0,390.0,51.3,2323.0,13.0,3.3,20.0,5.1,69.0,6.5,4.9,12.8,165.9,61.8,26.0,229.0,6.3,5.6,4.0,1.0,1.0
8,9.0,Cleveland Browns,14.0,188.0,376.0,50.0,2299.0,14.0,3.7,27.0,7.2,53.0,6.7,4.2,13.4,164.2,54.2,22.0,222.0,5.5,5.8,3.4,2.0,3.0
9,10.0,Washington Redskins,14.0,182.0,334.0,54.5,2273.0,13.0,3.9,15.0,4.5,71.0,7.2,5.9,13.1,162.4,71.6,17.0,118.0,4.8,6.5,5.3,1.0,0.0
10,11.0,Atlanta Falcons,14.0,167.0,285.0,58.6,2256.0,16.0,5.6,21.0,7.4,84.0,8.8,6.6,14.9,161.1,75.4,31.0,239.0,9.8,7.1,5.2,2.0,2.0
11,12.0,Detroit Lions,14.0,157.0,299.0,52.5,2201.0,17.0,5.7,14.0,4.7,76.0,8.2,7.2,15.6,157.2,79.5,31.0,252.0,9.4,6.7,5.8,1.0,1.0
12,13.0,Oakland Raiders,14.0,174.0,348.0,50.0,2128.0,21.0,6.0,26.0,7.5,67.0,6.8,4.6,13.6,152.0,61.0,24.0,235.0,6.5,5.7,3.7,3.0,3.0
13,14.0,Pittsburgh Steelers,14.0,214.0,414.0,51.7,2124.0,15.0,3.6,26.0,6.3,49.0,5.9,3.8,11.4,151.7,55.7,37.0,322.0,8.2,4.7,2.8,3.0,3.0
14,15.0,Cincinnati Bengals,14.0,214.0,365.0,58.6,2124.0,15.0,4.1,11.0,3.0,90.0,6.6,6.1,11.3,151.7,79.8,40.0,303.0,9.9,5.2,4.8,,
15,16.0,Los Angeles Rams,14.0,185.0,370.0,50.0,2094.0,18.0,4.9,11.0,3.0,68.0,6.2,5.9,12.5,149.6,73.5,26.0,210.0,6.6,5.3,4.9,3.0,2.0
16,17.0,Denver Broncos,14.0,175.0,358.0,48.9,2065.0,8.0,2.2,27.0,7.5,74.0,6.3,3.3,12.8,147.5,44.9,22.0,178.0,5.8,5.4,2.7,0.0,2.0
17,18.0,Buffalo Bills,14.0,202.0,401.0,50.4,1989.0,12.0,3.0,32.0,8.0,75.0,6.0,3.0,11.9,142.1,45.8,49.0,421.0,10.9,4.4,1.8,,
18,19.0,Miami Dolphins,14.0,156.0,293.0,53.2,1983.0,20.0,6.8,10.0,3.4,86.0,7.7,7.5,14.4,141.6,87.0,25.0,265.0,7.9,6.2,6.1,2.0,2.0
19,20.0,New Orleans Saints,14.0,182.0,387.0,47.0,1955.0,12.0,3.1,14.0,3.6,63.0,6.1,5.1,12.9,139.6,61.9,50.0,400.0,11.4,4.5,3.6,4.0,2.0
20,21.0,Baltimore Colts,14.0,176.0,344.0,51.2,1922.0,10.0,2.9,21.0,6.1,64.0,6.3,4.1,12.2,137.3,55.0,27.0,230.0,7.3,5.2,3.2,1.0,0.0
21,22.0,Chicago Bears,14.0,186.0,443.0,42.0,1902.0,12.0,2.7,28.0,6.3,64.0,5.2,2.9,12.3,135.9,41.3,49.0,392.0,10.0,3.9,1.8,4.0,4.0
22,23.0,New England Patriots,14.0,159.0,330.0,48.2,1887.0,19.0,5.8,16.0,4.8,88.0,6.7,5.7,13.9,134.8,69.1,36.0,319.0,9.8,5.2,4.2,1.0,1.0
23,24.0,Green Bay Packers,14.0,121.0,254.0,47.6,1685.0,12.0,4.7,24.0,9.4,77.0,7.3,3.9,15.2,120.4,48.4,18.0,157.0,6.6,6.2,3.1,1.0,2.0
24,25.0,Minnesota Vikings,14.0,157.0,334.0,47.0,1655.0,9.0,2.7,18.0,5.4,55.0,5.7,3.8,12.2,118.2,51.6,28.0,255.0,7.7,4.6,2.8,1.0,3.0
25,26.0,New York Jets,14.0,119.0,278.0,42.8,1379.0,15.0,5.4,16.0,5.8,74.0,5.6,4.1,13.1,98.5,55.1,23.0,177.0,7.6,4.6,3.2,1.0,2.0
26,,Avg Team,,184.2,362.0,50.9,2180.1,15.0,4.1,20.9,5.8,73.0,6.7,4.9,13.2,155.7,62.2,29.5,252.7,7.5,5.57,3.9,1.6,1.7
27,,League Total,,4788.0,9412.0,50.9,56682.0,389.0,4.1,544.0,5.8,90.0,6.7,4.9,13.2,155.7,62.2,768.0,6571.0,7.5,5.57,3.9,42.0,45.0
28,,Avg Tm/G,,13.2,25.9,50.9,155.7,1.1,4.1,1.5,5.8,,6.7,4.9,13.2,155.7,62.2,2.1,18.1,7.5,5.57,3.9,,
