,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Green Bay Packers,11.0,172.0,330.0,52.1,2407.0,28.0,8.5,18.0,5.5,73.0,7.3,6.5,14.0,218.8,81.5,0.0,0.0,0,7.3,6.5,,
1,2.0,Chicago Bears,11.0,94.0,194.0,48.5,1974.0,21.0,10.8,29.0,14.9,68.0,10.2,5.6,21.0,179.5,81.4,0.0,0.0,0,10.2,5.6,,
2,3.0,Washington Redskins,11.0,137.0,257.0,53.3,1600.0,16.0,6.2,17.0,6.6,53.0,6.2,4.5,11.7,145.5,65.6,0.0,0.0,0,6.2,4.5,,
3,4.0,Cleveland Rams,11.0,109.0,249.0,43.8,1537.0,13.0,5.2,27.0,10.8,67.0,6.2,2.3,14.1,139.7,42.1,0.0,0.0,0,6.2,2.3,,
4,5.0,Chicago Cardinals,11.0,131.0,316.0,41.5,1432.0,6.0,1.9,29.0,9.2,69.0,4.5,0.8,10.9,130.2,23.6,0.0,0.0,0,4.5,0.8,,
5,6.0,Philadelphia Eagles,11.0,96.0,213.0,45.1,1416.0,8.0,3.8,17.0,8.0,65.0,6.6,3.8,14.8,128.7,46.6,0.0,0.0,0,6.6,3.8,,
6,7.0,New York Giants,11.0,67.0,148.0,45.3,957.0,10.0,6.8,14.0,9.5,60.0,6.5,3.6,14.3,87.0,49.9,0.0,0.0,0,6.5,3.6,0.0,0.0
7,8.0,Detroit Lions,11.0,73.0,222.0,32.9,885.0,1.0,0.5,33.0,14.9,51.0,4.0,-2.6,12.1,80.5,8.0,0.0,0.0,0,4.0,-2.6,0.0,0.0
8,9.0,Brooklyn Dodgers,11.0,56.0,159.0,35.2,714.0,3.0,1.9,24.0,15.1,71.0,4.5,-1.9,12.8,64.9,16.9,0.0,0.0,0,4.5,-1.9,0.0,0.0
9,10.0,Pittsburgh Steelers,11.0,51.0,161.0,31.7,686.0,2.0,1.2,11.0,6.8,41.0,4.3,1.4,13.5,62.4,21.9,0.0,0.0,0,4.3,1.4,,
10,,Avg Team,,98.6,224.9,43.8,1360.8,10.8,4.8,21.9,9.7,62.0,6.1,2.6,13.8,123.7,40.3,0.0,0.0,0,6.05,2.6,0.0,0.0
11,,League Total,,986.0,2249.0,43.8,13608.0,108.0,4.8,219.0,9.7,73.0,6.1,2.6,13.8,123.7,40.3,0.0,0.0,0,6.05,2.6,0.0,0.0
12,,Avg Tm/G,,9.0,20.4,43.8,123.7,1.0,4.8,2.0,9.7,,6.1,2.6,13.8,123.7,40.3,0.0,0.0,0,6.05,2.6,,
