,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,San Diego Chargers,16.0,368.0,629.0,58.5,4739.0,34.0,5.4,18.0,2.9,67.0,7.7,7.5,13.2,296.2,89.2,19.0,134.0,2.9,7.3,7.1,3.0,3.0
1,2.0,Minnesota Vikings,16.0,382.0,709.0,53.9,4333.0,27.0,3.8,29.0,4.1,63.0,6.4,5.4,12.0,270.8,69.5,29.0,234.0,3.9,5.9,4.8,2.0,2.0
2,3.0,Cincinnati Bengals,16.0,332.0,550.0,60.4,3995.0,30.0,5.5,12.0,2.2,74.0,7.6,7.7,12.7,249.7,93.3,35.0,205.0,6.0,6.8,6.9,3.0,3.0
3,4.0,Cleveland Browns,16.0,348.0,624.0,55.8,3986.0,21.0,3.4,27.0,4.3,62.0,7.0,5.7,12.5,249.1,70.7,40.0,353.0,6.0,6.0,4.8,2.0,2.0
4,5.0,Atlanta Falcons,16.0,311.0,563.0,55.2,3699.0,30.0,5.3,24.0,4.3,70.0,7.1,6.2,12.8,231.2,77.6,37.0,287.0,6.2,6.2,5.4,1.0,1.0
5,6.0,New England Patriots,16.0,254.0,482.0,52.7,3583.0,17.0,3.5,34.0,7.1,76.0,8.1,5.6,15.4,223.9,62.1,45.0,321.0,8.5,6.8,4.5,,
6,7.0,San Francisco 49ers,16.0,328.0,517.0,63.4,3543.0,20.0,3.9,13.0,2.5,78.0,7.3,6.9,11.5,221.4,87.7,29.0,223.0,5.3,6.5,6.2,3.0,3.0
7,8.0,Denver Broncos,16.0,289.0,485.0,59.6,3531.0,27.0,5.6,21.0,4.3,95.0,8.2,7.4,13.8,220.7,86.6,61.0,461.0,11.2,6.5,5.7,2.0,2.0
8,9.0,Buffalo Bills,16.0,253.0,503.0,50.3,3515.0,25.0,5.0,20.0,4.0,67.0,7.3,6.5,14.5,219.7,74.3,16.0,146.0,3.1,6.8,6.0,2.0,2.0
9,10.0,Washington Redskins,16.0,307.0,525.0,58.5,3466.0,19.0,3.6,22.0,4.2,79.0,7.1,6.0,12.2,216.6,75.1,30.0,277.0,5.4,6.2,5.1,2.0,2.0
10,11.0,Tampa Bay Buccaneers,16.0,239.0,473.0,50.5,3429.0,20.0,4.2,14.0,3.0,84.0,7.5,7.1,14.9,214.3,77.4,19.0,136.0,3.9,7.0,6.5,2.0,3.0
11,12.0,Seattle Seahawks,16.0,307.0,524.0,58.6,3427.0,21.0,4.0,15.0,2.9,80.0,7.1,6.6,12.1,214.2,82.0,37.0,300.0,6.6,6.1,5.7,2.0,2.0
12,13.0,Pittsburgh Steelers,16.0,247.0,461.0,53.6,3226.0,25.0,5.4,19.0,4.1,90.0,7.5,6.7,14.0,201.6,78.9,27.0,231.0,5.5,6.6,5.9,0.0,2.0
13,14.0,Green Bay Packers,16.0,286.0,514.0,55.6,3189.0,24.0,4.7,24.0,4.7,75.0,7.0,5.8,12.5,199.3,73.5,52.0,387.0,9.2,5.6,4.6,1.0,1.0
14,15.0,Dallas Cowboys,16.0,241.0,439.0,54.9,3169.0,24.0,5.5,15.0,3.4,73.0,7.8,7.3,14.2,198.1,84.2,31.0,245.0,6.6,6.7,6.3,3.0,3.0
15,16.0,Miami Dolphins,16.0,271.0,498.0,54.4,3149.0,18.0,3.6,21.0,4.2,69.0,6.8,5.6,12.5,196.8,70.2,30.0,236.0,5.7,6.0,4.9,3.0,4.0
16,17.0,Detroit Lions,16.0,228.0,436.0,52.3,3138.0,18.0,4.1,23.0,5.3,94.0,8.0,6.4,15.2,196.1,70.7,44.0,337.0,9.2,6.5,5.1,2.0,3.0
17,18.0,Baltimore Colts,16.0,265.0,479.0,55.3,3058.0,21.0,4.4,23.0,4.8,67.0,7.1,5.8,12.8,191.1,72.2,37.0,321.0,7.2,5.9,4.7,,
18,19.0,New York Jets,16.0,283.0,507.0,55.8,3055.0,26.0,5.1,14.0,2.8,49.0,6.5,6.3,11.6,190.9,81.1,30.0,224.0,5.6,5.7,5.5,2.0,1.0
19,20.0,Philadelphia Eagles,16.0,258.0,476.0,54.2,3044.0,25.0,5.3,22.0,4.6,85.0,6.8,5.8,12.6,190.3,73.9,22.0,205.0,4.4,6.1,5.1,0.0,1.0
20,21.0,Oakland Raiders,16.0,267.0,545.0,49.0,2919.0,18.0,3.3,28.0,5.1,66.0,6.2,4.5,12.6,182.4,58.2,53.0,437.0,8.9,4.9,3.4,4.0,3.0
21,22.0,St. Louis Cardinals,16.0,253.0,477.0,53.0,2864.0,15.0,3.1,24.0,5.0,75.0,6.9,5.2,12.9,179.0,64.4,48.0,405.0,9.1,5.5,4.0,0.0,2.0
22,23.0,Houston Oilers,16.0,258.0,441.0,58.5,2777.0,21.0,4.8,23.0,5.2,71.0,7.1,5.7,12.1,173.6,74.4,40.0,342.0,8.3,5.8,4.5,2.0,2.0
