,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Washington Redskins,12.0,202.0,360.0,56.1,2861.0,24.0,6.7,26.0,7.2,86.0,7.9,6.0,14.2,238.4,74.1,0.0,0.0,0,7.9,6.0,,
1,2.0,Los Angeles Rams,12.0,201.0,395.0,50.9,2748.0,28.0,7.1,25.0,6.3,80.0,7.0,5.5,13.7,229.0,70.7,0.0,0.0,0,7.0,5.5,0.0,0.0
2,3.0,New York Giants,12.0,191.0,363.0,52.6,2504.0,24.0,6.6,16.0,4.4,65.0,6.9,6.2,13.1,208.7,78.3,0.0,0.0,0,6.9,6.2,,
3,4.0,Detroit Lions,12.0,151.0,324.0,46.6,2288.0,20.0,6.2,26.0,8.0,83.0,7.1,4.7,15.2,190.7,57.5,0.0,0.0,0,7.1,4.7,,
4,5.0,Philadelphia Eagles,12.0,159.0,301.0,52.8,2241.0,27.0,9.0,16.0,5.3,70.0,7.4,6.8,14.1,186.8,84.9,0.0,0.0,0,7.4,6.8,,
5,6.0,Chicago Cardinals,12.0,134.0,285.0,47.0,2134.0,22.0,7.7,12.0,4.2,71.0,7.5,7.1,15.9,177.8,80.7,0.0,0.0,0,7.5,7.1,,
6,7.0,Chicago Bears,12.0,142.0,287.0,49.5,1894.0,22.0,7.7,19.0,6.6,64.0,6.6,5.2,13.3,157.8,68.8,0.0,0.0,0,6.6,5.2,,
7,8.0,Pittsburgh Steelers,12.0,108.0,266.0,40.6,1529.0,8.0,3.0,29.0,10.9,66.0,5.7,1.4,14.2,127.4,30.3,0.0,0.0,0,5.7,1.4,,
8,9.0,Green Bay Packers,12.0,109.0,274.0,39.8,1364.0,8.0,2.9,29.0,10.6,64.0,5.0,0.8,12.5,113.7,26.1,0.0,0.0,0,5.0,0.8,,
9,10.0,Boston Yanks,12.0,101.0,261.0,38.7,1308.0,13.0,5.0,34.0,13.0,69.0,5.0,0.1,13.0,109.0,32.2,0.0,0.0,0,5.0,0.1,,
10,,Avg Team,,149.8,311.6,48.1,2087.1,19.6,6.3,23.2,7.4,72.0,6.7,4.6,13.9,173.9,60.0,0.0,0.0,0,6.7,4.6,0.0,0.0
11,,League Total,,1498.0,3116.0,48.1,20871.0,196.0,6.3,232.0,7.4,86.0,6.7,4.6,13.9,173.9,60.0,0.0,0.0,0,6.7,4.6,0.0,0.0
12,,Avg Tm/G,,12.5,26.0,48.1,173.9,1.6,6.3,1.9,7.4,,6.7,4.6,13.9,173.9,60.0,0.0,0.0,0,6.7,4.6,,
