,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
11,12.0,Arizona Cardinals,16.0,392.0,594.0,66.0,4016.0,27.0,4.5,18.0,3.0,45.0,7.1,6.6,10.7,251.0,89.1,26.0,184.0,4.2,6.5,6.0,1.0,2.0,-17.36
12,13.0,Denver Broncos,16.0,341.0,558.0,61.1,3627.0,21.0,3.8,13.0,2.3,87.0,6.9,6.6,11.2,226.7,84.4,34.0,198.0,5.7,6.1,5.8,3.0,3.0,-29.76
13,14.0,Atlanta Falcons,16.0,332.0,570.0,58.2,3571.0,26.0,4.6,17.0,3.0,90.0,6.5,6.1,11.1,223.2,80.4,27.0,126.0,4.5,6.0,5.6,2.0,4.0,5.22
14,15.0,Seattle Seahawks,16.0,372.0,609.0,61.1,3503.0,20.0,3.3,19.0,3.1,53.0,6.2,5.4,10.1,218.9,76.7,41.0,268.0,6.3,5.4,4.7,0.0,1.0,-92.3
15,16.0,Washington Redskins,16.0,340.0,533.0,63.8,3490.0,21.0,3.9,16.0,3.0,84.0,7.1,6.6,11.2,218.1,85.5,46.0,307.0,7.9,6.0,5.5,1.0,1.0,-52.22
16,17.0,Chicago Bears,16.0,340.0,563.0,60.4,3473.0,27.0,4.8,27.0,4.8,71.0,6.5,5.3,10.8,217.1,75.6,35.0,204.0,5.9,5.8,4.7,2.0,4.0,-100.63
17,18.0,Baltimore Ravens,16.0,321.0,510.0,62.9,3419.0,21.0,4.1,13.0,2.5,72.0,7.1,6.8,11.3,213.7,87.4,36.0,218.0,6.6,6.3,6.0,1.0,2.0,-11.18
18,19.0,Jacksonville Jaguars,16.0,315.0,519.0,60.7,3356.0,15.0,2.9,10.0,1.9,63.0,6.9,6.6,11.4,209.8,83.2,44.0,243.0,7.8,6.0,5.7,3.0,4.0,-57.2
19,20.0,Miami Dolphins,16.0,331.0,545.0,60.7,3170.0,15.0,2.8,19.0,3.5,67.0,6.2,5.2,10.3,198.1,73.3,34.0,226.0,5.9,5.5,4.5,3.0,3.0,-43.71
20,21.0,Detroit Lions,16.0,316.0,585.0,54.0,3168.0,16.0,2.7,32.0,5.5,75.0,5.9,4.0,11.0,198.0,58.1,43.0,303.0,6.8,5.0,3.3,1.0,1.0,-148.76
21,22.0,San Francisco 49ers,16.0,312.0,528.0,59.1,3052.0,23.0,4.4,14.0,2.7,73.0,6.2,5.9,10.6,190.8,80.8,40.0,241.0,7.0,5.4,5.1,1.0,1.0,-70.07
22,23.0,Tennessee Titans,16.0,271.0,476.0,56.9,3031.0,16.0,3.4,15.0,3.2,69.0,6.5,5.8,11.5,189.4,74.8,15.0,73.0,3.1,6.2,5.5,3.0,6.0,-70.45
23,24.0,Tampa Bay Buccaneers,16.0,279.0,524.0,53.2,2973.0,18.0,3.4,29.0,5.5,47.0,6.0,4.2,11.2,185.8,59.8,33.0,161.0,5.9,5.3,3.6,2.0,2.0,-118.73
24,25.0,Kansas City Chiefs,16.0,296.0,536.0,55.2,2922.0,18.0,3.4,17.0,3.2,61.0,5.9,5.2,10.8,182.6,70.8,45.0,261.0,7.7,5.0,4.3,1.0,2.0,-106.75
25,26.0,Cincinnati Bengals,16.0,286.0,477.0,60.0,2890.0,21.0,4.4,13.0,2.7,73.0,6.6,6.2,11.0,180.6,82.7,29.0,244.0,5.7,5.7,5.4,3.0,5.0,-31.31
26,27.0,Carolina Panthers,16.0,264.0,465.0,56.8,2799.0,16.0,3.4,20.0,4.3,66.0,6.6,5.4,11.6,174.9,70.5,33.0,271.0,6.6,5.6,4.5,2.0,3.0,-57.72
27,28.0,St. Louis Rams,16.0,312.0,543.0,57.5,2686.0,12.0,2.2,21.0,3.9,50.0,5.5,4.2,9.5,167.9,64.0,44.0,284.0,7.5,4.6,3.4,0.0,1.0,-163.97
28,29.0,Oakland Raiders,16.0,255.0,485.0,52.6,2557.0,10.0,2.1,18.0,3.7,86.0,5.9,4.7,11.3,159.8,62.0,49.0,318.0,9.2,4.8,3.6,4.0,4.0,-181.93
29,30.0,Buffalo Bills,16.0,256.0,441.0,58.0,2515.0,17.0,3.9,19.0,4.3,98.0,6.3,5.2,10.9,157.2,71.7,46.0,274.0,9.4,5.2,4.1,1.0,2.0,-98.88
30,31.0,New York Jets,16.0,210.0,393.0,53.4,2380.0,12.0,3.1,21.0,5.3,65.0,6.6,4.8,12.4,148.8,62.0,30.0,216.0,7.1,5.6,4.0,,,-74.97
31,32.0,Cleveland Browns,16.0,219.0,443.0,49.4,2076.0,11.0,2.5,18.0,4.1,59.0,5.1,3.8,10.3,129.8,55.8,30.0,179.0,6.3,4.4,3.1,0.0,2.0,-152.34
32,,Avg Team,,324.1,532.3,60.9,3495.3,22.2,4.2,16.4,3.1,71.0,7.0,6.4,11.5,218.5,83.0,34.4,220.8,6.1,6.17,5.6,1.9,2.8,-22.8
33,,League Total,,10372.0,17033.0,60.9,111851.0,710.0,4.2,525.0,3.1,98.0,7.0,6.4,11.5,218.5,83.0,1101.0,7066.0,6.1,6.17,5.6,61.0,89.0,
34,,Avg Tm/G,,20.3,33.3,60.9,218.5,1.4,4.2,1.0,3.1,,7.0,6.4,11.5,218.5,83.0,2.2,13.8,6.1,6.17,5.6,,,
