,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Philadelphia Eagles,14.0,241.0,429.0,56.2,3605.0,34.0,7.9,26.0,6.1,69.0,8.9,7.8,15.9,257.5,87.2,27.0,219.0,5.9,7.9,6.8,3.0,3.0
1,2.0,San Francisco 49ers,14.0,187.0,346.0,54.0,2804.0,15.0,4.3,19.0,5.5,70.0,8.8,7.2,16.3,200.3,75.5,32.0,253.0,8.5,7.4,5.9,2.0,2.0
2,3.0,Baltimore Colts,14.0,232.0,438.0,53.0,2803.0,17.0,3.9,29.0,6.6,72.0,6.9,4.7,13.0,200.2,60.3,27.0,215.0,5.8,6.0,4.0,3.0,4.0
3,4.0,New York Giants,14.0,215.0,416.0,51.7,2740.0,27.0,6.5,23.0,5.5,62.0,7.3,6.1,14.1,195.7,74.1,37.0,295.0,8.2,6.0,5.0,2.0,2.0
4,5.0,Chicago Bears,14.0,186.0,349.0,53.3,2672.0,26.0,7.4,24.0,6.9,98.0,8.6,7.0,16.2,190.9,78.6,42.0,339.0,10.7,6.8,5.4,4.0,5.0
5,6.0,Dallas Cowboys,14.0,215.0,422.0,50.9,2661.0,23.0,5.5,27.0,6.4,80.0,6.9,5.1,13.6,190.1,64.9,32.0,257.0,7.0,5.9,4.2,3.0,2.0
6,7.0,Detroit Lions,14.0,186.0,398.0,46.7,2544.0,14.0,3.5,27.0,6.8,84.0,7.1,4.8,15.2,181.7,54.1,36.0,286.0,8.3,5.9,3.7,2.0,2.0
7,8.0,Cleveland Browns,14.0,185.0,320.0,57.8,2374.0,20.0,6.3,13.0,4.1,77.0,7.9,7.4,13.7,169.6,87.2,21.0,164.0,6.2,7.0,6.4,2.0,2.0
8,9.0,Green Bay Packers,14.0,177.0,306.0,57.8,2364.0,18.0,5.9,16.0,5.2,78.0,8.2,7.0,14.1,168.9,82.2,17.0,138.0,5.3,7.3,6.2,3.0,3.0
9,10.0,Los Angeles Rams,14.0,199.0,386.0,51.6,2337.0,13.0,3.4,21.0,5.4,96.0,7.0,5.2,13.6,166.9,62.8,47.0,372.0,10.9,5.4,3.8,1.0,3.0
10,11.0,Pittsburgh Steelers,14.0,176.0,334.0,52.7,2332.0,23.0,6.9,34.0,10.2,88.0,7.9,4.6,14.9,166.6,62.1,36.0,290.0,9.7,6.3,3.4,1.0,1.0
11,12.0,Washington Redskins,14.0,189.0,420.0,45.0,2175.0,12.0,2.9,28.0,6.7,80.0,6.1,3.7,13.6,155.4,46.8,49.0,391.0,10.4,4.6,2.5,0.0,0.0
12,13.0,Minnesota Vikings,14.0,203.0,377.0,53.8,1989.0,22.0,5.8,22.0,5.8,71.0,6.7,5.2,12.4,142.1,70.0,67.0,538.0,15.1,4.5,3.2,,
13,14.0,St. Louis Cardinals,14.0,168.0,351.0,47.9,1973.0,21.0,6.0,23.0,6.6,80.0,6.9,5.2,14.5,140.9,63.5,58.0,461.0,14.2,4.8,3.3,2.0,3.0
14,,Avg Team,,197.1,378.0,52.1,2526.6,20.4,5.4,23.7,6.3,79.0,7.5,5.7,14.3,180.5,68.5,37.7,301.3,9.1,6.08,4.5,2.0,2.3
15,,League Total,,2759.0,5292.0,52.1,35373.0,285.0,5.4,332.0,6.3,98.0,7.5,5.7,14.3,180.5,68.5,528.0,4218.0,9.1,6.08,4.5,28.0,32.0
16,,Avg Tm/G,,14.1,27.0,52.1,180.5,1.5,5.4,1.7,6.3,,7.5,5.7,14.3,180.5,68.5,2.7,21.5,9.1,6.08,4.5,,
