,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Miami Dolphins,16.0,367.0,572.0,64.2,5018.0,49.0,8.6,18.0,3.1,80.0,9.0,9.3,14.0,313.6,108.5,14.0,128.0,2.4,8.6,8.9,2.0,3.0
1,2.0,San Diego Chargers,16.0,401.0,662.0,60.6,4643.0,25.0,3.8,21.0,3.2,88.0,7.4,6.8,12.3,290.2,82.9,36.0,285.0,5.2,6.7,6.0,2.0,2.0
2,3.0,St. Louis Cardinals,16.0,347.0,566.0,61.3,4257.0,28.0,4.9,16.0,2.8,83.0,8.2,7.9,13.4,266.1,92.0,49.0,377.0,8.0,6.9,6.7,3.0,4.0
3,4.0,San Francisco 49ers,16.0,312.0,496.0,62.9,3901.0,32.0,6.5,10.0,2.0,80.0,8.2,8.6,13.1,243.8,101.9,27.0,178.0,5.2,7.5,7.8,3.0,3.0
4,5.0,New York Giants,16.0,288.0,535.0,53.8,3632.0,22.0,4.1,18.0,3.4,65.0,7.6,6.9,14.1,227.0,78.3,55.0,434.0,9.3,6.2,5.5,1.0,1.0
5,6.0,Dallas Cowboys,16.0,322.0,604.0,53.3,3606.0,19.0,3.1,26.0,4.3,68.0,6.6,5.3,12.4,225.4,66.6,48.0,389.0,7.4,5.5,4.3,2.0,4.0
6,7.0,Kansas City Chiefs,16.0,305.0,593.0,51.4,3568.0,21.0,3.5,22.0,3.7,65.0,6.5,5.6,12.7,223.0,68.5,33.0,301.0,5.3,5.7,4.8,2.0,2.0
7,8.0,Tampa Bay Buccaneers,16.0,334.0,563.0,59.3,3545.0,22.0,3.9,23.0,4.1,74.0,6.9,5.9,11.7,221.6,76.4,45.0,362.0,7.4,5.8,4.9,2.0,3.0
8,9.0,Green Bay Packers,16.0,281.0,506.0,55.5,3430.0,30.0,5.9,30.0,5.9,79.0,7.4,5.9,13.3,214.4,74.2,42.0,310.0,7.7,6.3,4.9,2.0,2.0
9,10.0,Seattle Seahawks,16.0,283.0,497.0,56.9,3423.0,32.0,6.4,26.0,5.2,80.0,7.5,6.5,13.3,213.9,80.6,42.0,328.0,7.8,6.4,5.4,1.0,2.0
10,11.0,Philadelphia Eagles,16.0,331.0,606.0,54.6,3360.0,19.0,3.1,17.0,2.8,90.0,6.3,5.7,11.5,210.0,72.6,60.0,463.0,9.0,5.0,4.5,2.0,2.0
11,12.0,Los Angeles Raiders,16.0,266.0,491.0,54.2,3358.0,21.0,4.3,28.0,5.7,92.0,7.6,5.9,14.0,209.9,69.3,54.0,360.0,9.9,6.2,4.6,4.0,5.0
12,13.0,Cincinnati Bengals,16.0,306.0,496.0,61.7,3301.0,17.0,3.4,22.0,4.4,80.0,7.4,6.1,12.0,206.3,77.2,45.0,358.0,8.3,6.1,4.9,2.0,3.0
13,14.0,Detroit Lions,16.0,298.0,531.0,56.1,3301.0,19.0,3.6,22.0,4.1,77.0,7.1,6.0,12.7,206.3,73.2,61.0,486.0,10.3,5.6,4.5,1.0,3.0
14,15.0,Pittsburgh Steelers,16.0,240.0,443.0,54.2,3241.0,25.0,5.6,25.0,5.6,80.0,7.9,6.5,14.7,202.6,75.6,35.0,278.0,7.3,6.8,5.5,1.0,2.0
15,16.0,New England Patriots,16.0,292.0,500.0,58.4,3231.0,26.0,5.2,14.0,2.8,76.0,7.4,7.2,12.6,201.9,87.1,66.0,454.0,11.7,5.7,5.5,4.0,4.0
16,17.0,Houston Oilers,16.0,282.0,487.0,57.9,3228.0,14.0,2.9,15.0,3.1,76.0,7.4,6.6,12.8,201.8,78.0,49.0,382.0,9.1,6.0,5.3,1.0,2.0
17,18.0,Cleveland Browns,16.0,273.0,495.0,55.2,3132.0,14.0,2.8,23.0,4.6,64.0,7.1,5.5,12.8,195.8,67.5,55.0,358.0,10.0,5.7,4.3,1.0,3.0
18,19.0,Washington Redskins,16.0,286.0,485.0,59.0,3076.0,24.0,4.9,13.0,2.7,80.0,7.0,6.8,11.9,192.3,85.9,48.0,341.0,9.0,5.8,5.6,3.0,3.0
19,20.0,Atlanta Falcons,16.0,294.0,478.0,61.5,3050.0,14.0,2.9,20.0,4.2,61.0,7.4,6.1,12.1,190.6,76.6,67.0,496.0,12.3,5.6,4.5,1.0,1.0
20,21.0,New York Jets,16.0,272.0,488.0,55.7,2959.0,20.0,4.1,21.0,4.3,49.0,6.8,5.7,12.3,184.9,72.8,52.0,382.0,9.6,5.5,4.5,2.0,2.0
21,22.0,Minnesota Vikings,16.0,281.0,533.0,52.7,2872.0,18.0,3.4,25.0,4.7,70.0,6.3,4.8,11.9,179.5,63.8,64.0,465.0,10.7,4.8,3.5,0.0,1.0
22,23.0,Denver Broncos,16.0,263.0,475.0,55.4,2859.0,22.0,4.6,17.0,3.6,73.0,6.6,5.9,11.8,178.7,76.1,35.0,257.0,6.9,5.6,5.0,4.0,4.0
23,24.0,New Orleans Saints,16.0,246.0,476.0,51.7,2837.0,21.0,4.4,28.0,5.9,74.0,6.7,5.0,13.0,177.3,63.3,45.0,361.0,8.6,5.4,3.8,5.0,5.0
24,25.0,Buffalo Bills,16.0,298.0,588.0,50.7,2698.0,18.0,3.1,30.0,5.1,70.0,5.5,3.8,10.9,168.6,56.3,60.0,554.0,9.3,4.2,2.6,,
25,26.0,Chicago Bears,16.0,226.0,390.0,57.9,2463.0,14.0,3.6,15.0,3.8,61.0,6.9,5.9,11.9,153.9,75.1,36.0,232.0,8.5,5.8,4.9,2.0,2.0
26,27.0,Los Angeles Rams,16.0,176.0,358.0,49.2,2142.0,16.0,4.5,17.0,4.7,68.0,6.7,5.4,13.5,133.9,65.9,32.0,240.0,8.2,5.5,4.4,3.0,4.0
27,28.0,Indianapolis Colts,16.0,206.0,411.0,50.1,2107.0,13.0,3.2,22.0,5.4,74.0,6.2,4.4,12.3,131.7,57.9,58.0,436.0,12.4,4.5,2.9,1.0,2.0
28,,Avg Team,,288.4,511.6,56.4,3294.2,22.0,4.3,20.9,4.1,74.0,7.1,6.2,12.7,205.9,76.1,46.9,357.0,8.4,5.9,5.0,2.0,2.6
29,,League Total,,8076.0,14325.0,56.4,92238.0,615.0,4.3,584.0,4.1,92.0,7.1,6.2,12.7,205.9,76.1,1313.0,9995.0,8.4,5.9,5.0,57.0,74.0
30,,Avg Tm/G,,18.0,32.0,56.4,205.9,1.4,4.3,1.3,4.1,,7.1,6.2,12.7,205.9,76.1,2.9,22.3,8.4,5.9,5.0,,
