,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Miami Dolphins,16.0,392.0,645.0,60.8,4779.0,46.0,7.1,23.0,3.6,85.0,7.6,7.4,12.5,298.7,93.3,17.0,119.0,2.6,7.2,7.0,1.0,2.0
1,2.0,San Francisco 49ers,16.0,353.0,582.0,60.7,4096.0,21.0,3.6,20.0,3.4,66.0,7.4,6.6,12.2,256.0,81.1,26.0,203.0,4.3,6.7,5.9,1.0,1.0
2,3.0,Cincinnati Bengals,16.0,287.0,497.0,57.7,3957.0,25.0,5.0,20.0,4.0,57.0,8.4,7.6,14.5,247.3,85.1,28.0,203.0,5.3,7.5,6.8,3.0,4.0
3,4.0,New England Patriots,16.0,340.0,557.0,61.0,3954.0,29.0,5.2,13.0,2.3,69.0,7.8,7.7,12.7,247.1,92.9,47.0,367.0,7.8,6.5,6.5,3.0,3.0
4,5.0,Minnesota Vikings,16.0,290.0,519.0,55.9,3913.0,31.0,6.0,15.0,2.9,76.0,8.1,8.0,14.4,244.6,90.1,44.0,272.0,7.8,7.0,6.9,1.0,1.0
5,6.0,Washington Redskins,16.0,276.0,542.0,50.9,3869.0,22.0,4.1,22.0,4.1,71.0,7.6,6.6,14.9,241.8,72.7,28.0,240.0,4.9,6.8,5.8,4.0,5.0
6,7.0,San Diego Chargers,16.0,339.0,604.0,56.1,3780.0,21.0,3.5,33.0,5.5,65.0,6.7,4.9,11.9,236.3,65.6,32.0,265.0,5.0,5.9,4.3,,
7,8.0,Cleveland Browns,16.0,315.0,538.0,58.6,3744.0,18.0,3.3,11.0,2.0,72.0,7.5,7.2,12.8,234.0,84.6,39.0,274.0,6.8,6.5,6.3,4.0,6.0
8,9.0,New York Jets,16.0,334.0,537.0,62.2,3646.0,27.0,5.0,21.0,3.9,83.0,7.5,6.8,12.1,227.9,85.7,45.0,386.0,7.7,6.3,5.6,3.0,3.0
9,10.0,Denver Broncos,16.0,306.0,549.0,55.7,3538.0,22.0,4.0,16.0,2.9,53.0,6.9,6.4,12.5,221.1,78.7,38.0,273.0,6.5,6.0,5.6,1.0,1.0
10,11.0,Los Angeles Raiders,16.0,281.0,530.0,53.0,3509.0,27.0,5.1,25.0,4.7,81.0,7.5,6.4,14.1,219.3,74.8,64.0,464.0,10.8,5.9,4.9,1.0,2.0
11,12.0,Dallas Cowboys,16.0,319.0,547.0,58.3,3505.0,21.0,3.8,24.0,4.4,84.0,7.3,6.1,12.5,219.1,75.7,60.0,498.0,9.9,5.8,4.7,2.0,4.0
12,13.0,Houston Oilers,16.0,288.0,551.0,52.3,3449.0,14.0,2.5,31.0,5.6,81.0,7.0,5.0,13.3,215.6,59.7,48.0,394.0,8.0,5.8,3.9,,
13,14.0,Green Bay Packers,16.0,305.0,565.0,54.0,3447.0,18.0,3.2,27.0,4.8,62.0,6.6,5.0,12.2,215.4,65.1,37.0,261.0,6.1,5.7,4.3,0.0,0.0
14,15.0,Buffalo Bills,16.0,294.0,499.0,58.9,3363.0,22.0,4.4,19.0,3.8,84.0,7.4,6.6,12.6,210.2,80.9,45.0,334.0,8.3,6.2,5.4,,
15,16.0,Indianapolis Colts,16.0,300.0,586.0,51.2,3209.0,16.0,2.7,24.0,4.1,84.0,6.2,4.9,12.1,200.6,62.5,53.0,406.0,8.3,5.0,3.8,1.0,2.0
16,17.0,New York Giants,16.0,260.0,472.0,55.1,3133.0,22.0,4.7,22.0,4.7,49.0,7.4,6.3,13.5,195.8,75.0,46.0,367.0,8.9,6.0,5.0,2.0,4.0
17,18.0,Seattle Seahawks,16.0,268.0,453.0,59.2,3109.0,24.0,5.3,14.0,3.1,72.0,7.6,7.2,12.8,194.3,87.7,39.0,315.0,7.9,6.3,6.0,1.0,1.0
18,19.0,Detroit Lions,16.0,286.0,500.0,57.2,2784.0,18.0,3.6,20.0,4.0,73.0,6.2,5.1,10.9,174.0,71.0,39.0,323.0,7.2,5.2,4.2,1.0,1.0
19,20.0,Chicago Bears,16.0,208.0,415.0,50.1,2759.0,12.0,2.9,25.0,6.0,85.0,7.0,4.9,14.0,172.4,57.6,24.0,153.0,5.5,6.3,4.3,4.0,5.0
20,21.0,Kansas City Chiefs,16.0,257.0,521.0,49.3,2750.0,23.0,4.4,18.0,3.5,70.0,6.0,5.3,12.1,171.9,68.5,50.0,372.0,8.8,4.8,4.2,2.0,3.0
21,22.0,St. Louis Cardinals,16.0,293.0,516.0,56.8,2716.0,17.0,3.3,19.0,3.7,48.0,6.1,5.1,10.7,169.8,70.4,59.0,424.0,10.3,4.7,3.8,2.0,1.0
22,23.0,New Orleans Saints,16.0,232.0,425.0,54.6,2668.0,13.0,3.1,25.0,5.9,84.0,6.8,4.8,12.5,166.8,61.6,27.0,225.0,6.0,5.9,4.0,1.0,1.0
23,24.0,Pittsburgh Steelers,16.0,238.0,491.0,48.5,2588.0,16.0,3.3,20.0,4.1,58.0,5.6,4.4,11.5,161.8,59.7,20.0,159.0,3.9,5.1,3.9,0.0,2.0
24,25.0,Atlanta Falcons,16.0,246.0,452.0,54.4,2582.0,14.0,3.1,17.0,3.8,65.0,6.7,5.7,12.4,161.4,70.2,56.0,464.0,11.0,5.1,4.1,3.0,2.0
25,26.0,Philadelphia Eagles,16.0,268.0,514.0,52.1,2540.0,19.0,3.7,17.0,3.3,75.0,6.3,5.6,12.1,158.8,70.4,104.0,708.0,16.8,4.1,3.5,2.0,2.0
26,27.0,Tampa Bay Buccaneers,16.0,245.0,459.0,53.4,2498.0,13.0,2.8,25.0,5.4,46.0,6.3,4.4,11.8,156.1,59.6,56.0,394.0,10.9,4.9,3.2,,
