,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
10,11.0,Tampa Bay Buccaneers,16.0,355.0,562.0,63.2,3619.0,18.0,3.2,13.0,2.3,71.0,6.7,6.3,10.7,226.2,83.8,32.0,169.0,5.4,6.1,5.7,3.0,5.0,-63.7
11,12.0,New England Patriots,16.0,339.0,534.0,63.5,3569.0,21.0,3.9,11.0,2.1,76.0,7.1,7.0,11.2,223.1,89.1,48.0,221.0,8.2,6.1,6.0,2.0,2.0,13.74
12,13.0,San Francisco 49ers,16.0,309.0,509.0,60.7,3379.0,21.0,4.1,19.0,3.7,63.0,7.3,6.5,12.1,211.2,81.4,55.0,345.0,9.8,6.0,5.2,3.0,4.0,-65.6
13,14.0,Atlanta Falcons,16.0,265.0,434.0,61.1,3336.0,16.0,3.7,11.0,2.5,70.0,7.9,7.5,13.0,208.5,87.7,17.0,104.0,3.8,7.4,7.0,2.0,4.0,61.2
14,15.0,Jacksonville Jaguars,16.0,335.0,537.0,62.4,3332.0,15.0,2.8,13.0,2.4,41.0,6.7,6.2,10.8,208.3,81.4,42.0,288.0,7.3,5.8,5.3,3.0,3.0,-22.38
15,16.0,New York Jets,16.0,347.0,529.0,65.6,3303.0,22.0,4.2,23.0,4.3,56.0,6.6,5.5,10.1,206.4,80.2,30.0,213.0,5.4,5.9,4.8,1.0,2.0,-5.03
16,17.0,Pittsburgh Steelers,16.0,303.0,506.0,59.9,3301.0,19.0,3.8,15.0,3.0,65.0,7.1,6.5,11.9,206.3,81.9,49.0,306.0,8.8,5.9,5.4,4.0,4.0,-61.19
17,18.0,New York Giants,16.0,298.0,491.0,60.7,3177.0,23.0,4.7,10.0,2.0,48.0,6.8,6.8,11.3,198.6,88.2,28.0,176.0,5.4,6.1,6.1,3.0,3.0,18.71
18,19.0,Carolina Panthers,16.0,246.0,414.0,59.4,3158.0,15.0,3.6,12.0,2.9,65.0,7.9,7.4,13.4,197.4,84.7,20.0,130.0,4.6,7.3,6.7,4.0,5.0,-4.15
19,20.0,Kansas City Chiefs,16.0,310.0,541.0,57.3,3129.0,23.0,4.3,16.0,3.0,75.0,6.2,5.7,10.8,195.6,77.5,37.0,229.0,6.4,5.4,5.0,0.0,1.0,-70.43
20,21.0,Chicago Bears,16.0,304.0,528.0,57.6,3061.0,20.0,3.8,14.0,2.7,65.0,6.1,5.7,10.6,191.3,77.1,29.0,168.0,5.2,5.5,5.1,3.0,3.0,-105.03
21,22.0,Buffalo Bills,16.0,309.0,479.0,64.5,3040.0,14.0,2.9,15.0,3.1,87.0,6.9,6.1,10.7,190.0,81.3,38.0,262.0,7.4,5.9,5.1,3.0,3.0,-88.49
22,23.0,Washington Redskins,16.0,318.0,510.0,62.4,3025.0,14.0,2.7,6.0,1.2,67.0,6.5,6.5,10.3,189.1,85.2,38.0,266.0,6.9,5.5,5.5,1.0,3.0,-77.42
23,24.0,Detroit Lions,16.0,281.0,509.0,55.2,2960.0,18.0,3.5,19.0,3.7,96.0,6.5,5.5,11.7,185.0,71.3,52.0,339.0,9.3,5.3,4.4,,,-135.13
24,25.0,Minnesota Vikings,16.0,267.0,452.0,59.1,2956.0,22.0,4.9,17.0,3.8,99.0,7.1,6.4,12.0,184.8,81.5,43.0,261.0,8.7,6.0,5.3,5.0,5.0,-12.32
25,26.0,St. Louis Rams,16.0,292.0,520.0,56.2,2947.0,11.0,2.1,19.0,3.7,80.0,6.3,5.1,11.2,184.2,66.9,45.0,321.0,8.0,5.2,4.1,1.0,1.0,-164.26
26,27.0,Tennessee Titans,16.0,265.0,453.0,58.5,2819.0,13.0,2.9,9.0,2.0,56.0,6.4,6.1,11.0,176.2,78.8,12.0,83.0,2.6,6.1,5.8,1.0,3.0,13.75
27,28.0,Baltimore Ravens,16.0,261.0,433.0,60.3,2808.0,16.0,3.7,12.0,2.8,70.0,7.1,6.6,11.8,175.5,82.8,33.0,277.0,7.1,6.0,5.6,1.0,1.0,-66.17
28,29.0,Seattle Seahawks,16.0,262.0,474.0,55.3,2617.0,18.0,3.8,15.0,3.2,90.0,6.0,5.3,10.8,163.6,72.5,36.0,214.0,7.1,5.1,4.5,1.0,1.0,-65.33
29,30.0,Cincinnati Bengals,16.0,303.0,513.0,59.1,2406.0,11.0,2.1,15.0,2.9,79.0,5.2,4.3,8.8,150.4,68.0,51.0,271.0,9.0,4.3,3.5,,,-168.38
30,31.0,Cleveland Browns,16.0,238.0,488.0,48.8,2380.0,11.0,2.3,20.0,4.1,70.0,5.2,3.8,10.7,148.8,54.8,24.0,157.0,4.7,4.6,3.3,2.0,3.0,-161.27
31,32.0,Oakland Raiders,16.0,222.0,421.0,52.7,2369.0,13.0,3.1,11.0,2.6,84.0,6.3,5.7,11.9,148.1,71.6,39.0,270.0,8.5,5.2,4.6,1.0,2.0,-103.28
32,,Avg Team,,315.0,516.4,61.0,3380.5,20.2,3.9,14.5,2.8,74.0,6.9,6.5,11.4,211.3,83.2,32.4,205.9,5.9,6.16,5.7,2.0,2.6,-27.1
33,,League Total,,10081.0,16526.0,61.0,108177.0,646.0,3.9,465.0,2.8,99.0,6.9,6.5,11.4,211.3,83.2,1036.0,6589.0,5.9,6.16,5.7,65.0,84.0,
34,,Avg Tm/G,,19.7,32.3,61.0,211.3,1.3,3.9,0.9,2.8,,6.9,6.5,11.4,211.3,83.2,2.0,12.9,5.9,6.16,5.7,,,
