,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,San Francisco 49ers,14.0,226.0,383.0,59.0,2923.0,25.0,6.5,10.0,2.6,79.0,7.8,7.9,13.2,208.8,94.7,8.0,67.0,2.0,7.5,7.6,2.0,2.0
1,2.0,Oakland Raiders,14.0,210.0,418.0,50.2,2865.0,28.0,6.7,21.0,5.0,60.0,7.2,6.3,14.4,204.6,75.5,19.0,164.0,4.3,6.6,5.7,5.0,5.0
2,3.0,Baltimore Colts,14.0,219.0,416.0,52.6,2798.0,23.0,5.5,22.0,5.3,55.0,7.4,6.1,14.1,199.9,73.3,33.0,289.0,7.3,6.2,5.1,3.0,3.0
3,4.0,New York Giants,14.0,230.0,403.0,57.1,2634.0,19.0,4.7,12.0,3.0,59.0,7.2,6.8,12.6,188.1,82.9,37.0,258.0,8.4,6.0,5.6,2.0,5.0
4,5.0,Cleveland Browns,14.0,190.0,392.0,48.5,2582.0,17.0,4.3,24.0,6.1,78.0,7.0,5.1,14.5,184.4,60.7,16.0,170.0,3.9,6.3,4.5,1.0,1.0
5,6.0,Los Angeles Rams,14.0,218.0,426.0,51.2,2508.0,17.0,4.0,13.0,3.1,71.0,6.2,5.7,12.2,179.1,71.3,23.0,150.0,5.1,5.6,5.0,1.0,1.0
6,7.0,Houston Oilers,14.0,238.0,470.0,50.6,2506.0,12.0,2.6,23.0,4.9,87.0,5.9,4.2,11.6,179.0,56.9,33.0,262.0,6.6,5.0,3.4,1.0,1.0
7,8.0,San Diego Chargers,14.0,192.0,387.0,49.6,2503.0,24.0,6.2,19.0,4.9,80.0,7.6,6.6,15.3,178.8,75.3,57.0,433.0,12.8,5.6,4.8,2.0,0.0
8,9.0,St. Louis Cardinals,14.0,178.0,390.0,45.6,2473.0,16.0,4.1,19.0,4.9,79.0,6.9,5.5,15.1,176.6,62.2,26.0,216.0,6.3,5.9,4.7,1.0,1.0
9,10.0,New Orleans Saints,14.0,213.0,415.0,51.3,2458.0,11.0,2.7,22.0,5.3,49.0,6.5,4.6,12.6,175.6,58.6,28.0,232.0,6.3,5.5,3.8,2.0,1.0
10,11.0,Philadelphia Eagles,14.0,218.0,410.0,53.2,2451.0,16.0,3.9,23.0,5.6,79.0,6.5,4.7,12.2,175.1,63.0,23.0,200.0,5.3,5.7,4.0,1.0,2.0
11,12.0,Buffalo Bills,14.0,213.0,402.0,53.0,2430.0,13.0,3.2,26.0,6.5,48.0,7.3,5.0,13.7,173.6,60.3,53.0,486.0,11.6,5.3,3.3,3.0,2.0
12,13.0,New York Jets,14.0,193.0,386.0,50.0,2307.0,14.0,3.6,22.0,5.7,72.0,6.7,4.9,13.4,164.8,60.1,35.0,285.0,8.3,5.5,3.8,,
13,14.0,Minnesota Vikings,14.0,173.0,344.0,50.3,2181.0,12.0,3.5,15.0,4.4,72.0,6.9,5.6,13.7,155.8,66.3,29.0,197.0,7.8,5.8,4.7,1.0,1.0
14,15.0,Chicago Bears,14.0,210.0,422.0,49.8,2173.0,21.0,5.0,22.0,5.2,69.0,5.8,4.4,11.6,155.2,62.4,33.0,258.0,7.3,4.8,3.5,,
15,16.0,Dallas Cowboys,14.0,149.0,297.0,50.2,2149.0,18.0,6.1,16.0,5.4,89.0,8.2,7.0,16.4,153.5,75.9,39.0,296.0,11.6,6.4,5.3,0.0,1.0
16,17.0,Washington Redskins,14.0,203.0,342.0,59.4,2108.0,23.0,6.7,10.0,2.9,66.0,6.9,6.9,11.6,150.6,90.5,29.0,249.0,7.8,5.7,5.7,,
17,18.0,Pittsburgh Steelers,14.0,150.0,384.0,39.1,2037.0,12.0,3.1,32.0,8.3,87.0,6.0,2.9,15.4,145.5,35.4,28.0,275.0,6.8,4.9,2.0,1.0,1.0
18,19.0,Denver Broncos,14.0,183.0,403.0,45.4,2025.0,11.0,2.7,28.0,6.9,74.0,5.9,3.3,12.9,144.6,44.5,44.0,333.0,9.8,4.5,2.2,1.0,0.0
19,20.0,Miami Dolphins,14.0,159.0,299.0,53.2,1957.0,15.0,5.0,19.0,6.4,54.0,7.6,5.8,14.4,139.8,68.5,36.0,327.0,10.7,5.8,4.2,0.0,1.0
20,21.0,Cincinnati Bengals,14.0,172.0,339.0,50.7,1870.0,12.0,3.5,11.0,3.2,56.0,6.2,5.4,12.2,133.6,68.4,31.0,227.0,8.4,5.1,4.4,,
21,22.0,Detroit Lions,14.0,167.0,294.0,56.8,1857.0,19.0,6.5,12.0,4.1,58.0,7.2,6.7,12.7,132.6,84.0,36.0,264.0,10.9,5.6,5.1,1.0,2.0
22,23.0,Atlanta Falcons,14.0,197.0,342.0,57.6,1831.0,18.0,5.3,21.0,6.1,51.0,6.6,4.9,11.5,130.8,69.6,53.0,431.0,13.4,4.6,3.2,2.0,2.0
23,24.0,Green Bay Packers,14.0,177.0,351.0,50.4,1814.0,11.0,3.1,24.0,6.8,89.0,6.3,3.8,12.4,129.6,52.1,43.0,382.0,10.9,4.6,2.4,3.0,3.0
24,25.0,Kansas City Chiefs,14.0,154.0,289.0,53.3,1719.0,13.0,4.5,16.0,5.5,61.0,7.1,5.5,13.2,122.8,67.8,38.0,319.0,11.6,5.3,3.9,1.0,0.0
25,26.0,Boston Patriots,14.0,176.0,392.0,44.9,1586.0,7.0,1.8,28.0,7.1,48.0,5.0,2.2,11.2,113.3,36.7,42.0,389.0,9.7,3.7,1.1,,
26,,Avg Team,,192.6,376.8,51.1,2259.4,16.4,4.4,19.6,5.2,68.0,6.7,5.3,13.2,161.4,65.6,33.5,275.3,8.2,5.51,4.2,1.3,1.3
27,,League Total,,5008.0,9796.0,51.1,58745.0,427.0,4.4,510.0,5.2,89.0,6.7,5.3,13.2,161.4,65.6,872.0,7159.0,8.2,5.51,4.2,34.0,35.0
28,,Avg Tm/G,,13.8,26.9,51.1,161.4,1.2,4.4,1.4,5.2,,6.7,5.3,13.2,161.4,65.6,2.4,19.7,8.2,5.51,4.2,,
