,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Miami Dolphins,15.0,338.0,584.0,57.9,3876.0,29.0,5.0,20.0,3.4,59.0,6.8,6.3,11.8,258.4,81.0,13.0,101.0,2.2,6.5,6.0,2.0,2.0
1,2.0,San Francisco 49ers,15.0,322.0,501.0,64.3,3750.0,44.0,8.8,14.0,2.8,57.0,7.9,8.4,12.3,250.0,106.2,29.0,205.0,5.5,7.1,7.5,3.0,3.0
2,3.0,Denver Broncos,15.0,285.0,530.0,53.8,3654.0,24.0,4.5,19.0,3.6,72.0,7.3,6.6,13.6,243.6,77.5,30.0,220.0,5.4,6.5,5.9,3.0,2.0
3,4.0,Washington Redskins,15.0,247.0,478.0,51.7,3495.0,27.0,5.6,18.0,3.8,88.0,7.8,7.2,15.1,233.0,80.7,27.0,223.0,5.3,6.9,6.4,3.0,4.0
4,5.0,Cleveland Browns,15.0,291.0,482.0,60.4,3455.0,27.0,5.6,12.0,2.5,54.0,7.5,7.5,12.5,230.3,92.0,29.0,170.0,5.7,6.8,6.8,1.0,1.0
5,6.0,St. Louis Cardinals,15.0,305.0,529.0,57.7,3453.0,25.0,4.7,15.0,2.8,57.0,7.3,6.9,12.6,230.2,84.4,54.0,397.0,9.3,5.9,5.6,2.0,2.0
6,7.0,Houston Oilers,15.0,240.0,482.0,49.8,3300.0,24.0,5.0,23.0,4.8,83.0,7.3,6.2,14.7,220.0,70.8,30.0,234.0,5.9,6.4,5.4,3.0,3.0
7,8.0,San Diego Chargers,15.0,303.0,516.0,58.7,3280.0,13.0,2.5,23.0,4.5,67.0,7.0,5.5,11.9,218.7,69.9,39.0,322.0,7.0,5.9,4.5,4.0,4.0
8,9.0,Cincinnati Bengals,15.0,255.0,475.0,53.7,3213.0,17.0,3.6,20.0,4.2,61.0,7.3,6.1,13.6,214.2,71.6,32.0,255.0,6.3,6.3,5.2,3.0,3.0
9,10.0,New York Giants,15.0,265.0,499.0,53.1,3202.0,26.0,5.2,22.0,4.4,63.0,7.3,6.4,13.8,213.5,75.8,61.0,443.0,10.9,5.7,4.9,0.0,2.0
10,11.0,Dallas Cowboys,15.0,288.0,500.0,57.6,3191.0,19.0,3.8,20.0,4.0,77.0,7.2,6.1,12.5,212.7,76.0,52.0,403.0,9.4,5.8,4.8,3.0,3.0
