,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
11,12.0,Washington Redskins,16.0,347.0,540.0,64.3,3751.0,27.0,5.0,13.0,2.4,74.0,7.6,7.5,11.8,234.4,93.9,41.0,342.0,7.1,6.5,6.4,1.0,4.0,13.11
12,13.0,Philadelphia Eagles,16.0,341.0,564.0,60.5,3737.0,38.0,6.7,9.0,1.6,72.0,7.0,7.7,11.6,233.6,97.6,36.0,230.0,6.0,6.2,6.8,2.0,3.0,136.52
13,14.0,Seattle Seahawks,16.0,340.0,555.0,61.3,3657.0,34.0,6.1,12.0,2.2,74.0,7.2,7.4,11.7,228.6,94.4,43.0,322.0,7.2,6.1,6.3,2.0,2.0,11.73
14,15.0,Arizona Cardinals,16.0,339.0,598.0,56.7,3640.0,21.0,3.5,18.0,3.0,52.0,6.7,6.0,11.7,227.5,76.2,52.0,339.0,8.0,5.6,5.0,5.0,5.0,-70.67
15,16.0,Oakland Raiders,16.0,347.0,558.0,62.2,3631.0,23.0,4.1,14.0,2.5,87.0,6.7,6.4,10.8,226.9,85.3,24.0,130.0,4.1,6.2,5.9,1.0,1.0,-30.02
16,17.0,Jacksonville Jaguars,16.0,316.0,527.0,60.0,3593.0,21.0,4.0,13.0,2.5,75.0,7.1,6.7,11.8,224.6,84.4,24.0,123.0,4.4,6.5,6.2,1.0,1.0,42.05
17,18.0,Miami Dolphins,16.0,373.0,602.0,62.0,3535.0,24.0,4.0,21.0,3.5,65.0,6.3,5.5,10.2,220.9,78.7,33.0,257.0,5.2,5.6,4.8,3.0,4.0,-54.81
18,19.0,New York Giants,16.0,373.0,608.0,61.3,3479.0,20.0,3.3,14.0,2.3,77.0,6.1,5.7,9.9,217.4,79.8,34.0,201.0,5.3,5.4,5.1,0.0,1.0,-95.57
19,20.0,Denver Broncos,16.0,332.0,566.0,58.7,3333.0,19.0,3.4,22.0,3.9,54.0,6.5,5.4,11.0,208.3,73.0,52.0,335.0,8.4,5.4,4.4,,,-94.36
20,21.0,Houston Texans,16.0,299.0,525.0,57.0,3278.0,28.0,5.3,17.0,3.2,72.0,6.9,6.6,12.2,204.9,82.7,54.0,366.0,9.3,5.7,5.3,1.0,1.0,-26.24
21,22.0,Cleveland Browns,16.0,312.0,574.0,54.4,3228.0,15.0,2.6,28.0,4.9,56.0,6.2,4.5,11.3,201.8,61.4,50.0,309.0,8.0,5.2,3.6,,,-180.26
22,23.0,Tennessee Titans,16.0,306.0,496.0,61.7,3191.0,14.0,2.8,17.0,3.4,75.0,6.8,5.9,11.1,199.4,77.1,35.0,203.0,6.6,6.0,5.1,3.0,4.0,-59.14
23,24.0,New York Jets,16.0,323.0,510.0,63.3,3182.0,19.0,3.7,12.0,2.4,69.0,6.9,6.6,10.8,198.9,86.1,47.0,319.0,8.4,5.7,5.4,1.0,2.0,-11.78
24,25.0,Green Bay Packers,16.0,352.0,562.0,62.6,3167.0,25.0,4.4,18.0,3.2,72.0,6.3,5.7,10.0,197.9,81.9,51.0,365.0,8.3,5.2,4.7,4.0,4.0,-62.02
25,26.0,Dallas Cowboys,16.0,309.0,493.0,62.7,3141.0,22.0,4.5,13.0,2.6,81.0,6.7,6.5,10.8,196.3,86.3,32.0,185.0,6.1,6.0,5.7,0.0,4.0,-15.9
26,27.0,Cincinnati Bengals,16.0,304.0,510.0,59.6,3122.0,25.0,4.9,12.0,2.4,77.0,6.6,6.6,11.1,195.1,86.0,40.0,264.0,7.3,5.7,5.6,3.0,3.0,-23.46
27,28.0,Carolina Panthers,16.0,293.0,501.0,58.5,3077.0,22.0,4.4,16.0,3.2,64.0,6.6,6.1,11.3,192.3,79.8,35.0,242.0,6.5,5.7,5.2,1.0,3.0,-6.15
28,29.0,Baltimore Ravens,16.0,363.0,567.0,64.0,3030.0,20.0,3.5,13.0,2.3,66.0,5.7,5.4,8.9,189.4,81.4,27.0,205.0,4.5,5.1,4.8,,,-80.15
29,30.0,Indianapolis Colts,16.0,285.0,487.0,58.5,2892.0,13.0,2.7,9.0,1.8,80.0,6.6,6.3,11.3,180.8,79.7,56.0,334.0,10.3,5.3,5.1,0.0,1.0,-95.71
30,31.0,Buffalo Bills,16.0,289.0,476.0,60.7,2825.0,16.0,3.4,10.0,2.1,47.0,6.5,6.2,10.7,176.6,82.1,47.0,261.0,9.0,5.4,5.2,1.0,3.0,-66.0
31,32.0,Chicago Bears,16.0,291.0,473.0,61.5,2811.0,13.0,2.7,12.0,2.5,70.0,6.5,5.9,10.6,175.7,79.1,39.0,274.0,7.6,5.5,4.9,0.0,2.0,-73.49
32,,Avg Team,,339.3,546.5,62.1,3589.7,23.2,4.2,13.4,2.5,72.0,7.0,6.8,11.3,224.4,86.9,37.3,244.1,6.4,6.15,5.9,1.5,2.4,-5.7
33,,League Total,,10856.0,17488.0,62.1,114870.0,741.0,4.2,430.0,2.5,97.0,7.0,6.8,11.3,224.4,86.9,1195.0,7810.0,6.4,6.15,5.9,48.0,78.0,
34,,Avg Tm/G,,21.2,34.2,62.1,224.4,1.4,4.2,0.8,2.5,,7.0,6.8,11.3,224.4,86.9,2.3,15.3,6.4,6.15,5.9,,,
