,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Buffalo Bills,14.0,221.0,458.0,48.3,2530.0,12.0,2.6,24.0,5.2,42.0,6.1,4.3,12.7,180.7,54.7,36.0,273.0,7.3,5.1,3.4,1.0,1.0
1,2.0,St. Louis Cardinals,14.0,195.0,366.0,53.3,2499.0,14.0,3.8,21.0,5.7,69.0,7.1,5.3,13.4,178.5,65.0,15.0,109.0,3.9,6.6,4.8,2.0,2.0
2,3.0,Baltimore Colts,14.0,224.0,395.0,56.7,2465.0,17.0,4.3,12.0,3.0,78.0,6.8,6.3,12.0,176.1,79.4,26.0,221.0,6.2,5.9,5.4,1.0,2.0
3,4.0,Dallas Cowboys,14.0,215.0,372.0,57.8,2443.0,18.0,4.8,10.0,2.7,67.0,7.2,7.0,12.5,174.5,85.3,33.0,246.0,8.1,6.0,5.8,2.0,3.0
4,5.0,Pittsburgh Steelers,14.0,173.0,341.0,50.7,2387.0,17.0,5.0,21.0,6.2,65.0,7.7,5.9,15.2,170.5,67.5,27.0,245.0,7.3,6.5,4.8,0.0,1.0
5,6.0,Minnesota Vikings,14.0,228.0,388.0,58.8,2368.0,19.0,4.9,22.0,5.7,69.0,6.9,5.4,11.8,169.1,72.7,35.0,324.0,8.3,5.6,4.2,2.0,3.0
6,7.0,Cincinnati Bengals,14.0,192.0,385.0,49.9,2333.0,12.0,3.1,16.0,4.2,94.0,6.6,5.4,13.3,166.6,64.3,31.0,217.0,7.5,5.6,4.5,1.0,2.0
7,8.0,Seattle Seahawks,14.0,175.0,387.0,45.2,2328.0,23.0,5.9,32.0,8.3,82.0,6.4,3.8,14.1,166.3,51.6,21.0,131.0,5.1,5.7,3.3,1.0,1.0
8,9.0,San Diego Chargers,14.0,206.0,369.0,55.8,2244.0,11.0,3.0,20.0,5.4,78.0,6.6,4.8,11.9,160.3,63.5,24.0,198.0,6.1,5.7,4.0,2.0,2.0
9,10.0,Cleveland Browns,14.0,208.0,377.0,55.2,2175.0,19.0,5.0,31.0,8.2,60.0,6.3,3.6,11.4,155.4,56.8,24.0,199.0,6.0,5.4,2.9,2.0,2.0
10,11.0,Oakland Raiders,14.0,184.0,324.0,56.8,2109.0,21.0,6.5,24.0,7.4,44.0,7.2,5.2,12.7,150.6,70.2,25.0,229.0,7.2,6.0,4.2,2.0,2.0
