,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
0,1.0,Tampa Bay Buccaneers,16.0,382.0,630.0,60.6,4845.0,33.0,5.2,30.0,4.8,71.0,8.1,7.0,13.4,302.8,84.1,47.0,282.0,6.9,7.2,6.1,2.0,2.0,95.89
1,2.0,Dallas Cowboys,16.0,388.0,597.0,65.0,4751.0,30.0,5.0,11.0,1.8,62.0,8.2,8.4,12.6,296.9,99.5,23.0,151.0,3.7,7.7,7.8,,,179.23
2,3.0,Atlanta Falcons,16.0,459.0,684.0,67.1,4714.0,29.0,4.2,15.0,2.2,93.0,7.4,7.2,11.0,294.6,93.8,50.0,335.0,6.8,6.4,6.3,3.0,2.0,129.42
3,4.0,Los Angeles Rams,16.0,397.0,632.0,62.8,4499.0,22.0,3.5,17.0,2.7,66.0,7.4,6.9,11.8,281.2,85.6,22.0,170.0,3.4,6.9,6.4,1.0,2.0,88.77
4,5.0,Kansas City Chiefs,16.0,378.0,576.0,65.6,4498.0,30.0,5.2,5.0,0.9,83.0,8.1,8.8,12.4,281.1,104.4,25.0,192.0,4.2,7.5,8.1,2.0,2.0,247.81
5,6.0,Los Angeles Chargers,16.0,394.0,597.0,66.0,4426.0,24.0,4.0,20.0,3.4,84.0,7.8,7.1,11.8,276.6,89.0,34.0,222.0,5.4,7.0,6.3,1.0,2.0,118.36
6,7.0,New Orleans Saints,16.0,418.0,581.0,71.9,4244.0,36.0,6.2,6.0,1.0,61.0,7.6,8.4,10.6,265.3,110.2,25.0,187.0,4.1,7.0,7.7,2.0,4.0,180.79
7,8.0,New England Patriots,16.0,378.0,620.0,61.0,3961.0,25.0,4.0,9.0,1.5,59.0,6.7,6.9,11.0,247.6,88.2,28.0,192.0,4.3,6.1,6.3,1.0,1.0,77.78
8,9.0,Oakland Raiders,16.0,367.0,523.0,70.2,3926.0,22.0,4.2,8.0,1.5,75.0,7.9,8.0,11.2,245.4,101.0,29.0,184.0,5.3,7.1,7.3,2.0,3.0,109.15
9,10.0,Detroit Lions,16.0,344.0,571.0,60.2,3900.0,28.0,4.9,15.0,2.6,75.0,7.3,7.1,12.2,243.8,88.2,43.0,287.0,7.0,6.4,6.2,2.0,1.0,69.11
10,11.0,Philadelphia Eagles,16.0,391.0,613.0,63.8,3833.0,27.0,4.4,8.0,1.3,53.0,6.6,6.9,10.4,239.6,92.1,37.0,230.0,5.7,5.9,6.2,2.0,4.0,81.78
11,12.0,Miami Dolphins,16.0,371.0,615.0,60.3,3804.0,22.0,3.6,18.0,2.9,51.0,6.7,6.1,11.1,237.8,80.0,58.0,313.0,8.6,5.7,5.1,3.0,4.0,35.26
12,13.0,San Francisco 49ers,16.0,331.0,478.0,69.2,3792.0,28.0,5.9,13.0,2.7,75.0,8.4,8.4,12.2,237.0,103.1,36.0,237.0,7.0,7.4,7.3,4.0,4.0,149.98
13,14.0,Seattle Seahawks,16.0,341.0,517.0,66.0,3791.0,31.0,6.0,6.0,1.2,60.0,7.9,8.6,12.1,236.9,105.3,48.0,319.0,8.5,6.7,7.3,4.0,5.0,135.88
14,15.0,Houston Texans,16.0,355.0,534.0,66.5,3783.0,27.0,5.1,14.0,2.6,54.0,7.6,7.5,11.5,236.4,95.3,49.0,300.0,8.4,6.5,6.3,3.0,5.0,120.55
15,16.0,Jacksonville Jaguars,16.0,364.0,589.0,61.8,3760.0,24.0,4.1,8.0,1.4,70.0,6.8,7.0,11.1,235.0,90.0,42.0,263.0,6.7,6.0,6.1,3.0,3.0,22.45
16,17.0,Green Bay Packers,16.0,356.0,573.0,62.1,3733.0,26.0,4.5,4.0,0.7,74.0,7.0,7.6,11.3,233.3,95.3,36.0,284.0,5.9,6.1,6.7,2.0,3.0,133.36
17,18.0,New York Giants,16.0,376.0,607.0,61.9,3731.0,30.0,4.9,17.0,2.8,75.0,6.7,6.4,10.8,233.2,86.4,43.0,339.0,6.6,5.7,5.5,1.0,2.0,1.19
