,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
0,1.0,New Orleans Saints,16.0,472.0,662.0,71.3,5347.0,46.0,6.9,14.0,2.1,79.0,8.3,8.8,11.7,334.2,110.5,24.0,158.0,3.5,7.8,8.2,3.0,4.0,195.28
1,2.0,New England Patriots,16.0,402.0,612.0,65.7,5084.0,39.0,6.4,12.0,2.0,99.0,8.6,9.0,13.1,317.8,105.7,32.0,173.0,5.0,7.9,8.3,1.0,2.0,184.43
2,3.0,Green Bay Packers,16.0,376.0,552.0,68.1,4924.0,51.0,9.2,8.0,1.4,93.0,9.3,10.5,13.7,307.8,122.6,41.0,237.0,6.9,8.3,9.4,1.0,2.0,178.73
3,4.0,Detroit Lions,16.0,423.0,666.0,63.5,4814.0,41.0,6.2,16.0,2.4,73.0,7.6,7.8,12.0,300.9,97.2,36.0,257.0,5.1,6.9,7.0,3.0,4.0,87.26
4,5.0,New York Giants,16.0,359.0,589.0,61.0,4734.0,29.0,4.9,16.0,2.7,99.0,8.4,8.1,13.7,295.9,92.9,28.0,199.0,4.5,7.7,7.4,5.0,6.0,97.15
5,6.0,San Diego Chargers,16.0,366.0,582.0,62.9,4426.0,27.0,4.6,20.0,3.4,58.0,7.9,7.3,12.6,276.6,88.7,30.0,198.0,4.9,7.2,6.6,1.0,1.0,45.53
6,7.0,Dallas Cowboys,16.0,376.0,570.0,66.0,4201.0,33.0,5.8,12.0,2.1,77.0,7.8,8.0,11.8,262.6,100.1,39.0,252.0,6.4,6.9,7.1,4.0,4.0,61.74
7,8.0,Atlanta Falcons,16.0,365.0,594.0,61.4,4192.0,29.0,4.9,13.0,2.2,80.0,7.3,7.3,12.0,262.0,91.1,26.0,173.0,4.2,6.8,6.8,3.0,3.0,61.72
8,9.0,Philadelphia Eagles,16.0,330.0,554.0,59.6,4110.0,22.0,4.0,25.0,4.5,73.0,7.7,6.5,13.0,256.9,78.3,32.0,166.0,5.5,7.0,5.8,0.0,1.0,-24.82
9,10.0,Pittsburgh Steelers,16.0,341.0,539.0,63.3,4054.0,21.0,3.9,15.0,2.8,95.0,8.0,7.6,12.7,253.4,89.7,42.0,279.0,7.2,7.0,6.5,1.0,1.0,-9.51
10,11.0,Oakland Raiders,16.0,315.0,524.0,60.1,3962.0,20.0,3.8,23.0,4.4,78.0,7.9,6.6,13.1,247.6,79.4,25.0,157.0,4.6,7.2,6.1,1.0,2.0,-30.61
11,12.0,Tennessee Titans,16.0,353.0,584.0,60.4,3923.0,22.0,3.8,14.0,2.4,80.0,7.0,6.7,11.7,245.2,84.4,24.0,190.0,3.9,6.5,6.1,2.0,3.0,-2.36
12,13.0,Carolina Panthers,16.0,312.0,519.0,60.1,3829.0,21.0,4.0,17.0,3.3,91.0,7.9,7.2,13.1,239.3,84.8,35.0,260.0,6.3,6.9,6.3,1.0,1.0,10.36
13,14.0,Washington Redskins,16.0,346.0,591.0,58.5,3773.0,19.0,3.2,24.0,4.1,51.0,6.9,5.7,11.7,235.8,73.3,41.0,285.0,6.5,6.0,4.9,2.0,2.0,-96.27
14,15.0,Buffalo Bills,16.0,356.0,578.0,61.6,3703.0,24.0,4.2,25.0,4.3,60.0,6.7,5.6,10.8,231.4,77.0,23.0,154.0,3.8,6.2,5.1,2.0,2.0,-61.82
15,16.0,Tampa Bay Buccaneers,16.0,365.0,588.0,62.1,3650.0,17.0,2.9,24.0,4.1,65.0,6.5,5.3,10.5,228.1,73.6,32.0,188.0,5.2,5.9,4.7,1.0,2.0,-121.12
16,17.0,Arizona Cardinals,16.0,307.0,550.0,55.8,3567.0,21.0,3.8,23.0,4.2,73.0,7.2,6.1,12.9,222.9,73.9,54.0,387.0,8.9,5.9,4.9,6.0,6.0,-55.04
17,18.0,Houston Texans,16.0,288.0,467.0,61.7,3506.0,20.0,4.3,9.0,1.9,80.0,7.9,7.9,12.8,219.1,92.7,33.0,190.0,6.6,7.0,7.0,1.0,3.0,20.22
18,19.0,Baltimore Ravens,16.0,314.0,544.0,57.7,3423.0,21.0,3.9,12.0,2.2,74.0,6.7,6.5,11.6,213.9,81.7,33.0,206.0,5.7,5.9,5.7,2.0,3.0,18.28
19,20.0,Cincinnati Bengals,16.0,308.0,535.0,57.6,3340.0,21.0,3.9,14.0,2.6,84.0,6.6,6.2,11.4,208.8,79.6,25.0,167.0,4.5,6.0,5.6,5.0,5.0,-23.05
20,21.0,New York Jets,16.0,310.0,547.0,56.7,3297.0,26.0,4.8,18.0,3.3,74.0,6.5,5.9,11.4,206.1,78.4,40.0,245.0,6.8,5.6,5.1,4.0,4.0,-95.61
21,22.0,Seattle Seahawks,16.0,299.0,509.0,58.7,3105.0,15.0,2.9,14.0,2.8,61.0,6.8,6.1,11.5,194.1,77.6,50.0,339.0,8.9,5.6,5.0,1.0,1.0,-49.87
22,23.0,Miami Dolphins,16.0,280.0,469.0,59.7,3091.0,20.0,4.3,13.0,2.8,65.0,7.3,6.9,12.2,193.2,84.9,52.0,334.0,10.0,5.9,5.6,1.0,1.0,-32.91
