,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,EXP
23,24.0,Cleveland Browns,16.0,320.0,570.0,56.1,3090.0,16.0,2.8,13.0,2.3,76.0,5.8,5.3,10.3,193.1,72.8,39.0,210.0,6.4,5.1,4.6,1.0,3.0,-85.14
24,25.0,Kansas City Chiefs,16.0,299.0,500.0,59.8,3080.0,13.0,2.6,18.0,3.6,52.0,6.6,5.5,11.0,192.5,73.0,34.0,208.0,6.4,5.8,4.7,1.0,2.0,-71.5
25,26.0,Chicago Bears,16.0,268.0,473.0,56.7,3011.0,18.0,3.8,20.0,4.2,81.0,7.1,5.9,12.5,188.2,73.8,49.0,335.0,9.4,5.8,4.7,1.0,1.0,-117.67
26,27.0,Indianapolis Colts,16.0,302.0,534.0,56.6,2995.0,14.0,2.6,14.0,2.6,87.0,6.0,5.4,10.7,187.2,72.2,35.0,228.0,6.2,5.3,4.6,1.0,1.0,-82.24
27,28.0,Minnesota Vikings,16.0,286.0,510.0,56.1,2957.0,20.0,3.9,17.0,3.3,72.0,6.4,5.7,11.4,184.8,74.6,49.0,298.0,8.8,5.3,4.6,0.0,2.0,-90.24
28,29.0,San Francisco 49ers,16.0,277.0,451.0,61.4,2930.0,18.0,4.0,5.0,1.1,56.0,7.1,7.4,11.5,183.1,91.4,44.0,263.0,8.9,5.9,6.2,5.0,5.0,-12.98
29,30.0,St. Louis Rams,16.0,292.0,549.0,53.2,2870.0,9.0,1.6,10.0,1.8,68.0,5.9,5.4,11.2,179.4,69.0,55.0,388.0,9.1,4.8,4.3,1.0,1.0,-155.47
30,31.0,Denver Broncos,16.0,217.0,429.0,50.6,2434.0,20.0,4.7,13.0,3.0,56.0,6.3,5.9,12.5,152.1,73.5,42.0,274.0,8.9,5.2,4.8,5.0,5.0,-87.83
31,32.0,Jacksonville Jaguars,16.0,240.0,469.0,51.2,2179.0,12.0,2.6,15.0,3.2,74.0,5.4,4.4,10.5,136.2,62.2,44.0,331.0,8.6,4.2,3.4,,,-137.83
32,,Avg Team,,327.0,544.1,60.1,3675.0,23.3,4.3,15.8,2.9,75.0,7.2,6.7,12.0,229.7,84.3,37.1,241.5,6.4,6.32,5.9,2.1,2.6,-15.1
33,,League Total,,10464.0,17410.0,60.1,117601.0,745.0,4.3,506.0,2.9,99.0,7.2,6.7,12.0,229.7,84.3,1188.0,7729.0,6.4,6.32,5.9,66.0,83.0,
34,,Avg Tm/G,,20.4,34.0,60.1,229.7,1.5,4.3,1.0,2.9,,7.2,6.7,12.0,229.7,84.3,2.3,15.1,6.4,6.32,5.9,,,
