,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,San Francisco 49ers,16.0,432.0,644.0,67.1,4608.0,29.0,4.5,16.0,2.5,81.0,7.4,7.2,11.1,288.0,93.6,33.0,171.0,4.9,6.8,6.6,,
1,2.0,Detroit Lions,16.0,362.0,605.0,59.8,4360.0,33.0,5.5,12.0,2.0,91.0,7.5,7.7,12.5,272.5,92.9,32.0,150.0,5.0,6.8,7.0,1.0,3.0
2,3.0,Green Bay Packers,16.0,372.0,593.0,62.7,4322.0,39.0,6.6,15.0,2.5,99.0,7.7,7.8,12.2,270.1,97.6,33.0,217.0,5.3,6.9,7.1,0.0,1.0
3,4.0,Miami Dolphins,16.0,384.0,592.0,64.9,4210.0,28.0,4.7,20.0,3.4,67.0,7.4,6.9,11.5,263.1,88.8,29.0,188.0,4.7,6.8,6.2,2.0,3.0
4,5.0,Minnesota Vikings,16.0,402.0,642.0,62.6,4205.0,33.0,5.1,16.0,2.5,85.0,7.0,6.9,11.2,262.8,90.2,40.0,295.0,5.9,6.2,6.1,0.0,3.0
5,6.0,Atlanta Falcons,16.0,364.0,603.0,60.4,4186.0,26.0,4.3,12.0,2.0,62.0,7.4,7.4,12.2,261.6,89.3,43.0,270.0,6.7,6.5,6.4,2.0,5.0
6,7.0,Denver Broncos,16.0,350.0,594.0,58.9,4045.0,27.0,4.5,14.0,2.4,62.0,7.2,7.0,12.2,252.8,86.4,26.0,215.0,4.2,6.5,6.4,1.0,3.0
7,8.0,Pittsburgh Steelers,16.0,348.0,592.0,58.8,3917.0,21.0,3.5,21.0,3.5,71.0,6.9,6.0,11.8,244.8,76.9,24.0,176.0,3.9,6.4,5.5,2.0,5.0
8,9.0,St. Louis Rams,16.0,366.0,632.0,57.9,3805.0,27.0,4.3,23.0,3.6,72.0,6.5,5.7,11.2,237.8,76.5,43.0,308.0,6.4,5.6,4.9,,
9,10.0,New Orleans Saints,16.0,349.0,573.0,60.9,3788.0,26.0,4.5,14.0,2.4,70.0,7.0,6.8,11.5,236.8,86.9,28.0,214.0,4.7,6.3,6.1,0.0,2.0
10,11.0,Cincinnati Bengals,16.0,334.0,586.0,57.0,3753.0,29.0,4.9,18.0,3.1,88.0,6.7,6.3,11.7,234.6,81.1,25.0,162.0,4.1,6.1,5.8,2.0,3.0
11,12.0,Chicago Bears,16.0,315.0,523.0,60.2,3743.0,29.0,5.5,10.0,1.9,76.0,7.3,7.6,12.2,233.9,93.4,15.0,95.0,2.8,7.0,7.2,1.0,2.0
12,13.0,Dallas Cowboys,16.0,322.0,494.0,65.2,3623.0,18.0,3.6,10.0,2.0,50.0,7.6,7.4,11.6,226.4,91.7,18.0,118.0,3.5,7.1,6.9,2.0,2.0
13,14.0,Cleveland Browns,16.0,324.0,555.0,58.4,3594.0,21.0,3.8,20.0,3.6,70.0,6.8,5.9,11.6,224.6,76.6,32.0,178.0,5.5,6.1,5.3,1.0,2.0
14,15.0,New England Patriots,16.0,351.0,686.0,51.2,3591.0,14.0,2.0,16.0,2.3,72.0,5.5,4.9,10.8,224.4,64.8,27.0,198.0,3.8,5.0,4.4,2.0,2.0
15,16.0,Oakland Raiders,16.0,317.0,543.0,58.4,3573.0,25.0,4.6,21.0,3.9,80.0,7.0,6.2,11.9,223.3,79.0,36.0,214.0,6.2,6.2,5.4,1.0,1.0
16,17.0,Arizona Cardinals,16.0,327.0,560.0,58.4,3503.0,17.0,3.0,24.0,4.3,48.0,7.0,5.6,11.9,218.9,72.0,55.0,390.0,8.9,5.7,4.5,3.0,2.0
17,18.0,San Diego Chargers,16.0,318.0,540.0,58.9,3466.0,17.0,3.1,18.0,3.3,51.0,6.9,6.0,11.7,216.6,76.4,32.0,240.0,5.6,6.1,5.2,2.0,2.0
18,19.0,Houston Oilers,16.0,314.0,536.0,58.6,3241.0,22.0,4.1,18.0,3.4,76.0,6.6,5.9,11.2,202.6,77.9,32.0,271.0,5.6,5.7,5.1,,
19,20.0,Washington Redskins,16.0,265.0,521.0,50.9,3228.0,16.0,3.1,20.0,3.8,73.0,6.7,5.6,13.2,201.8,66.7,36.0,268.0,6.5,5.8,4.8,1.0,0.0
20,21.0,Buffalo Bills,16.0,279.0,506.0,55.1,3124.0,24.0,4.7,14.0,2.8,77.0,6.6,6.3,12.0,195.3,79.9,32.0,224.0,5.9,5.8,5.5,1.0,2.0
21,22.0,Seattle Seahawks,16.0,273.0,511.0,53.4,3092.0,19.0,3.7,23.0,4.5,59.0,6.6,5.3,12.3,193.3,67.6,45.0,267.0,8.1,5.6,4.4,2.0,2.0
22,23.0,Indianapolis Colts,16.0,270.0,434.0,62.2,3064.0,20.0,4.6,11.0,2.5,52.0,7.8,7.6,12.5,191.5,91.1,49.0,309.0,10.1,6.3,6.1,3.0,4.0
23,24.0,Carolina Panthers,16.0,263.0,537.0,49.0,3046.0,16.0,3.0,25.0,4.7,89.0,6.2,4.7,12.6,190.4,59.1,38.0,258.0,6.6,5.3,3.9,1.0,3.0
