,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Baltimore Colts,12.0,196.0,392.0,50.0,2956.0,26.0,6.6,24.0,6.1,80.0,8.1,6.6,16.1,246.3,74.0,26.0,208.0,6.2,7.1,5.7,1.0,2.0
1,2.0,Philadelphia Eagles,12.0,177.0,331.0,53.5,2816.0,29.0,8.8,20.0,6.0,71.0,8.9,8.0,16.7,234.7,87.9,18.0,141.0,5.2,8.1,7.2,5.0,4.0
2,3.0,Pittsburgh Steelers,12.0,139.0,285.0,48.8,2422.0,20.0,7.0,21.0,7.4,70.0,8.8,6.9,18.1,201.8,72.1,11.0,89.0,3.7,8.2,6.3,2.0,2.0
3,4.0,New York Giants,12.0,156.0,322.0,48.4,2254.0,20.0,6.2,23.0,7.1,71.0,7.4,5.4,15.3,187.8,64.3,16.0,131.0,4.7,6.7,4.8,3.0,3.0
4,5.0,Dallas Cowboys,12.0,163.0,354.0,46.0,2104.0,17.0,4.8,33.0,9.3,76.0,6.7,3.5,14.7,175.3,45.7,36.0,284.0,9.2,5.4,2.5,1.0,0.0
5,6.0,Cleveland Browns,12.0,160.0,264.0,60.6,2044.0,22.0,8.3,5.0,1.9,86.0,8.9,9.7,14.6,170.3,109.5,37.0,299.0,12.3,6.8,7.5,0.0,0.0
6,7.0,Green Bay Packers,12.0,137.0,279.0,49.1,1875.0,9.0,3.2,13.0,4.7,91.0,7.1,5.7,14.5,156.3,64.1,15.0,118.0,5.1,6.4,5.0,1.0,1.0
7,8.0,Chicago Bears,12.0,146.0,324.0,45.1,1826.0,13.0,4.0,32.0,9.9,91.0,6.6,2.9,14.6,152.2,40.8,38.0,304.0,10.5,5.0,1.8,2.0,1.0
8,9.0,Los Angeles Rams,12.0,177.0,335.0,52.8,1822.0,19.0,5.7,22.0,6.6,63.0,6.5,4.7,12.4,151.8,64.9,46.0,366.0,12.1,4.8,3.2,1.0,1.0
9,10.0,St. Louis Cardinals,12.0,126.0,285.0,44.2,1811.0,20.0,7.0,25.0,8.8,57.0,7.0,4.4,15.8,150.9,54.9,22.0,179.0,7.2,5.9,3.5,2.0,1.0
10,11.0,Detroit Lions,12.0,166.0,333.0,49.8,1678.0,6.0,1.8,21.0,6.3,65.0,6.1,3.6,12.2,139.8,48.7,43.0,344.0,11.4,4.5,2.3,1.0,2.0
11,12.0,San Francisco 49ers,12.0,174.0,336.0,51.8,1579.0,11.0,3.3,12.0,3.6,65.0,5.6,4.6,10.7,131.6,64.4,36.0,287.0,9.7,4.2,3.4,4.0,4.0
12,13.0,Washington Redskins,12.0,147.0,274.0,53.6,1431.0,9.0,3.3,23.0,8.4,50.0,6.6,3.5,12.4,119.3,50.4,48.0,385.0,14.9,4.4,1.8,2.0,0.0
13,,Avg Team,,158.8,316.5,50.2,2047.5,17.0,5.4,21.1,6.7,72.0,7.2,5.3,14.4,170.6,64.2,30.2,241.2,8.7,5.91,4.2,1.9,1.6
14,,League Total,,2064.0,4114.0,50.2,26618.0,221.0,5.4,274.0,6.7,91.0,7.2,5.3,14.4,170.6,64.2,392.0,3135.0,8.7,5.91,4.2,25.0,21.0
15,,Avg Tm/G,,13.2,26.4,50.2,170.6,1.4,5.4,1.8,6.7,,7.2,5.3,14.4,170.6,64.2,2.5,20.1,8.7,5.91,4.2,,
