,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Pittsburgh Steelers,12.0,156.0,336.0,46.4,2752.0,16.0,4.8,21.0,6.3,78.0,8.6,6.8,18.6,229.3,66.5,18.0,143.0,5.1,7.8,6.0,1.0,2.0
1,2.0,Philadelphia Eagles,12.0,214.0,402.0,53.2,2697.0,18.0,4.5,21.0,5.2,91.0,6.9,5.4,13.0,224.8,68.3,9.0,75.0,2.2,6.6,5.1,2.0,1.0
2,3.0,Los Angeles Rams,12.0,186.0,358.0,52.0,2672.0,19.0,5.3,26.0,7.3,93.0,8.1,5.9,15.6,222.7,66.7,30.0,237.0,7.7,6.9,4.9,1.0,2.0
3,4.0,Chicago Cardinals,12.0,198.0,407.0,48.6,2574.0,23.0,5.7,27.0,6.6,91.0,6.7,4.9,13.8,214.5,61.8,20.0,161.0,4.7,6.0,4.3,0.0,1.0
4,5.0,San Francisco 49ers,12.0,223.0,383.0,58.2,2483.0,15.0,3.9,29.0,7.6,64.0,7.0,4.4,12.1,206.9,61.4,26.0,208.0,6.4,6.1,3.6,2.0,3.0
5,6.0,Baltimore Colts,12.0,178.0,354.0,50.3,2412.0,26.0,7.3,11.0,3.1,77.0,7.2,7.2,14.3,201.0,85.4,16.0,125.0,4.3,6.5,6.6,3.0,2.0
6,7.0,Detroit Lions,12.0,141.0,319.0,44.2,1869.0,20.0,6.3,14.0,4.4,81.0,6.7,6.0,15.2,155.8,69.6,35.0,279.0,9.9,5.3,4.6,,
7,8.0,Green Bay Packers,12.0,161.0,348.0,46.3,1820.0,15.0,4.3,27.0,7.8,80.0,6.1,3.5,13.2,151.7,48.0,37.0,298.0,9.6,4.7,2.4,,
8,9.0,Chicago Bears,12.0,146.0,321.0,45.5,1811.0,18.0,5.6,24.0,7.5,79.0,6.3,4.1,13.8,150.9,53.8,26.0,210.0,7.5,5.2,3.1,1.0,1.0
9,10.0,Washington Redskins,12.0,121.0,251.0,48.2,1696.0,14.0,5.6,17.0,6.8,71.0,7.9,6.0,16.4,141.3,65.6,37.0,293.0,12.8,5.9,4.2,1.0,1.0
10,11.0,New York Giants,12.0,119.0,266.0,44.7,1605.0,15.0,5.6,12.0,4.5,63.0,6.5,5.6,14.4,133.8,66.3,14.0,113.0,5.0,5.7,4.9,3.0,5.0
11,12.0,Cleveland Browns,12.0,110.0,206.0,53.4,1581.0,12.0,5.8,14.0,6.8,74.0,8.5,6.6,16.0,131.8,73.2,22.0,177.0,9.6,6.9,5.2,2.0,3.0
12,,Avg Team,,162.8,329.3,49.4,2164.3,17.6,5.3,20.3,6.2,79.0,7.2,5.5,14.5,180.4,65.3,24.2,193.3,6.8,6.12,4.5,1.3,1.8
13,,League Total,,1953.0,3951.0,49.4,25972.0,211.0,5.3,243.0,6.2,93.0,7.2,5.5,14.5,180.4,65.3,290.0,2319.0,6.8,6.12,4.5,16.0,21.0
14,,Avg Tm/G,,13.6,27.4,49.4,180.4,1.5,5.3,1.7,6.2,,7.2,5.5,14.5,180.4,65.3,2.0,16.1,6.8,6.12,4.5,,
