,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,San Francisco 49ers,14.0,272.0,454.0,59.9,3487.0,35.0,7.7,21.0,4.6,59.0,8.0,7.5,13.4,249.1,91.8,19.0,146.0,4.0,7.4,6.9,3.0,2.0
1,2.0,Philadelphia Eagles,14.0,223.0,434.0,51.4,3188.0,22.0,5.1,26.0,6.0,78.0,7.9,6.2,15.4,227.7,69.9,33.0,254.0,7.1,6.8,5.3,1.0,3.0
2,3.0,Baltimore Colts,14.0,222.0,399.0,55.6,3005.0,31.0,7.8,17.0,4.3,68.0,8.3,8.0,15.0,214.6,91.4,43.0,325.0,9.7,6.8,6.5,4.0,3.0
3,4.0,St. Louis Cardinals,14.0,221.0,448.0,49.3,2943.0,20.0,4.5,25.0,5.6,78.0,7.2,5.6,14.6,210.2,64.8,30.0,279.0,6.3,6.2,4.6,1.0,1.0
4,5.0,Chicago Bears,14.0,201.0,361.0,55.7,2766.0,22.0,6.1,12.0,3.3,80.0,8.4,8.1,15.0,197.6,89.8,30.0,254.0,7.7,7.1,6.8,1.0,0.0
5,6.0,Los Angeles Rams,14.0,230.0,445.0,51.7,2715.0,22.0,4.9,19.0,4.3,60.0,6.9,5.9,13.3,193.9,72.5,45.0,344.0,9.2,5.5,4.7,1.0,1.0
6,7.0,Washington Redskins,14.0,220.0,427.0,51.5,2571.0,20.0,4.7,20.0,4.7,80.0,6.8,5.6,13.2,183.6,69.5,39.0,337.0,8.4,5.5,4.4,1.0,1.0
7,8.0,Minnesota Vikings,14.0,189.0,372.0,50.8,2546.0,21.0,5.6,12.0,3.2,72.0,7.7,7.4,15.1,181.9,81.8,35.0,315.0,8.6,6.3,6.0,2.0,2.0
8,9.0,New York Giants,14.0,171.0,342.0,50.0,2430.0,23.0,6.7,16.0,4.7,89.0,7.9,7.1,15.7,173.6,79.4,31.0,255.0,8.3,6.5,5.8,2.0,2.0
9,10.0,Dallas Cowboys,14.0,168.0,362.0,46.4,2387.0,25.0,6.9,18.0,5.0,82.0,7.6,6.8,16.4,170.5,74.8,55.0,369.0,13.2,5.7,5.0,2.0,3.0
10,11.0,Green Bay Packers,14.0,166.0,306.0,54.2,2113.0,19.0,6.2,14.0,4.6,80.0,8.2,7.4,15.1,150.9,83.1,43.0,395.0,12.3,6.1,5.3,3.0,3.0
11,12.0,Cleveland Browns,14.0,160.0,329.0,48.6,2067.0,23.0,7.0,16.0,4.9,80.0,7.1,6.3,14.6,147.6,75.3,31.0,272.0,8.6,5.7,5.0,4.0,4.0
12,13.0,Pittsburgh Steelers,14.0,161.0,354.0,45.5,1976.0,10.0,2.8,35.0,9.9,87.0,7.1,3.2,15.5,141.1,39.3,62.0,527.0,14.9,4.8,1.4,,
13,14.0,Detroit Lions,14.0,170.0,374.0,45.5,1834.0,14.0,3.7,26.0,7.0,61.0,5.6,3.2,12.3,131.0,46.7,26.0,249.0,6.5,4.6,2.4,1.0,3.0
14,,Avg Team,,198.1,386.2,51.3,2573.4,21.9,5.7,19.8,5.1,75.0,7.5,6.3,14.5,183.8,73.5,37.3,308.6,8.8,6.08,5.0,1.9,2.0
15,,League Total,,2774.0,5407.0,51.3,36028.0,307.0,5.7,277.0,5.1,89.0,7.5,6.3,14.5,183.8,73.5,522.0,4321.0,8.8,6.08,5.0,26.0,28.0
16,,Avg Tm/G,,14.2,27.6,51.3,183.8,1.6,5.7,1.4,5.1,,7.5,6.3,14.5,183.8,73.5,2.7,22.0,8.8,6.08,5.0,,
