,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD
0,1.0,Los Angeles Rams,12.0,170.0,329.0,51.7,2419.0,18.0,5.5,28.0,8.5,76.0,7.9,5.2,15.3,201.6,60.9,23.0,182.0,6.5,6.9,4.3,,
1,2.0,Green Bay Packers,12.0,171.0,353.0,48.4,2398.0,21.0,5.9,18.0,5.1,66.0,7.3,6.2,15.2,199.8,71.6,24.0,193.0,6.4,6.4,5.3,2.0,2.0
2,3.0,Detroit Lions,12.0,160.0,301.0,53.2,2195.0,13.0,4.3,23.0,7.6,70.0,7.5,4.9,14.1,182.9,60.1,7.0,55.0,2.3,7.1,4.6,0.0,1.0
3,4.0,Chicago Bears,12.0,135.0,250.0,54.0,2069.0,19.0,7.6,19.0,7.6,79.0,8.8,6.9,16.2,172.4,77.3,16.0,124.0,6.0,7.8,6.0,1.0,0.0
4,5.0,San Francisco 49ers,12.0,162.0,297.0,54.5,1977.0,8.0,2.7,19.0,6.4,77.0,7.6,5.3,14.0,164.8,61.6,36.0,285.0,10.8,5.9,3.8,4.0,2.0
5,6.0,Baltimore Colts,12.0,158.0,279.0,56.6,1921.0,14.0,5.0,18.0,6.5,54.0,7.9,6.0,14.0,160.1,72.1,36.0,289.0,11.4,6.1,4.4,1.0,3.0
6,7.0,Pittsburgh Steelers,12.0,136.0,318.0,42.8,1666.0,14.0,4.4,24.0,7.5,75.0,5.6,3.1,13.2,138.8,44.4,16.0,127.0,4.8,5.0,2.6,,
7,8.0,New York Giants,12.0,133.0,275.0,48.4,1567.0,17.0,6.2,14.0,5.1,48.0,5.8,4.8,12.0,130.6,66.0,4.0,34.0,1.4,5.6,4.6,,
8,9.0,Chicago Cardinals,12.0,100.0,214.0,46.7,1369.0,13.0,6.1,14.0,6.5,75.0,7.0,5.2,14.9,114.1,63.1,15.0,123.0,6.6,6.0,4.4,2.0,2.0
9,10.0,Philadelphia Eagles,12.0,122.0,249.0,49.0,1277.0,6.0,2.4,27.0,10.8,52.0,6.2,1.9,12.8,106.4,37.4,35.0,279.0,12.3,4.5,0.6,1.0,1.0
10,11.0,Washington Redskins,12.0,104.0,215.0,48.4,1218.0,11.0,5.1,18.0,8.4,51.0,6.2,3.5,12.8,101.5,50.4,15.0,117.0,6.5,5.3,2.7,2.0,2.0
11,12.0,Cleveland Browns,12.0,105.0,202.0,52.0,1175.0,8.0,4.0,18.0,8.9,68.0,6.7,3.5,12.9,97.9,49.5,23.0,183.0,10.2,5.2,2.3,1.0,2.0
12,,Avg Team,,138.0,273.5,50.5,1770.9,13.5,4.9,20.0,7.3,66.0,7.1,4.8,14.0,147.6,59.6,20.8,165.9,7.1,6.02,3.9,1.2,1.3
13,,League Total,,1656.0,3282.0,50.5,21251.0,162.0,4.9,240.0,7.3,79.0,7.1,4.8,14.0,147.6,59.6,250.0,1991.0,7.1,6.02,3.9,14.0,15.0
14,,Avg Tm/G,,11.5,22.8,50.5,147.6,1.1,4.9,1.7,7.3,,7.1,4.8,14.0,147.6,59.6,1.7,13.8,7.1,6.02,3.9,,
